Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda203294,,azithromycin,azithromycin,eugia pharma,,injectable,injection,approved,authorised,19.06.2015,2015,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the genitourinary system,,,yes,,,eugia,FDA,"1 indications and usage azithromycin for injection is a macrolide antibacterial drug indicated for the treatment of patients with infections caused by susceptible strains of the designated microorganisms in the conditions listed below. azithromycin for injection is a macrolide antibacterial drug indicated for mild to moderate infections caused by designated, susceptible bacteria: community-acquired pneumonia in adults (1.1) pelvic inflammatory disease (1.2) to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. (1.3) 1.1 community-acquired pneumonia community-acquired pneumonia due to chlamydophila pneumoniae , haemophilus influenzae , legionella pneumophila , moraxella catarrhalis , mycoplasma pneumoniae , staphylococcus aureus , or streptococcus pneumoniae in patients who require initial intravenous therapy. 1.2 pelvic inflammatory disease pelvic inflammatory disease due to chlamydia trachomatis , neisseria gonorrhoeae , or mycoplasma hominis in patients who require initial intravenous therapy. if anaerobic microorganisms are suspected of contributing to the infection, an antimicrobial agent with anaerobic activity should be administered in combination with azithromycin. azithromycin for injection should be followed by azithromycin by the oral route as required. [ see dosage and administration (2) ] 1.3 usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,no,<community-acquired pneumonia>; <pelvic inflammatory disease>,
anda203412,,azithromycin,azithromycin,slate run pharma,,injectable,injection,approved,authorised,09.10.2018,2018,no,,,,,,,yes,,,slate run,FDA,,fda,no,,
anda204732,,azithromycin,azithromycin,rising,,injectable,injection,approved,discontinued,26.01.2017,2017,no,,,,,,,yes,,,rising,FDA,,fda,no,,
anda205666,,azithromycin,azithromycin,amneal,,suspension,oral,approved,authorised,19.07.2018,2018,no,,,,,,,yes,,,amneal,FDA,,fda,no,,
anda207370,,azithromycin,azithromycin,aurobindo pharma ltd,,tablet,oral,approved,authorised,05.07.2018,2018,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the genitourinary system; diseases of the ear and mastoid process,,,yes,,,aurobindo,FDA,"1 indications and usage azithromycin is a macrolide antibacterial drug indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms in the specific conditions listed below. recommended dosages and durations of therapy in adult and pediatric patient populations vary in these indications. [see dosage and administration (2) ] azithromycin is a macrolide antibacterial drug indicated for mild to moderate infections caused by designated, susceptible bacteria: acute bacterial exacerbations of chronic bronchitis in adults ( 1.1 ) acute bacterial sinusitis in adults ( 1.1 ) uncomplicated skin and skin structure infections in adults ( 1.1 ) urethritis and cervicitis in adults ( 1.1 ) genital ulcer disease in men ( 1.1 ) acute otitis media in pediatric patients (6 months of age and older) ( 1.2 ) community-acquired pneumonia in adults and pediatric patients (6 months of age and older) ( 1.1 , 1.2 ) pharyngitis/tonsillitis in adults and pediatric patients (2 years of age and older) ( 1.1 , 1.2 ) limitation of use: azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors. ( 1.3 ) to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin tablets and other antibacterial drugs, azithromycin tablets should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. ( 1.4 ) 1.1 adult patients acute bacterial exacerbations of chronic bronchitis due to haemophilus influenzae , moraxella catarrhalis, or streptococcus pneumoniae . acute bacterial sinusitis due to haemophilus influenzae , moraxella catarrhalis. or streptococcus pneumoniae . community-acquired pneumonia due to chlamydophila pneumoniae , haemophilus influenzae , mycoplasma pneumoniae, or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. uncomplicated skin and skin structure infections due to staphylococcus aureus , streptococcus pyogenes , or streptococcus agalactiae . urethritis and cervicitis due to chlamydia trachomatis or neisseria gonorrhoeae . genital ulcer disease in men due to haemophilus ducreyi (chancroid). due to the small number of women included in clinical trials, the efficacy of azithromycin in the treatment of chancroid in women has not been established. 1.2 pediatric patients [see use in specific populations (8.4) and clinical studies (14.2) ] acute otitis media (>6 months of age) caused by haemophilus influenzae, moraxella catarrhalis , or streptococcus pneumoniae. community-acquired pneumonia (>6 months of age) due to chlamydophila pneumoniae, haemophilus influenzae, mycoplasma pneumoniae , or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis (>2 years of age) caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. 1.3 limitations of use azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors such as any of the following: patients with cystic fibrosis, patients with nosocomial infections, patients with known or suspected bacteremia, patients requiring hospitalization, elderly or debilitated patients, or patients with significant underlying health problems that may compromise their ability to respond to their illness (including immunodeficiency or functional asplenia). 1.4 usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin tablets and other antibacterial drugs, azithromycin tablets should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,no,"<chronic bronchitis>; <sinusitis>; <skin diseases, bacterial>; <urethritis>; <cervicitis>; <genital ulcer disease>; <otitis media>; <pneumonia>; <pharyngitis>; <tonsillitis>",
anda207398,,azithromycin,azithromycin,aurobindo pharma ltd,,tablet,oral,approved,authorised,05.07.2018,2018,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda207531,,azithromycin,azithromycin,epic pharma llc,,suspension,oral,approved,authorised,09.04.2018,2018,no,,,,,,,yes,,,epic,FDA,,fda,no,,
anda207566,,azithromycin,azithromycin,cspc ouyi,,tablet,oral,approved,authorised,24.09.2018,2018,no,,,,infectious and parasitic diseases,,,yes,,,cspc,FDA,"1 indications and usage azithromycin is a macrolide antibacterial drug indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms in the specific conditions listed below. azithromycin is a macrolide antibacterial drug indicated for mild to moderate infections caused by designated, susceptible bacteria: mycobacterial infections ( 1.2 ) to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. ( 1.3 ) 1.2 mycobacterial infections prophylaxis of disseminated mycobacterium avium complex (mac) disease azithromycin tablets, taken alone or in combination with rifabutin at its approved dose, are indicated for the prevention of disseminated mac disease in persons with advanced hiv infection. [see dosage and administration (2) ] treatment of disseminated mac disease azithromycin tablets, taken in combination with ethambutol, are indicated for the treatment of disseminated mac infections in persons with advanced hiv infection . [see use in specific populations (8.4) and clinical studies (14.1) ] 1.3 usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin tablets and other antibacterial drugs, azithromycin tablets should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,no,<mycobacterium infections>,
anda208249,,azithromycin,azithromycin,cspc ouyi,,tablet,oral,approved,authorised,25.10.2018,2018,no,,,,,,,yes,,,cspc,FDA,,fda,no,,
anda208250,,azithromycin,azithromycin,cspc ouyi,,tablet,oral,approved,authorised,17.04.2019,2019,no,,,,,,,yes,,,cspc,FDA,,fda,no,,
anda209043,,azithromycin,azithromycin,sunshine,,tablet,oral,approved,authorised,06.12.2018,2018,no,,,,,,,yes,,,sunshine,FDA,,fda,no,,
anda209044,,azithromycin,azithromycin,sunshine,,tablet,oral,approved,authorised,07.12.2018,2018,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the genitourinary system; diseases of the ear and mastoid process,,,yes,,,not reported,FDA,"1 indications and usage azithromycin is a macrolide antibacterial drug indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms in the specific conditions listed below. recommended dosages and durations of therapy in adult and pediatric patient populations vary in these indications. [see dosage and administration (2) ] azithromycin is a macrolide antibacterial drug indicated for mild to moderate infections caused by designated, susceptible bacteria: acute bacterial exacerbations of chronic bronchitis in adults ( 1.1 ) acute bacterial sinusitis in adults ( 1.1 ) uncomplicated skin and skin structure infections in adults ( 1.1 ) urethritis and cervicitis in adults ( 1.1 ) genital ulcer disease in men ( 1.1 ) acute otitis media in pediatric patients (6 months of age and older) ( 1.2 ) community-acquired pneumonia in adults and pediatric patients (6 months of age and older) ( 1.1 , 1.2 ) pharyngitis/tonsillitis in adults and pediatric patients (2 years of age and older) ( 1.1 , 1.2 ) limitation of use: azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors. ( 1.3 ) to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. ( 1.4 ) 1.1 adult patients acute bacterial exacerbations of chronic bronchitis due to haemophilus influenzae , moraxella catarrhalis, or streptococcus pneumoniae . acute bacterial sinusitis due to haemophilus influenzae , moraxella catarrhalis. or streptococcus pneumoniae . community-acquired pneumonia due to chlamydophila pneumoniae , haemophilus influenzae , mycoplasma pneumoniae, or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. uncomplicated skin and skin structure infections due to staphylococcus aureus , streptococcus pyogenes , or streptococcus agalactiae . urethritis and cervicitis due to chlamydia trachomatis or neisseria gonorrhoeae . genital ulcer disease in men due to haemophilus ducreyi (chancroid). due to the small number of women included in clinical trials, the efficacy of azithromycin in the treatment of chancroid in women has not been established. 1.2 pediatric patients [see use in specific populations (8.4) and clinical studies (14.2) ] acute otitis media ( >6 months of age) caused by haemophilus influenzae , moraxella catarrhalis, or streptococcus pneumoniae. community-acquired pneumonia ( >6 months of age) due to chlamydophila pneumoniae , haemophilus influenzae , mycoplasma pneumoniae , or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis ( >2 years of age) caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. 1.3 limitations of use azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors such as any of the following: patients with cystic fibrosis, patients with nosocomial infections, patients with known or suspected bacteremia, patients requiring hospitalization, elderly or debilitated patients, or patients with significant underlying health problems that may compromise their ability to respond to their illness (including immunodeficiency or functional asplenia). 1.4 usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,no,"<chronic bronchitis>; <sinusitis>; <skin diseases, bacterial>; <urethritis>; <cervicitis>; <genital ulcer disease>; <otitis media>; <pneumonia>; <pharyngitis>; <tonsillitis>",
anda209045,,azithromycin,azithromycin,sunshine,,tablet,oral,approved,authorised,07.12.2018,2018,no,,,,,,,yes,,,sunshine,FDA,,fda,no,,
anda209201,,azithromycin,azithromycin,aurobindo pharma ltd,,suspension,oral,approved,authorised,09.10.2018,2018,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda209999,,azithromycin,azithromycin,bionpharma,,tablet,oral,approved,authorised,26.12.2018,2018,no,,,,,,,yes,,,bion,FDA,,fda,no,,
anda210000,,azithromycin,azithromycin,bionpharma,,tablet,oral,approved,authorised,26.02.2019,2019,no,,,,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the genitourinary system; diseases of the ear and mastoid process,,,yes,,,bion,FDA,"1 indications and usage azithromycin tablets are macrolide antibacterial drug indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms in the specific conditions listed below. recommended dosages and durations of therapy in adult and pediatric patient populations vary in these indications. [see dosage and administration ( 2 )] azithromycin is a macrolide antibacterial drug indicated for mild to moderate infections caused by designated, susceptible bacteria: acute bacterial exacerbations of chronic bronchitis in adults ( 1.1 ) acute bacterial sinusitis in adults ( 1.1 ) uncomplicated skin and skin structure infections in adults ( 1.1 ) urethritis and cervicitis in adults ( 1.1 ) genital ulcer disease in men ( 1.1 ) acute otitis media in pediatric patients (6 months of age and older) ( 1.2 ) community-acquired pneumonia in adults and pediatric patients (6 months of age and older) ( 1.1 , 1.2 ) pharyngitis/tonsillitis in adults and pediatric patients (2 years of age and older) ( 1.1 , 1.2 ) limitation of use: azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors. ( 1.3 ) to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin tablets should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. ( 1.4 ) 1.1 adult patients acute bacterial exacerbations of chronic bronchitis due to haemophilus influenzae , moraxella catarrhalis , or streptococcus pneumoniae . acute bacterial sinusitis due to haemophilus influenzae , moraxella catarrhalis or streptococcus pneumoniae . community-acquired pneumonia due to chlamydophila pneumoniae , haemophilus influenzae , mycoplasma pneumoniae , or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. uncomplicated skin and skin structure infections due to staphylococcus aureus , streptococcus pyogenes , or streptococcus agalactiae . urethritis and cervicitis due to chlamydia trachomatis or neisseria gonorrhoeae . genital ulcer disease in men due to haemophilus ducreyi (chancroid). due to the small number of women included in clinical trials, the efficacy of azithromycin in the treatment of chancroid in women has not been established. 1.2 pediatric patients [see use in specific populations ( 8.4 ) and clinical studies ( 14.2 )] acute otitis media (> 6 months of age) caused by haemophilus influenzae, moraxella catarrhalis, or streptococcus pneumoniae. community-acquired pneumonia (> 6 months of age) due to chlamydophila pneumoniae , haemophilus influenzae , mycoplasma pneumoniae , or streptococcus pneumoniae in patients appropriate for oral therapy. pharyngitis/tonsillitis (> 2 years of age) caused by streptococcus pyogenes as an alternative to first-line therapy in individuals who cannot use first-line therapy. 1.3 limitations of use azithromycin should not be used in patients with pneumonia who are judged to be inappropriate for oral therapy because of moderate to severe illness or risk factors such as any of the following: patients with cystic fibrosis, patients with nosocomial infections, patients with known or suspected bacteremia, patients requiring hospitalization, elderly or debilitated patients, or patients with significant underlying health problems that may compromise their ability to respond to their illness (including immunodeficiency or functional asplenia). 1.4 usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of azithromycin and other antibacterial drugs, azithromycin tablets should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",fda,no,"<chronic bronchitis>; <sinusitis>; <skin diseases, bacterial>; <urethritis>; <cervicitis>; <genital ulcer disease>; <otitis media>; <pneumonia>; <pharyngitis>; <tonsillitis>",
