"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
3255746~488689~E~93242~~~1~~~~~N~10-apr-2017 00:00:00~~~S
3255747~488689~E~97818~~~1~~~mg~~N~10-apr-2017 00:00:00~~~S
3255748~488689~A~101314~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~7.5~S
3255749~488689~A~101313~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~5~S
3255750~488689~A~94965~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~1.25~S
3255751~488689~A~76042~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~2.5~S
3255752~488689~A~106519~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~1.25~S
3255753~488689~A~89827~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~1.25~S
3255754~488689~A~100499~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~2.5~S
3255755~488689~A~101288~~~1~~~billion CFU~~N~10-apr-2017 00:00:00~~1.25~S
3247059~487478~E~94457~~~1~~~microgram/g~~N~28-mar-2017 00:00:00~~~S
3247060~487478~E~71558~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247061~487478~E~1243~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~PI
3247062~487478~A~55040~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~35~S
3247063~487478~E~54203~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247064~487478~E~57893~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247065~487478~E~58203~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247066~487478~E~52577~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247067~487478~E~54986~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247068~487478~E~56423~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247069~487478~E~67187~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247070~487478~E~58085~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247071~487478~E~52641~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247072~487478~E~55090~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247073~487478~E~90507~~~1~~~microgram/g~~N~28-mar-2017 00:00:00~~~S
3247074~487478~E~93365~~~1~~~microgram/g~~N~28-mar-2017 00:00:00~~~S
3247075~487478~E~52712~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247076~487478~E~86133~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247077~487478~E~54964~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247078~487478~E~54644~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247079~487478~E~57963~~~1~~~mg/g~~N~28-mar-2017 00:00:00~~~S
3247080~487478~E~104468~~~1~~~microgram/g~~N~28-mar-2017 00:00:00~~~S
3247081~487478~E~104467~~~1~~~microgram/g~~N~28-mar-2017 00:00:00~~~S
2834907~407070~A~97645~~~~~~mg~~~04-apr-2017 00:00:00~~2~S
2834908~407070~E~100262~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834909~407070~E~52543~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834910~407070~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834911~407070~E~58409~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834912~407070~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834913~407070~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834934~407073~A~97645~~~~~~mg~~~04-apr-2017 00:00:00~~2~S
2834935~407073~E~100262~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834936~407073~E~52543~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834937~407073~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834938~407073~E~58409~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834939~407073~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834940~407073~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834941~407074~A~97645~~~~~~mg~~~04-apr-2017 00:00:00~~2~S
2834942~407074~E~100262~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834943~407074~E~52543~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834944~407074~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834945~407074~E~58409~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834946~407074~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834947~407074~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834948~407075~A~97645~~~~~~mg~~~04-apr-2017 00:00:00~~2~S
2834949~407075~E~100262~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834950~407075~E~52543~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834951~407075~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834952~407075~E~58409~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834953~407075~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834954~407075~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834955~407076~A~97645~~~~~~mg~~~04-apr-2017 00:00:00~~2~S
2834956~407076~E~100262~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834957~407076~E~52543~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834958~407076~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834959~407076~E~58409~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834960~407076~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
2834961~407076~E~54400~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3251411~488168~A~52307~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~20~S
3251412~488168~A~52577~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~68~S
3251413~488168~A~55216~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~9~S
3251414~488168~E~84619~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251415~488168~E~57963~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251416~488168~E~56423~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251417~488168~A~92513~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~20~S
3251428~488170~E~53800~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251429~488170~E~101363~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251430~488170~E~52483~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251431~488170~E~53805~~~1~~~microgram/g~~N~04-apr-2017 00:00:00~~~S
3251432~488170~E~63572~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251433~488170~E~81365~~~1~~~microgram/mL~~N~04-apr-2017 00:00:00~~~S
3251434~488170~E~105602~~~1~~~microgram/g~~N~04-apr-2017 00:00:00~~~S
3251435~488170~E~93224~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251436~488170~E~105603~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251437~488170~A~100999~~~1~~~microlitre/mL~~N~04-apr-2017 00:00:00~~600~S
3251438~488171~E~55987~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251439~488171~E~52637~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251440~488171~E~55690~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251441~488171~E~55820~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251442~488171~E~3887~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~PI
3251443~488171~E~54644~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251444~488171~E~93365~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251445~488171~A~54936~~~1~~~IU/mL~~N~04-apr-2017 00:00:00~~100000~S
3251446~488171~E~93224~~~1~~~QS~~N~04-apr-2017 00:00:00~~~S
3251447~488171~E~55797~~~1~~~mg/mL~~N~04-apr-2017 00:00:00~~~S
3251448~488172~E~55987~~~1~~~mg~~N~04-apr-2017 00:00:00~~~S
3251449~488172~A~53935~~~1~~~mg~~N~04-apr-2017 00:00:00~~2.4~S
3251450~488172~E~57981~~~1~~~mg~~N~04-apr-2017 00:00:00~~~S
3251451~488172~E~58885~~~1~~~mg~~N~04-apr-2017 00:00:00~~~S
3251452~488172~E~52639~~~1~~~mg~~N~04-apr-2017 00:00:00~~~S
3251453~488172~E~54475~~~1~~~mg~~N~04-apr-2017 00:00:00~~~S
3251454~488172~E~4240~~~1~~~mg~~N~04-apr-2017 00:00:00~~~PI
3251455~488173~E~53800~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251456~488173~E~2918~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~PI
3251457~488173~E~56418~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251458~488173~A~52775~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~3~S
3251459~488173~E~55442~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251460~488173~E~87433~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251461~488173~E~93224~~~1~~~QS~~N~04-apr-2017 00:00:00~~~S
3251462~488173~A~56271~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~3~S
3251463~488173~E~60332~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3251464~488173~E~56076~~~1~~~mg/g~~N~04-apr-2017 00:00:00~~~S
3213149~483289~A~54991~~~~~~mg~N/A~~04-apr-2017 00:00:00~~20~S
3213136~483289~E~53463~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213137~483289~E~94457~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213138~483289~E~56281~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213139~483289~E~93287~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213140~483289~E~55886~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213141~483289~E~54252~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213142~483289~E~55887~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213143~483289~E~102811~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213144~483289~E~93379~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213145~483289~E~68471~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213146~483289~E~93285~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213147~483289~E~55888~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213148~483289~E~52641~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213150~483289~E~55549~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3213151~483289~E~93278~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3008439~456291~A~106503~~~~~~IU~N/A~~13-apr-2017 00:00:00~~9000~S
3008431~456291~E~55820~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008432~456291~E~53811~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008433~456291~E~103329~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008434~456291~E~56582~~~~~~QS~~~13-apr-2017 00:00:00~~~S
3008435~456291~E~92978~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008436~456291~E~55403~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008437~456291~E~55795~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008438~456291~E~104895~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008448~456292~A~106503~~~~~~IU~N/A~~13-apr-2017 00:00:00~~10000~S
3008440~456292~E~55795~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008441~456292~E~103329~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008442~456292~E~104895~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008443~456292~E~53811~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008444~456292~E~92978~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008445~456292~E~55403~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3008446~456292~E~56582~~~~~~QS~~~13-apr-2017 00:00:00~~~S
3008447~456292~E~55820~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236759~486197~A~52440~~~~~~mg~~~13-apr-2017 00:00:00~~9~S
3236760~486197~E~55957~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236761~486197~E~93309~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236762~486197~E~93242~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236763~486197~E~67610~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236764~486197~E~54252~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236765~486197~E~55750~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236766~486197~E~54400~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236767~486197~E~54530~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236768~486197~E~93379~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236769~486197~E~94457~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236770~486197~E~56281~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3236898~486212~E~93242~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3236899~486212~E~54252~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3236900~486212~E~57948~~~~~~mg~~~11-apr-2017 00:00:00~~~S
3236731~486190~A~89675~~~~~~mg~~~12-apr-2017 00:00:00~~200~S
3236727~486190~E~54400~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3236728~486190~E~93242~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3236729~486190~E~55886~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3236730~486190~E~55950~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3236732~486190~E~54252~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238926~486467~A~72295~~~~~~mg~~~12-apr-2017 00:00:00~~3.125~S
3238927~486467~E~54252~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238928~486467~E~55987~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238929~486467~E~55458~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238930~486467~E~53017~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238931~486467~E~58409~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238932~486467~E~54400~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238933~486467~E~93285~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238934~486468~A~72295~~~~~~mg~~~12-apr-2017 00:00:00~~6.25~S
3238935~486468~E~54252~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238936~486468~E~55987~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238937~486468~E~55458~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238938~486468~E~53017~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238939~486468~E~58409~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238940~486468~E~54400~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238941~486468~E~93287~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238942~486469~A~72295~~~~~~mg~~~12-apr-2017 00:00:00~~12.5~S
3238943~486469~E~54252~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238944~486469~E~55987~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238945~486469~E~55458~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238946~486469~E~53017~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238947~486469~E~58409~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238948~486469~E~54400~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238949~486469~E~93285~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238950~486469~E~93287~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238951~486470~A~72295~~~~~~mg~~~12-apr-2017 00:00:00~~25~S
3238952~486470~E~54252~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238953~486470~E~55987~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238954~486470~E~55458~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238955~486470~E~53017~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238956~486470~E~58409~~~~~~mg~~~12-apr-2017 00:00:00~~~S
3238957~486470~E~54400~~~~~~mg~~~12-apr-2017 00:00:00~~~S
2930577~438160~A~100711~~~~~~mg~~~13-apr-2017 00:00:00~~6.935~S
2930578~438160~E~52543~~~~~~mg~~~13-apr-2017 00:00:00~~~S
2930579~438160~E~93242~~~~~~mg~~~13-apr-2017 00:00:00~~~S
2930580~438160~E~58409~~~~~~mg~~~13-apr-2017 00:00:00~~~S
2930581~438160~E~101072~~~~~~mg~~~13-apr-2017 00:00:00~~~S
2930582~438160~E~54400~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3241000~486690~A~81866~~~~~~mg~~~13-apr-2017 00:00:00~~5~S
3240996~486690~E~52569~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3240997~486690~E~79271~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3240998~486690~E~104464~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3240999~486690~E~93242~~~~~~mg~~~13-apr-2017 00:00:00~~~S
3216848~483768~A~53957~~~~~~mg~~~18-apr-2017 00:00:00~~12.5~S
3216854~483768~A~99105~~~~~~mg~~~18-apr-2017 00:00:00~~40~S
3216845~483768~E~93285~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3216846~483768~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3216849~483768~E~54453~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3216850~483768~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3216851~483768~E~55820~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3244689~487189~A~53942~~~~~~mg~~~06-apr-2017 00:00:00~~1.74~S
3244702~487190~A~98738~~~~~~mg~~~06-apr-2017 00:00:00~~1~S
3244688~487189~E~56582~~~~~~mL~~~06-apr-2017 00:00:00~~~S
3244690~487189~E~55820~~~~~~QS~~~06-apr-2017 00:00:00~~~S
3244691~487189~E~95425~~~~~~QS~~~06-apr-2017 00:00:00~~~S
3244692~487190~E~55795~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244693~487190~E~95425~~~~~~QS~~~06-apr-2017 00:00:00~~~S
3244694~487190~E~55403~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244695~487190~E~94214~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244696~487190~E~98739~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244697~487190~E~55820~~~~~~QS~~~06-apr-2017 00:00:00~~~S
3244698~487190~E~55987~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244699~487190~E~56582~~~~~~QS~~~06-apr-2017 00:00:00~~~S
3244700~487190~E~52528~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3244701~487190~E~54420~~~~~~mg~~~06-apr-2017 00:00:00~~~S
3153307~475439~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153308~475439~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153309~475439~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153310~475439~E~54420~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153312~475439~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153314~475439~E~52228~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153315~475439~E~53017~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153316~475439~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153313~475439~E~11995~~~~~~mg~ARPING No 11995~~18-apr-2017 00:00:00~~~PI
3153323~475440~A~89675~~~~~~mg~~~18-apr-2017 00:00:00~~200~S
3153317~475440~E~52228~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153318~475440~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153319~475440~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153321~475440~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153322~475440~E~53017~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153324~475440~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153325~475440~E~54420~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153326~475440~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153320~475440~E~11995~~~~~~mg~ARPING No 11995~~18-apr-2017 00:00:00~~~PI
3153330~475441~A~89675~~~~~~mg~~~18-apr-2017 00:00:00~~25~S
3153327~475441~E~52228~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153328~475441~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153331~475441~E~54420~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153332~475441~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153333~475441~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153334~475441~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153335~475441~E~53017~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153336~475441~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153329~475441~E~11995~~~~~~mg~ARPING 11995~~18-apr-2017 00:00:00~~~PI
3153341~475442~A~89675~~~~~~mg~~~18-apr-2017 00:00:00~~50~S
3153337~475442~E~53017~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153339~475442~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153340~475442~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153342~475442~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153343~475442~E~52228~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153344~475442~E~54420~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153345~475442~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153346~475442~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153338~475442~E~11995~~~~~~mg~ARPING No 11995~~18-apr-2017 00:00:00~~~PI
3153347~475443~A~89675~~~~~~mg~~~18-apr-2017 00:00:00~~5~S
3153348~475443~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153349~475443~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153350~475443~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153351~475443~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153352~475443~E~55690~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153353~475443~E~93379~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153354~475443~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153355~475443~E~54420~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3153356~475443~E~11995~~~~~~mg~~~18-apr-2017 00:00:00~~~PI
3189702~480194~A~54858~~~~~~mg~~~18-apr-2017 00:00:00~~60~S
3189695~480194~E~93285~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189696~480194~E~94457~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189697~480194~E~93278~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189698~480194~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189699~480194~E~55458~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189701~480194~E~93379~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189703~480194~E~57938~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189704~480194~E~93278~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189705~480194~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189706~480194~E~60332~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189707~480194~E~54252~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189708~480194~E~93379~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189709~480194~E~58409~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3189700~480194~E~1753~~~~~~mg~~~18-apr-2017 00:00:00~~~PI
3253888~488484~A~98690~~~~~~mg~N/A~~18-apr-2017 00:00:00~~70.2~S
3253884~488484~E~104469~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253885~488484~E~53016~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253886~488484~E~93242~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253887~488484~E~95202~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253889~488484~E~54400~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253890~488484~E~100750~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3253891~488484~E~55690~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221244~484312~A~100756~~~~~~mg~~~18-apr-2017 00:00:00~~100~S
3221239~484312~E~53462~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221240~484312~E~93283~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221241~484312~E~55549~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221242~484312~E~53757~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221243~484312~E~53800~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221246~484312~E~96048~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221247~484312~E~94457~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221248~484312~E~55549~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221249~484312~E~94186~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221250~484312~E~93265~~~~~~mg~~~18-apr-2017 00:00:00~~~S
3221245~484312~E~2949~~~~~~~~~18-apr-2017 00:00:00~~~PI
3221253~484313~A~100756~~~~~~mg/mL~~~18-apr-2017 00:00:00~~100~S
3221251~484313~E~93265~~~~~~mg/mL~~~18-apr-2017 00:00:00~~~S
3221252~484313~E~53462~~~~~~mg/mL~~~18-apr-2017 00:00:00~~~S
3221254~484313~E~94186~~~~~~mg/mL~~~18-apr-2017 00:00:00~~~S
3221255~484313~E~55549~~~~~~mg/mL~~~18-apr-2017 00:00:00~~~S
3003614~455644~A~52614~~~~~~mg/mL~~~04-apr-2017 00:00:00~~9.5~S
3003617~455644~A~54298~~~~~~mg/mL~~~04-apr-2017 00:00:00~~38~S
3003615~455644~E~93224~~~~~~mg/mL~~~04-apr-2017 00:00:00~~~S
3003616~455644~E~52637~~~~~~mg/mL~~~04-apr-2017 00:00:00~~~S
3193122~480669~A~58167~~~~~~mg~N/A~~04-apr-2017 00:00:00~~6.3~S
3193120~480669~E~58410~~~~~~mg~~~04-apr-2017 00:00:00~~~S
3193121~480669~E~58410~~~~~~QS~~~04-apr-2017 00:00:00~~~S
3193123~480669~E~11839~~~~~~mg~N/A~~04-apr-2017 00:00:00~~~PI
3193126~480670~A~58167~~~~~~mg~N/A~~04-apr-2017 00:00:00~~8.4~S
3193124~480670~E~58410~~~~~~QS~~~04-apr-2017 00:00:00~~~S
