"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
22917~49700~A~62197~~~~~~%~~~03-jul-2002 00:00:00~~7.5~S
22918~49700~E~54956~~~~~~~~~03-jul-2002 00:00:00~~~S
22919~49700~E~55916~~~~~~~~~03-jul-2002 00:00:00~~~S
22920~49700~E~54204~~~~~~~~~03-jul-2002 00:00:00~~~S
22921~49700~E~55362~~~~~~~~~03-jul-2002 00:00:00~~~S
24850~49988~A~52560~~~~~~mg~~~03-jul-2002 00:00:00~~225~S
24851~49988~A~53698~~~~~~mg~~~03-jul-2002 00:00:00~~.12~S
24852~49988~A~53794~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
24853~49988~A~56145~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24854~49988~A~53030~~~~~~microgram~~~03-jul-2002 00:00:00~~20~S
24855~49988~A~54851~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24856~49988~A~55660~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24857~49988~A~52802~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24858~49988~A~52097~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24859~49988~A~52378~~~~~~mg~~~03-jul-2002 00:00:00~~.025~S
24860~49988~A~54398~~~~~~mg~~~03-jul-2002 00:00:00~~225~S
24861~49988~A~68347~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
24862~49988~A~55594~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24863~49988~A~52558~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24864~49988~A~54062~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
24865~49988~A~104590~~~~~~mg~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~225~S
24866~49988~A~55431~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
24867~49988~A~54125~~~~~~mg~~~03-jul-2002 00:00:00~~30~S
24868~49988~A~92561~~~~~~mg~~~03-jul-2002 00:00:00~~75~S
24869~49988~A~96329~~~~~~mg~~~03-jul-2002 00:00:00~24-mar-1995 00:00:00~30~S
24870~49988~A~55111~~~~~~mg~~~03-jul-2002 00:00:00~~40~S
24871~49988~E~54252~~~~~~~~~03-jul-2002 00:00:00~~~S
24872~49988~E~55458~~~~~~~~~03-jul-2002 00:00:00~~~S
24873~49988~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
24948~49995~A~59187~~4~1~~~mg~((extract flower))~~03-jul-2002 00:00:00~~15~S
24949~49995~A~60193~~~~~~mg~((extract))~~03-jul-2002 00:00:00~~30~S
24950~49995~A~60155~~4~1~~~mg~((extract leaf))~~03-jul-2002 00:00:00~~15~S
24951~49995~A~59188~~10~1~~~mg~((ext))~~03-jul-2002 00:00:00~~2~S
24952~49995~A~60195~~3~1~~~mg~((, extract))~~03-jul-2002 00:00:00~~12~S
24953~49995~A~59183~~~~~~mg~~~03-jul-2002 00:00:00~~200~S
24954~49995~A~59703~~~~~~mg~~~03-jul-2002 00:00:00~~200~S
24955~49995~E~54252~~~~~~~~~03-jul-2002 00:00:00~~~S
24956~49995~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
24957~49995~E~51919~~~~~~~~~03-jul-2002 00:00:00~~~S
25004~50001~A~94829~~~~~~mg/g~((fermented))~~03-jul-2002 00:00:00~27-aug-2002 14:13:01~39~S
25005~50001~E~73811~~~~~~~~~03-jul-2002 00:00:00~~~S
25007~50001~E~92513~~~~~~~~~03-jul-2002 00:00:00~~~S
25046~50008~A~51941~~~~~~mg/g~~~03-jul-2002 00:00:00~~793~S
25047~50008~A~54475~~~~~~mg/g~~~03-jul-2002 00:00:00~~11.4~S
25048~50008~A~52190~~~~~~mg/g~~~03-jul-2002 00:00:00~~3.7~S
25049~50008~A~55716~~~~~~mg/g~~~03-jul-2002 00:00:00~~2.6~S
25050~50008~E~56052~~~~~~~~~03-jul-2002 00:00:00~~~S
25051~50008~E~52416~~~~~~~~~03-jul-2002 00:00:00~~~S
25052~50008~E~59831~~~~~~~~~03-jul-2002 00:00:00~~~S
25053~50008~E~93224~~~~~~~~~03-jul-2002 00:00:00~11-oct-1994 00:00:00~~S
26556~50136~A~100360~~~~~~microgram~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~3.7~S
26557~50136~A~59168~~~~~~mg~((ext))~~03-jul-2002 00:00:00~09-feb-2006 11:20:01~3.45~S
26558~50136~A~55083~~~~~~mg~~~03-jul-2002 00:00:00~~60~S
26559~50136~A~52037~~~~~~USP Unit~~~03-jul-2002 00:00:00~09-feb-2006 11:23:39~2650~S
26560~50136~E~53790~~~~~~mg~~~03-jul-2002 00:00:00~09-feb-2006 10:20:36~~S
26561~50136~E~52543~~~~~~mg~~~03-jul-2002 00:00:00~09-feb-2006 10:21:08~~S
26563~50136~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~09-feb-2006 11:11:47~~S
27580~50244~A~53800~~~~~~mg/g~~~03-jul-2002 00:00:00~~440~S
27581~50244~A~68854~~~~~~mg/g~~~03-jul-2002 00:00:00~21-may-1992 00:00:00~480~S
27582~50244~E~58054~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-2005 10:34:44~~S
27583~50244~E~54388~~~~~~mg/g~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
27834~50298~A~94523~~~~~~MBq/mL~~~03-jul-2002 00:00:00~~37~S
27835~50298~E~56582~~~~~~QS~to 1 mL~~03-jul-2002 00:00:00~12-jan-2005 11:09:00~~S
27836~50298~E~55148~~~~~~microgram/mL~~~03-jul-2002 00:00:00~12-jan-2005 11:09:00~~S
27837~50298~E~55775~~~~~~QS~to adjust pH~~03-jul-2002 00:00:00~13-jan-2005 12:26:52~~S
31300~50800~A~104673~~~~~~mg~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~8~S
31301~50800~E~54252~~~~~~mg~Other countries of origin:  Germany, the Netherlands, Belgium, France, Canada, New Zealand and Australia.~~03-jul-2002 00:00:00~06-sep-2005 12:12:14~~S
31302~50800~E~53729~~~~~~mg~~~03-jul-2002 00:00:00~28-feb-2005 15:04:48~~S
31303~50800~E~55950~~~~~~mg~~~03-jul-2002 00:00:00~28-feb-2005 15:04:49~~S
31304~50800~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~28-feb-2005 15:04:49~~S
31305~50800~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~28-feb-2005 15:04:49~~S
31306~50800~E~76094~~~~~~mg~~~03-jul-2002 00:00:00~28-feb-2005 15:04:49~~S
31531~50831~A~53975~~~~~~mg/mL~~~03-jul-2002 00:00:00~~60~S
31532~50831~E~68776~~~~~~microgram/mL~~~03-jul-2002 00:00:00~27-mar-2007 13:03:32~~S
31533~50831~E~93224~~~~~~QS~~~03-jul-2002 00:00:00~27-mar-2007 13:03:32~~S
31534~50832~A~53975~~~~~~mg/mL~~~03-jul-2002 00:00:00~~30~S
31535~50832~E~93224~~~~~~QS~~~03-jul-2002 00:00:00~27-mar-2007 13:03:07~~S
31536~50832~E~68776~~~~~~mg/mL~~~03-jul-2002 00:00:00~27-mar-2007 13:03:07~~S
31557~50838~A~54713~~~~~~mg/mL~~~03-jul-2002 00:00:00~20-nov-1992 00:00:00~5~S
31558~50838~E~104590~~~~~~~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
31559~50838~E~52877~~~~~~~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
31560~50838~E~55549~~~~~~~~~03-jul-2002 00:00:00~~~S
31561~50838~E~53994~~~~~~~~~03-jul-2002 00:00:00~~~S
31562~50838~E~56582~~~~~~~~~03-jul-2002 00:00:00~~~S
31570~50841~A~52746~~~~~~mg/mL~~~03-jul-2002 00:00:00~20-nov-1992 00:00:00~.5~S
31571~50841~E~55549~~~~~~mg/mL~~~03-jul-2002 00:00:00~08-aug-2005 14:42:08~~S
31572~50841~E~53994~~~~~~mg/mL~~~03-jul-2002 00:00:00~08-aug-2005 14:42:08~~S
31573~50841~E~57991~~~~~~mg/mL~~~03-jul-2002 00:00:00~08-aug-2005 14:42:08~~S
31574~50841~E~55820~~~~~~QS~~~03-jul-2002 00:00:00~08-aug-2005 14:42:08~~S
31575~50841~E~56582~~~~~~QS~~~03-jul-2002 00:00:00~08-aug-2005 14:42:08~~S
32052~50897~A~52746~~~~~~mg/mL~~~03-jul-2002 00:00:00~~5~S
32053~50897~A~53462~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~25-oct-2004 15:26:26~736~S
32205~50924~A~56455~~~~~~mg/g~~~03-jul-2002 00:00:00~17-jul-1991 00:00:00~50~S
32206~50924~A~53177~~~~~~mg/g~~~03-jul-2002 00:00:00~17-jul-1991 00:00:00~5~S
32207~50924~E~56423~~~~~~~~~03-jul-2002 00:00:00~~~S
32208~50924~E~54690~~~~~~~~~03-jul-2002 00:00:00~~~S
32209~50924~E~56076~~~~~~~~~03-jul-2002 00:00:00~~~S
32210~50924~E~57893~~~~~~~~~03-jul-2002 00:00:00~~~S
32211~50924~E~73811~~~~~~~~~03-jul-2002 00:00:00~~~S
32212~50924~E~52417~~~~~~~~~03-jul-2002 00:00:00~~~S
32906~51031~A~53124~~~~~~mg/g~~~03-jul-2002 00:00:00~~10000~S
32907~51031~A~94796~~~~~~mg/g~~~03-jul-2002 00:00:00~~300~S
32908~51031~A~56183~~~~~~mg/g~~~03-jul-2002 00:00:00~~50~S
32909~51031~E~52577~~~~~~~~~03-jul-2002 00:00:00~~~S
34201~51192~A~55797~~~~~~mg/mL~~~03-jul-2002 00:00:00~~88~S
34202~51192~E~55987~~~~~~~~~03-jul-2002 00:00:00~~~S
34203~51192~E~55846~~~~~~~~~03-jul-2002 00:00:00~20-nov-1992 00:00:00~~S
34204~51192~E~93224~~~~~~~~~03-jul-2002 00:00:00~23-mar-1994 00:00:00~~S
35312~51297~A~52746~~~~~~mg/mL~~~03-jul-2002 00:00:00~~40~S
35313~51297~E~55355~~~~~~mg/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35314~51297~E~99595~~~~~~mg/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35315~51297~E~59639~~~~~~mg/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35316~51297~E~53800~~~~~~mg/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35317~51297~E~53462~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35318~51297~E~52639~~~~~~microgram/mL~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35319~51297~E~93224~~~~~~QS~~~03-jul-2002 00:00:00~27-nov-2007 15:58:14~~S
35584~51322~A~96329~~~~~~mg/mL~~~03-jul-2002 00:00:00~09-aug-1995 00:00:00~50~S
35585~51322~E~93224~~~~~~mL/mL~~~03-jul-2002 00:00:00~30-jun-2005 16:49:06~~S
35586~51322~E~53462~~~~~~mL/mL~~~03-jul-2002 00:00:00~30-jun-2005 16:50:13~~S
35588~51322~E~225~~~~~~mg/mL~~~03-jul-2002 00:00:00~30-jun-2005 16:51:44~~PI
35630~51328~A~54394~~~~~~mg/g~~~03-jul-2002 00:00:00~05-jun-1991 00:00:00~446~S
35631~51328~A~56051~~~~~~mg/g~~~03-jul-2002 00:00:00~05-jun-1991 00:00:00~200~S
35632~51328~A~55775~~~~~~mg/g~~~03-jul-2002 00:00:00~05-jun-1991 00:00:00~180~S
35633~51328~E~55987~~~~~~~~~03-jul-2002 00:00:00~05-jun-1991 00:00:00~~S
35634~51328~E~645~~~~~~~~~03-jul-2002 00:00:00~17-may-1995 00:00:00~~PI
36521~51410~A~59392~~~~~~mg~~~03-jul-2002 00:00:00~~33.3~S
36522~51410~A~59393~~~~~~mg~~~03-jul-2002 00:00:00~~3.3~S
36523~51410~A~93265~~~~~~IU~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~8.3~S
36524~51410~A~52224~~~~~~mg~~~03-jul-2002 00:00:00~~8~S
36525~51410~A~55594~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36526~51410~A~54854~~~~~~mg~~~03-jul-2002 00:00:00~~2.6~S
36527~51410~A~55660~~~~~~mg~~~03-jul-2002 00:00:00~~.2~S
36528~51410~A~94214~~~~~~mg~~~03-jul-2002 00:00:00~~33.3~S
36529~51410~A~94213~~~~~~mg~~~03-jul-2002 00:00:00~~6.6~S
36530~51410~A~59997~~~~~~~~~03-jul-2002 00:00:00~~~S
36531~51410~A~79258~~~~~~mg~~~03-jul-2002 00:00:00~~16.6~S
36532~51410~A~95562~~~~~~~~~03-jul-2002 00:00:00~06-dec-1994 00:00:00~~S
36533~51410~E~55957~~~~~~~~~03-jul-2002 00:00:00~~~S
36534~51410~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
36535~51410~E~58409~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
36536~51410~E~55111~~~~~~~~~03-jul-2002 00:00:00~~~S
36538~51410~E~79258~~~~~~~~~03-jul-2002 00:00:00~~~S
36539~51410~E~93242~~~~~~~~~03-jul-2002 00:00:00~~~S
36580~51416~A~52358~~~~~~mg~~~03-jul-2002 00:00:00~~275~S
36581~51416~A~55165~~~~~~mg~~~03-jul-2002 00:00:00~~130~S
36582~51416~A~55083~~~~~~mg~~~03-jul-2002 00:00:00~~10~S
36583~51416~A~62606~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36584~51416~A~55658~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36585~51416~A~55111~~~~~~mg~~~03-jul-2002 00:00:00~~3~S
36586~51416~A~54335~~~~~~mg~~~03-jul-2002 00:00:00~~2~S
36587~51416~E~52687~~~~~~~~~03-jul-2002 00:00:00~~~S
36588~51416~E~58409~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
36589~51416~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
36591~51416~E~52543~~~~~~~~~03-jul-2002 00:00:00~~~S
36592~51417~A~55927~~~~~~mg~~~03-jul-2002 00:00:00~~75~S
36593~51417~A~55691~~~~~~mg~~~03-jul-2002 00:00:00~~113~S
36594~51417~A~59871~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
36595~51417~A~56419~~~~~~mg~~~03-jul-2002 00:00:00~~50~S
36596~51417~A~52224~~~~~~mg~~~03-jul-2002 00:00:00~~45~S
36597~51417~A~61598~~~~~~~~~03-jul-2002 00:00:00~~~S
36598~51417~A~69280~~~~~~~~~03-jul-2002 00:00:00~~~S
36599~51417~A~54062~~~~~~mg~~~03-jul-2002 00:00:00~~32.5~S
36600~51417~A~54397~~~~~~~~~03-jul-2002 00:00:00~~~S
36601~51417~A~54851~~~~~~mg~~~03-jul-2002 00:00:00~~25~S
36602~51417~A~54333~~~~~~mg~~~03-jul-2002 00:00:00~~22.5~S
36603~51417~A~93309~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
36604~51417~A~52097~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
36605~51417~A~52558~~~~~~mg~~~03-jul-2002 00:00:00~~6~S
36606~51417~A~55594~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36607~51417~A~56145~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36608~51417~A~93265~~~~~~IU~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~5~S
36609~51417~A~55660~~~~~~mg~~~03-jul-2002 00:00:00~~5~S
36610~51417~A~62080~~~~~~~~~03-jul-2002 00:00:00~~~S
36611~51417~A~89443~~~~~~~~~03-jul-2002 00:00:00~~~S
36612~51417~A~66368~~~~~~~~~03-jul-2002 00:00:00~~~S
36613~51417~A~55075~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
36614~51417~A~59360~~~~~~~~~03-jul-2002 00:00:00~~~S
36615~51417~A~94810~~~~~~~~~03-jul-2002 00:00:00~~~S
36616~51417~A~53030~~~~~~microgram~~~03-jul-2002 00:00:00~~5~S
36617~51417~A~53698~~~~~~microgram~~~03-jul-2002 00:00:00~~200~S
36618~51417~A~52985~~~~~~~~~03-jul-2002 00:00:00~~~S
36619~51417~A~55438~~~~~~~~~03-jul-2002 00:00:00~~~S
36620~51417~A~55445~~~~~~~~~03-jul-2002 00:00:00~~~S
36621~51417~A~100514~~~~~~~~~03-jul-2002 00:00:00~17-nov-1998 00:00:00~~S
36622~51417~A~52037~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
36623~51417~E~56418~~~~~~~~~03-jul-2002 00:00:00~~~S
36624~51417~E~72204~~~~~~~~~03-jul-2002 00:00:00~~~S
36625~51417~E~79258~~~~~~~~~03-jul-2002 00:00:00~~~S
36626~51417~E~60015~~~~~~~~~03-jul-2002 00:00:00~~~S
36661~51420~A~66128~~~~~~mg~((desiccated))~~03-jul-2002 00:00:00~~75~S
36662~51420~A~55075~~~~~~mg~~~03-jul-2002 00:00:00~~800~S
36663~51420~A~55083~~~~~~mg~~~03-jul-2002 00:00:00~~50~S
36664~51420~A~55165~~~~~~mg~~~03-jul-2002 00:00:00~~125~S
36665~51420~A~52037~~~~~~mg~~~03-jul-2002 00:00:00~~50~S
36666~51420~E~52543~~~~~~~~~03-jul-2002 00:00:00~~~S
36667~51420~E~52637~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
36668~51420~E~58409~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
36669~51420~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
36670~51420~E~55957~~~~~~~~~03-jul-2002 00:00:00~~~S
36671~51421~A~54851~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
36672~51421~A~52802~~~~~~mg~~~03-jul-2002 00:00:00~~50~S
36673~51421~A~54062~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
36674~51421~A~79258~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
36675~51421~A~68000~~~~~~mg~((desiccated))~~03-jul-2002 00:00:00~16-jun-1994 00:00:00~100~S
36676~51421~A~52558~~~~~~mg~~~03-jul-2002 00:00:00~~30~S
36677~51421~A~52097~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
36678~51421~A~55685~~~~~~mg~~~03-jul-2002 00:00:00~~20~S
36679~51421~A~55594~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
36680~51421~A~53030~~~~~~microgram~~~03-jul-2002 00:00:00~~15~S
36681~51421~A~55660~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
36682~51421~A~56145~~~~~~mg~~~03-jul-2002 00:00:00~~15~S
36683~51421~A~52378~~~~~~microgram~~~03-jul-2002 00:00:00~~200~S
36684~51421~A~53698~~~~~~microgram~~~03-jul-2002 00:00:00~~200~S
36685~51421~E~55957~~~~~~~~~03-jul-2002 00:00:00~~~S
36686~51421~E~54400~~~~~~~~~03-jul-2002 00:00:00~~~S
36687~51421~E~58409~~~~~~~~~03-jul-2002 00:00:00~~~S
36688~51421~E~66408~~~~~~~~~03-jul-2002 00:00:00~~~S
36689~51421~E~52543~~~~~~~~~03-jul-2002 00:00:00~~~S
36690~51421~E~77698~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
37042~51456~A~66464~~~~~~mg/mL~~~03-jul-2002 00:00:00~~60~S
37668~51525~A~51998~~~~~~mg/g~~~03-jul-2002 00:00:00~~.5~S
37669~51525~E~55549~~~~~~~~~03-jul-2002 00:00:00~~~S
37670~51525~E~52762~~~~~~~~~03-jul-2002 00:00:00~~~S
37671~51525~E~104590~~~~~~~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
37672~51525~E~55287~~~~~~~~~03-jul-2002 00:00:00~~~S
37673~51525~E~94735~~~~~~~~~03-jul-2002 00:00:00~17-feb-1992 00:00:00~~S
37674~51525~E~53806~~~~~~~~~03-jul-2002 00:00:00~22-jun-1995 00:00:00~~S
37675~51525~E~57963~~~~~~~~~03-jul-2002 00:00:00~19-jan-1993 00:00:00~~S
37676~51525~E~93245~~~~~~~~~03-jul-2002 00:00:00~17-feb-1992 00:00:00~~S
37677~51525~E~55820~~~~~~~~~03-jul-2002 00:00:00~~~S
37678~51525~E~93224~~~~~~~~~03-jul-2002 00:00:00~11-oct-1994 00:00:00~~S
37679~51525~E~94276~~~~~~~~~03-jul-2002 00:00:00~16-nov-1992 00:00:00~~S
38166~51586~A~56049~~~~~~mg/g~~~03-jul-2002 00:00:00~~10~S
38167~51586~E~54278~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:17:05~~S
38168~51586~E~57963~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:17:31~~S
38169~51586~E~100371~~~~~~mg/g~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
38170~51586~E~93245~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:18:31~~S
38171~51586~E~68471~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:19:01~~S
38172~51586~E~70691~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:19:18~~S
38173~51586~E~55957~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:21:28~~S
38174~51586~E~55950~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:22:16~~S
38175~51586~E~57948~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:22:44~~S
38176~51586~E~62384~~~~~~mg/g~~~03-jul-2002 00:00:00~17-aug-2006 14:08:18~~S
38177~51586~E~54250~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:23:41~~S
38178~51586~E~54644~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:24:07~~S
38179~51586~E~59564~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:24:30~~S
38180~51586~E~95135~~~~~~mg/g~~~03-jul-2002 00:00:00~27-jun-2006 15:24:53~~S
39122~51685~A~53580~~~~~~mL/mL~~~03-jul-2002 00:00:00~28-sep-1994 00:00:00~1~S
39146~51691~A~55771~~~~~~g~~~03-jul-2002 00:00:00~~30~S
39147~51691~E~100999~~~~~~mL~~~03-jul-2002 00:00:00~17-aug-2005 16:10:11~~S
39148~51692~A~55771~~~~~~g~~~03-jul-2002 00:00:00~~15~S
39149~51692~E~100999~~~~~~mL~~~03-jul-2002 00:00:00~17-aug-2005 16:09:40~~S
39676~51768~A~53075~~~~~~mg~~~03-jul-2002 00:00:00~~100~S
39677~51768~E~79271~~~~~~mg~~~03-jul-2002 00:00:00~27-jan-2005 11:17:40~~S
39678~51768~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~27-jan-2005 11:17:40~~S
39679~51768~E~55886~~~~~~mg~~~03-jul-2002 00:00:00~27-jan-2005 11:17:40~~S
39680~51768~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~27-jan-2005 11:17:40~~S
41767~51991~A~55775~~~~~~g/L~~~03-jul-2002 00:00:00~07-feb-1994 00:00:00~50~S
41768~51991~E~53328~~~~~~~~~03-jul-2002 00:00:00~~~S
41769~51991~E~52622~~~~~~~~~03-jul-2002 00:00:00~~~S
41770~51991~E~56582~~~~~~~~~03-jul-2002 00:00:00~~~S
42189~52031~A~54690~~~~~~mg/cm2~~~03-jul-2002 00:00:00~15-aug-2000 00:00:00~1.32~S
42190~52031~A~54475~~~~~~mg/cm2~~~03-jul-2002 00:00:00~15-aug-2000 00:00:00~1.2~S
42191~52031~A~52577~~~~~~microgram/cm2~~~03-jul-2002 00:00:00~15-aug-2000 00:00:00~260~S
42192~52031~A~53813~~~~~~microgram/cm2~~~03-jul-2002 00:00:00~15-aug-2000 00:00:00~200~S
42193~52031~A~56183~~~~~~microgram/cm2~~~03-jul-2002 00:00:00~15-aug-2000 00:00:00~168~S
42194~52031~A~93271~~~~~~microgram/cm2~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~24~S
42329~52045~A~55700~~~~~~mg/mL~~~03-jul-2002 00:00:00~28-aug-1992 00:00:00~20~S
42330~52045~E~93224~~~~~~~~~03-jul-2002 00:00:00~11-oct-1994 00:00:00~~S
42331~52045~E~90832~~~~~~~~~03-jul-2002 00:00:00~28-aug-1992 00:00:00~~S
42332~52045~E~89310~~~~~~~~~03-jul-2002 00:00:00~28-aug-1992 00:00:00~~S
42333~52045~E~90081~~~~~~~~~03-jul-2002 00:00:00~~~S
42334~52045~E~89490~~~~~~~~~03-jul-2002 00:00:00~28-aug-1992 00:00:00~~S
42335~52045~E~52323~~~~~~~~~03-jul-2002 00:00:00~28-aug-1992 00:00:00~~S
42336~52045~E~55795~~~~~~~~~03-jul-2002 00:00:00~~~S
42337~52045~E~59243~~~~~~~~~03-jul-2002 00:00:00~30-mar-2016 00:00:00~~S
42338~52045~E~67391~~~~~~~~~03-jul-2002 00:00:00~~~S
43060~52149~A~68799~~~~~~mg~~~03-jul-2002 00:00:00~~10~S
43326~52177~A~55216~~~~~~mg/mL~~~03-jul-2002 00:00:00~~50~S
43327~52177~E~52033~~~~~~QS~(QS to 1mL)~~03-jul-2002 00:00:00~07-oct-2004 15:54:41~~S
44273~52320~A~94518~~~~~~kBq~~~03-jul-2002 00:00:00~24-jan-1994 00:00:00~18.5~S
44274~52320~E~52323~~~~~~mL~~~03-jul-2002 00:00:00~23-may-2005 09:11:36~~S
44275~52320~E~54252~~~~~~mg~~~03-jul-2002 00:00:00~23-may-2005 09:12:37~~S
44276~52320~E~53757~~~~~~% w/w~~~03-jul-2002 00:00:00~09-jun-2005 11:17:24~~S
44277~52320~E~55624~~~~~~% w/w~~~03-jul-2002 00:00:00~09-jun-2005 11:17:44~~S
44278~52320~E~53441~~~~~~% w/w~~~03-jul-2002 00:00:00~09-jun-2005 11:18:01~~S
44901~52403~A~53963~~~~~~mg/g~~~03-jul-2002 00:00:00~21-aug-1992 00:00:00~5~S
44902~52403~E~55091~~~~~~~~~03-jul-2002 00:00:00~~~S
44903~52403~E~94735~~~~~~~~~03-jul-2002 00:00:00~~~S
44904~52403~E~57963~~~~~~~~~03-jul-2002 00:00:00~~~S
44905~52403~E~93245~~~~~~~~~03-jul-2002 00:00:00~~~S
44906~52403~E~52762~~~~~~~~~03-jul-2002 00:00:00~~~S
44907~52403~E~93224~~~~~~~~~03-jul-2002 00:00:00~11-oct-1994 00:00:00~~S
45212~52444~A~53166~~~~~~mg/g~~~03-jul-2002 00:00:00~~1.5~S
45213~52444~A~54644~~~~~~mg/g~~~03-jul-2002 00:00:00~23-oct-1992 00:00:00~2~S
45214~52444~E~93245~~~~~~~~~03-jul-2002 00:00:00~~~S
45215~52444~E~52661~~~~~~~~~03-jul-2002 00:00:00~~~S
45216~52444~E~54644~~~~~~~~~03-jul-2002 00:00:00~~~S
45218~52444~E~55754~~~~~~~~~03-jul-2002 00:00:00~~~S
45219~52444~E~56582~~~~~~~~~03-jul-2002 00:00:00~~~S
45301~52459~A~53808~~~~~~microgram~~~03-jul-2002 00:00:00~~600~S
45302~52459~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~18-aug-2004 15:40:05~~S
45303~52459~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~18-aug-2004 15:40:05~~S
45304~52459~E~55955~~~~~~mg~~~03-jul-2002 00:00:00~18-aug-2004 15:40:05~~S
