DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
87299,02387409,auro-ramipril,ramipril,capsule,oral,approved,24.08.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87300,02387417,auro-ramipril,ramipril,capsule,oral,approved,24.08.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87301,02387425,targin,naloxone hydrochloride; oxycodone hydrochloride,tablet,oral,approved,06.06.2012,approved,purdue pharma,2012,purdue,small molecule,HealthCanada
87302,02387433,yaz plus,ethinyl estradiol; levomefolate calcium; drospirenone,tablet,oral,approved,06.06.2012,approved,bayer inc,2012,bayer,small molecule,HealthCanada
87315,02387549,calcium chloride for haemodialysis,calcium chloride,powder,haemodialysis,marketed,26.03.2013,approved,chief medical supplies ltd,2013,chief medical supplies,small molecule,HealthCanada
87316,02387557,triple age repair moisturizer,octisalate; homosalate; octocrylene; avobenzone,cream,topical,marketed,12.01.2015,approved,johnson & johnson inc,2015,johnson & johnson,small molecule,HealthCanada
87328,02387697,"flu, cough & cold complete day and night",dextromethorphan hydrobromide; diphenhydramine hydrochloride; pseudoephedrine hydrochloride; guaifenesin; acetaminophen,kit; tablet,oral,marketed,03.07.2012,approved,vita health products inc,2012,vita health,small molecule,HealthCanada
87331,02387727,mylan-nevirapine,nevirapine,tablet,oral,approved,20.06.2012,approved,mylan pharmaceuticals ulc,2012,mylan,small molecule,HealthCanada
87332,02387735,dysport aesthetic,abobotulinumtoxina,powder,intramuscular,approved,12.06.2012,approved,ipsen biopharmaceuticals canada inc,2012,ipsen,biologics,HealthCanada
87333,02387743,dexamethasone omega unidose,dexamethasone phosphate (dexamethasone sodium phosphate),solution,intrasynovial; intramuscular; intravenous,marketed,08.05.2013,approved,omega laboratories limited,2013,omega,small molecule,HealthCanada
87334,02387751,latuda,lurasidone hydrochloride,tablet,oral,approved,13.06.2012,approved,"sumitomo pharma canada, inc.",2012,sumitomo,small molecule,HealthCanada
87335,02387778,latuda,lurasidone hydrochloride,tablet,oral,approved,13.06.2012,approved,"sumitomo pharma canada, inc.",2012,sumitomo,small molecule,HealthCanada
87336,02387786,latuda,lurasidone hydrochloride,tablet,oral,approved,13.06.2012,approved,"sumitomo pharma canada, inc.",2012,sumitomo,small molecule,HealthCanada
87337,02387794,ach-quetiapine,quetiapine (quetiapine fumarate),tablet,oral,approved,20.06.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87338,02387808,ach-quetiapine,quetiapine (quetiapine fumarate),tablet,oral,approved,20.06.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87339,02387816,ach-quetiapine,quetiapine (quetiapine fumarate),tablet,oral,approved,20.06.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87340,02387824,ach-quetiapine,quetiapine (quetiapine fumarate),tablet,oral,approved,20.06.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87341,02387832,ach-quetiapine,quetiapine (quetiapine fumarate),tablet,oral,approved,20.06.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87345,02387875,alysena 21,ethinyl estradiol; levonorgestrel,tablet,oral,approved,20.06.2012,approved,apotex inc,2012,apotex,small molecule,HealthCanada
87346,02387883,alysena 28,levonorgestrel; ethinyl estradiol,tablet,oral,approved,20.06.2012,approved,apotex inc,2012,apotex,small molecule,HealthCanada
87351,02387948,citalopram,citalopram (citalopram hydrobromide),tablet,oral,marketed,14.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87352,02387956,citalopram,citalopram (citalopram hydrobromide),tablet,oral,marketed,14.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87353,02387964,citalopram,citalopram (citalopram hydrobromide),tablet,oral,marketed,14.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87357,02388006,jakavi,ruxolitinib (ruxolitinib phosphate),tablet,oral,approved,19.06.2012,approved,novartis pharmaceuticals canada inc,2012,novartis,small molecule,HealthCanada
87358,02388014,jakavi,ruxolitinib (ruxolitinib phosphate),tablet,oral,approved,19.06.2012,approved,novartis pharmaceuticals canada inc,2012,novartis,small molecule,HealthCanada
87359,02388022,jakavi,ruxolitinib (ruxolitinib phosphate),tablet,oral,approved,19.06.2012,approved,novartis pharmaceuticals canada inc,2012,novartis,small molecule,HealthCanada
87360,02388030,cold + sinus daytime cold + sinus nighttime,pseudoephedrine hydrochloride; ibuprofen; chlorpheniramine maleate,tablet; kit,oral,approved,04.11.2011,approved,vita health products inc,2011,vita health,small molecule,HealthCanada
87363,02388065,teva-clopidogrel,clopidogrel (clopidogrel bisulfate),tablet,oral,approved,22.06.2012,approved,teva canada limited,2012,teva,small molecule,HealthCanada
87364,02388073,auro-amoxicillin,amoxicillin (amoxicillin trihydrate),capsule,oral,approved,27.06.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87365,02388081,auro-amoxicillin,amoxicillin (amoxicillin trihydrate),capsule,oral,approved,27.06.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87370,02388154,sunscreen oil spray,octocrylene; homosalate; avobenzone; octisalate,spray,topical,marketed,01.01.2013,approved,"edgewell personal care canada, ulc",2013,edgewell,small molecule,HealthCanada
87374,02388197,taro-tramadol/acet,tramadol hydrochloride; acetaminophen,tablet,oral,approved,04.09.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
87375,02388200,gabapentin,gabapentin,tablet,oral,marketed,26.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87376,02388219,gabapentin,gabapentin,tablet,oral,marketed,26.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87377,02388227,paroxetine,paroxetine (paroxetine hydrochloride),tablet,oral,marketed,26.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87378,02388235,paroxetine,paroxetine (paroxetine hydrochloride),tablet,oral,marketed,26.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87379,02388243,paroxetine,paroxetine (paroxetine hydrochloride),tablet,oral,marketed,26.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87385,02388308,jamp-acet-tramadol,tramadol hydrochloride; acetaminophen,tablet,oral,approved,04.09.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87386,02388324,mar-tramadol/acet,acetaminophen; tramadol hydrochloride,tablet,oral,approved,04.09.2012,approved,marcan pharmaceuticals inc,2012,marcan,small molecule,HealthCanada
87397,02388448,fluconazole injection sdz,fluconazole,solution,intravenous,approved,22.06.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87402,02388499,enalaprilat injection usp,enalaprilat,solution,intravenous,approved,22.06.2012,approved,hikma canada limited,2012,hikma,small molecule,HealthCanada
87405,02388529,riva-clopidogrel,clopidogrel (clopidogrel bisulfate),tablet,oral,approved,27.06.2012,approved,laboratoire riva inc.,2012,riva,small molecule,HealthCanada
87406,02388537,cold and sinus relief combo,acetaminophen; pseudoephedrine hydrochloride; doxylamine succinate,kit; tablet,oral,marketed,24.06.2013,approved,vita health products inc,2013,vita health,small molecule,HealthCanada
87407,02388545,auro-alendronate,alendronic acid (alendronate sodium),tablet,oral,approved,29.06.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87408,02388553,auro-alendronate,alendronic acid (alendronate sodium),tablet,oral,approved,29.06.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87415,02388642,cepacol sensations sore throat & cough,amylmetacresol; menthol; dichlorobenzyl alcohol,lozenge,oral,marketed,04.09.2012,approved,rb health (canada) inc.,2012,rb,small molecule,HealthCanada
87423,02388707,candesartan,candesartan cilexetil,tablet,oral,marketed,11.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87424,02388715,candesartan,candesartan cilexetil,tablet,oral,marketed,11.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87428,02388766,mint-metformin,metformin hydrochloride,tablet,oral,approved,29.06.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87429,02388774,mint-metformin,metformin hydrochloride,tablet,oral,approved,29.06.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87438,02388839,januvia,sitagliptin (sitagliptin phosphate monohydrate),tablet,oral,approved,17.08.2012,approved,merck canada inc,2012,merck,small molecule,HealthCanada
87439,02388847,januvia,sitagliptin (sitagliptin phosphate monohydrate),tablet,oral,approved,17.08.2012,approved,merck canada inc,2012,merck,small molecule,HealthCanada
87441,02388863,losartan,losartan potassium,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87442,02388871,losartan,losartan potassium,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87443,02388898,losartan,losartan potassium,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87444,02388901,candesartan,candesartan cilexetil,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87445,02388928,candesartan,candesartan cilexetil,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87446,02388936,candesartan,candesartan cilexetil,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87447,02388944,telmisartan,telmisartan,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87448,02388952,telmisartan,telmisartan,tablet,oral,approved,18.07.2012,approved,sanis health inc,2012,sanis,small molecule,HealthCanada
87467,02389169,komboglyze,metformin hydrochloride; saxagliptin (saxagliptin hydrochloride),tablet,oral,marketed,26.04.2013,approved,astrazeneca canada inc,2013,astrazeneca,small molecule,HealthCanada
87468,02389177,komboglyze,saxagliptin (saxagliptin hydrochloride); metformin hydrochloride,tablet,oral,marketed,26.04.2013,approved,astrazeneca canada inc,2013,astrazeneca,small molecule,HealthCanada
87469,02389185,komboglyze,metformin hydrochloride; saxagliptin (saxagliptin hydrochloride),tablet,oral,marketed,26.04.2013,approved,astrazeneca canada inc,2013,astrazeneca,small molecule,HealthCanada
87472,02389215,stomach relief chewable tablets,calcium carbonate; bismuth subsalicylate,tablet,oral,marketed,20.11.2013,approved,guardian drug company inc,2013,guardian,small molecule,HealthCanada
87478,02389282,decapeptyl,triptorelin acetate,solution,subcutaneous,approved,05.07.2012,approved,ferring inc,2012,ferring,peptides and proteins,HealthCanada
87497,02389460,topiramate,topiramate,tablet,oral,marketed,20.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87499,02389487,topiramate,topiramate,tablet,oral,marketed,20.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87502,02389517,spc-montelukast,montelukast (montelukast sodium),tablet,oral,approved,23.10.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
87512,02389622,teva-tobramycin,tobramycin (tobramycin sulfate),solution,inhalation,approved,11.07.2012,approved,teva canada limited,2012,teva,small molecule,HealthCanada
87513,02389630,inlyta,axitinib,tablet,oral,approved,12.07.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
87514,02389649,inlyta,axitinib,tablet,oral,approved,12.07.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
87515,02389657,mint-losartan/hctz,hydrochlorothiazide; losartan potassium,tablet,oral,approved,27.07.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87516,02389665,mint-losartan/hctz,losartan potassium; hydrochlorothiazide,tablet,oral,approved,27.07.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87517,02389673,mint-losartan/hctz ds,losartan potassium; hydrochlorothiazide,tablet,oral,approved,27.07.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87518,02389681,firmarine day cream spf 30 crème de jour spf 30,octinoxate; avobenzone; octisalate,cream,topical,marketed,01.09.2012,approved,erno laszlo,2012,erno laszlo,small molecule,HealthCanada
87519,02389703,pravastatin,pravastatin sodium,tablet,oral,marketed,23.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87521,02389738,pravastatin,pravastatin sodium,tablet,oral,marketed,23.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87522,02389746,pravastatin,pravastatin sodium,tablet,oral,marketed,23.07.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87524,02389762,teva-efavirenz,efavirenz,tablet,oral,approved,30.07.2013,approved,teva canada limited,2013,teva,small molecule,HealthCanada
87528,02389800,mint-tramadol/acet,tramadol hydrochloride; acetaminophen,tablet,oral,approved,04.09.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87529,02389819,ach-temozolomide,temozolomide,capsule,oral,marketed,25.07.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87530,02389827,ach-temozolomide,temozolomide,capsule,oral,marketed,25.07.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87531,02389835,ach-temozolomide,temozolomide,capsule,oral,marketed,25.07.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87533,02389851,ach-temozolomide,temozolomide,capsule,oral,marketed,25.07.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
87534,02389878,mint-finasteride,finasteride,tablet,oral,approved,25.07.2012,approved,mint pharmaceuticals inc,2012,mint,small molecule,HealthCanada
87535,02389886,dry eye tears,glycerine; hypromellose,solution,ophthalmic,marketed,12.02.2014,approved,juno otc inc,2014,juno,other,HealthCanada
87537,02389908,infants' tylenol fever & sore throat pain,acetaminophen,drops,oral,approved,17.07.2012,approved,mcneil consumer healthcare division of johnson & johnson inc,2012,johnson & johnson,small molecule,HealthCanada
87539,02389924,children's tylenol fever & sore throat pain,acetaminophen,suspension,oral,approved,17.07.2012,approved,mcneil consumer healthcare division of johnson & johnson inc,2012,johnson & johnson,small molecule,HealthCanada
87541,02389940,jamp telmisartan-hct,telmisartan; hydrochlorothiazide,tablet,oral,approved,17.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87542,02389959,jamp telmisartan-hct,hydrochlorothiazide; telmisartan,tablet,oral,approved,17.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87544,02389975,tretten,catridecacog,powder,intravenous,approved,19.07.2012,approved,novo nordisk canada inc,2012,novo nordisk,peptides and proteins,HealthCanada
87545,02389983,ondissolve odf,ondansetron,film; soluble,oral,approved,31.07.2012,approved,takeda canada inc,2012,takeda,small molecule,HealthCanada
87546,02389991,ondissolve odf,ondansetron,film; soluble,oral,approved,31.07.2012,approved,takeda canada inc,2012,takeda,small molecule,HealthCanada
87560,02390140,jamp quetiapine fumarate,quetiapine (quetiapine fumarate),tablet,oral,approved,20.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87561,02390159,jamp quetiapine fumarate,quetiapine (quetiapine fumarate),tablet,oral,approved,20.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87562,02390167,jamp quetiapine fumarate,quetiapine (quetiapine fumarate),tablet,oral,approved,20.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
