DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
86711,02381311,posicaine n,articaine hydrochloride; epinephrine (epinephrine bitartrate),solution,block/infiltration,approved,30.03.2012,approved,novocol pharmaceutical of canada inc,2012,novocol,small molecule,HealthCanada
86712,02381338,posicaine sp,epinephrine (epinephrine bitartrate); articaine hydrochloride,solution,block/infiltration,approved,30.03.2012,approved,novocol pharmaceutical of canada inc,2012,novocol,small molecule,HealthCanada
86718,02381354,auro-lamotrigine,lamotrigine,tablet,oral,approved,13.03.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86719,02381362,auro-lamotrigine,lamotrigine,tablet,oral,approved,13.03.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86720,02381370,auro-lamotrigine,lamotrigine,tablet,oral,approved,12.03.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86721,02381389,edarbi,azilsartan medoxomil (azilsartan medoxomil potassium),tablet,oral,approved,08.03.2012,approved,"bausch health, canada inc.",2012,bausch,small molecule,HealthCanada
86722,02381397,edarbi,azilsartan medoxomil (azilsartan medoxomil potassium),tablet,oral,approved,08.03.2012,approved,"bausch health, canada inc.",2012,bausch,small molecule,HealthCanada
86732,02381478,ach-alendronate,alendronic acid (alendronate sodium),tablet,oral,approved,15.03.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86733,02381486,ach-alendronate,alendronic acid (alendronate sodium),tablet,oral,approved,15.03.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86734,02381494,ach-alendronate,alendronic acid (alendronate sodium),tablet,oral,approved,15.03.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86735,02381508,taro-donepezil,donepezil hydrochloride,tablet,oral,marketed,24.12.2013,approved,sun pharma canada inc,2013,sun,small molecule,HealthCanada
86736,02381516,taro-donepezil,donepezil hydrochloride,tablet,oral,marketed,24.12.2013,approved,sun pharma canada inc,2013,sun,small molecule,HealthCanada
86737,02381524,mylan-efavirenz,efavirenz,tablet,oral,approved,30.07.2013,approved,mylan pharmaceuticals ulc,2013,mylan,small molecule,HealthCanada
86754,02381680,cambia,diclofenac potassium,powder,oral,approved,14.03.2012,approved,aralez pharmaceuticals canada inc,2012,aralez,small molecule,HealthCanada
86756,02381702,act rizatriptan,rizatriptan (rizatriptan benzoate),tablet,oral,approved,30.03.2012,approved,teva canada limited,2012,teva,small molecule,HealthCanada
86757,02381710,aloxi,palonosetron (palonosetron hydrochloride),solution,intravenous,approved,14.03.2012,approved,knight therapeutics inc.,2012,knight,small molecule,HealthCanada
86761,02381753,moisture therapy lip balm spf 25,avobenzone; octinoxate,ointment,topical,approved,13.03.2012,approved,jack black llc,2012,jack black,small molecule,HealthCanada
86767,02381834,mineral oil usp,mineral oil,solution,oral,marketed,07.02.2013,approved,"vi-jon, llc",2013,vi-jon,other,HealthCanada
86768,02381842,tamiflu,oseltamivir (oseltamivir phosphate),powder,oral,approved,02.04.2012,approved,hoffmann-la roche limited,2012,hoffmann-la roche,small molecule,HealthCanada
86769,02381850,"bupivacaine hcl 0.5% and epinephrine 1:200,000 injection",epinephrine bitartrate; bupivacaine hydrochloride,solution,block/infiltration,approved,16.04.2012,approved,novocol pharmaceutical of canada inc,2012,novocol,small molecule,HealthCanada
86772,02381885,oralair,grass pollen allergen extract,tablet,sublingual,approved,15.03.2012,approved,stallergenes canada inc,2012,stallergenes,biologics,HealthCanada
86773,02381893,oralair,grass pollen allergen extract,tablet,sublingual,approved,15.03.2012,approved,stallergenes canada inc,2012,stallergenes,biologics,HealthCanada
86775,02381907,auro-ciprofloxacin,ciprofloxacin (ciprofloxacin hydrochloride),tablet,oral,approved,30.03.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86776,02381923,auro-ciprofloxacin,ciprofloxacin (ciprofloxacin hydrochloride),tablet,oral,approved,30.03.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86783,02381966,voriconazole for injection,voriconazole,powder,intravenous,approved,30.04.2014,approved,sandoz canada incorporated,2014,sandoz,small molecule,HealthCanada
86785,02381982,"doxorubicin injection, bp",doxorubicin hydrochloride,solution,intravesical; intravenous,approved,23.03.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86786,02381990,double-duty face moisturizer spf 20,avobenzone; octinoxate,lotion,topical,approved,15.03.2012,approved,jack black llc,2012,jack black,small molecule,HealthCanada
86791,02382040,soluprep swab,chlorhexidine gluconate; isopropyl alcohol,swab,topical,marketed,05.12.2012,approved,3m healthcare canada company limited,2012,3m,small molecule,HealthCanada
86796,02382091,teva-eletriptan,eletriptan (eletriptan hydrobromide),tablet,oral,approved,12.04.2013,approved,teva canada limited,2013,teva,small molecule,HealthCanada
86797,02382105,teva-eletriptan,eletriptan (eletriptan hydrobromide),tablet,oral,approved,12.04.2013,approved,teva canada limited,2013,teva,small molecule,HealthCanada
86799,02382113,soluprep applicator,isopropyl alcohol; chlorhexidine gluconate,solution,topical,marketed,17.01.2013,approved,3m healthcare canada company limited,2013,3m,small molecule,HealthCanada
86817,02382326,heparin sodium injection usp,heparin sodium,solution,subcutaneous; intravenous,marketed,01.03.2013,approved,pfizer canada ulc,2013,pfizer,peptides and proteins,HealthCanada
86819,02382342,midazolam injection usp,midazolam,solution,intravenous; intramuscular,approved,26.03.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
86821,02382350,midazolam injection usp,midazolam,solution,intramuscular; intravenous,approved,23.03.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
86822,02382377,midazolam injection usp,midazolam,solution,intramuscular; intravenous,approved,23.03.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
86823,02382385,midazolam injection usp,midazolam,solution,intramuscular; intravenous,approved,23.03.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
86829,02382458,montelukast,montelukast (montelukast sodium),tablet,oral,approved,22.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
86830,02382466,montelukast,montelukast (montelukast sodium),tablet,oral,approved,22.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
86831,02382474,montelukast,montelukast (montelukast sodium),tablet,oral,approved,22.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
86832,02382482,naloxone hydrochloride injection usp,naloxone hydrochloride (naloxone hydrochloride dihydrate),solution,intravenous; subcutaneous; intramuscular,approved,26.03.2012,approved,hikma canada limited,2012,hikma,small molecule,HealthCanada
86837,02382539,furosemide injection sdz,furosemide,solution,intramuscular; intravenous,approved,28.03.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
86844,02382628,monicure combo,miconazole nitrate; fluconazole,cream; capsule; kit,oral; topical,approved,05.04.2012,approved,"insight pharmaceuticals, llc",2012,insight,small molecule,HealthCanada
86845,02382636,hydromorphone hydrochloride injection usp,hydromorphone hydrochloride,solution,intravenous; subcutaneous; intramuscular,approved,28.03.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
86846,02382644,taro-rosuvastatin,rosuvastatin (rosuvastatin calcium),tablet,oral,approved,30.03.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
86847,02382652,taro-rosuvastatin,rosuvastatin (rosuvastatin calcium),tablet,oral,approved,30.03.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
86848,02382660,taro-rosuvastatin,rosuvastatin (rosuvastatin calcium),tablet,oral,approved,30.03.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
86849,02382679,taro-rosuvastatin,rosuvastatin (rosuvastatin calcium),tablet,oral,approved,30.03.2012,approved,sun pharma canada inc,2012,sun,small molecule,HealthCanada
86863,02382822,clindoxyl adv gel,benzoyl peroxide; clindamycin (clindamycin phosphate),gel,topical,approved,04.04.2012,approved,glaxosmithkline inc,2012,glaxosmithkline,small molecule,HealthCanada
86864,02382830,pms-memantine,memantine hydrochloride,tablet,oral,approved,04.04.2012,approved,pharmascience inc,2012,pharmascience,small molecule,HealthCanada
86865,02382849,glycopyrrolate injection multidose,glycopyrrolate,solution,intramuscular; intravenous,approved,03.04.2012,approved,omega laboratories limited,2012,omega,small molecule,HealthCanada
86866,02382857,glycopyrrolate injection,glycopyrrolate,liquid,intramuscular; intravenous,approved,03.04.2012,approved,omega laboratories limited,2012,omega,small molecule,HealthCanada
86869,02382881,cepacol sensations sore throat & blocked nose,levomenthol; dichlorobenzyl alcohol; amylmetacresol,lozenge,oral,marketed,19.07.2012,approved,rb health (canada) inc.,2012,rb,small molecule,HealthCanada
86872,02382938,cepacol sensations,dichlorobenzyl alcohol; amylmetacresol,lozenge,oral,marketed,19.07.2012,approved,rb health (canada) inc.,2012,rb,small molecule,HealthCanada
86878,02382997,morphine sulfate injection sdz,morphine sulfate,solution,intravenous; subcutaneous; intramuscular,marketed,18.10.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
86880,02383012,pms-bosentan,bosentan (bosentan monohydrate),tablet,oral,approved,29.05.2012,approved,pharmascience inc,2012,pharmascience,small molecule,HealthCanada
86881,02383020,pms-bosentan,bosentan (bosentan monohydrate),tablet,oral,approved,29.05.2012,approved,pharmascience inc,2012,pharmascience,small molecule,HealthCanada
86901,02383241,ach-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,approved,12.04.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86902,02383268,zzzquil,diphenhydramine hydrochloride,capsule,oral,marketed,12.02.2013,approved,procter & gamble inc,2013,procter & gamble,small molecule,HealthCanada
86903,02383276,auro-paroxetine,paroxetine (paroxetine hydrochloride hemihydrate),tablet,oral,approved,17.04.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86904,02383284,auro-paroxetine,paroxetine (paroxetine hydrochloride hemihydrate),tablet,oral,approved,17.04.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86905,02383292,auro-paroxetine,paroxetine (paroxetine hydrochloride hemihydrate),tablet,oral,approved,17.04.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
86907,02383314,phelityl day lotion spf 15,avobenzone; octinoxate,lotion,topical,marketed,01.09.2012,approved,erno laszlo,2012,erno laszlo,small molecule,HealthCanada
86911,02383357,flu relief,dextromethorphan hydrobromide; acetaminophen; diphenhydramine hydrochloride; pseudoephedrine hydrochloride,tablet; kit,oral,marketed,28.08.2012,approved,vita health products inc,2012,vita health,small molecule,HealthCanada
86912,02383365,complete liquid capsules,acetaminophen; pseudoephedrine hydrochloride; guaifenesin; dextromethorphan hydrobromide; doxylamine succinate,capsule; kit,oral,marketed,10.12.2012,approved,vita health products inc,2012,vita health,small molecule,HealthCanada
86913,02383373,cold medication,dextromethorphan hydrobromide; pseudoephedrine hydrochloride; chlorpheniramine maleate; acetaminophen,tablet; kit,oral,marketed,28.06.2012,approved,vita health products inc,2012,vita health,small molecule,HealthCanada
86914,02383381,sandoz moxifloxacin,moxifloxacin (moxifloxacin hydrochloride),tablet,oral,approved,04.11.2015,approved,sandoz canada incorporated,2015,sandoz,small molecule,HealthCanada
86922,02383489,xeomin cosmetic,incobotulinumtoxina,powder,intramuscular,approved,12.04.2012,approved,merz pharmaceuticals gmbh,2012,merz,biologics,HealthCanada
86935,02383608,sinus medication day & night,pseudoephedrine hydrochloride; acetaminophen; doxylamine succinate,kit; tablet,oral,marketed,05.05.2012,approved,vita health products inc,2012,vita health,small molecule,HealthCanada
86955,02383780,ach-mycophenolate,mycophenolate mofetil,capsule,oral,approved,30.04.2012,approved,accord healthcare inc,2012,accord,small molecule,HealthCanada
86984,02384094,furosemide injection usp,furosemide,solution,intramuscular; intravenous,approved,20.04.2012,approved,hikma canada limited,2012,hikma,small molecule,HealthCanada
86986,02384116,kids gravol chewables,dimenhydrinate,tablet,oral,approved,01.11.2012,approved,church & dwight canada corp,2012,church & dwight,small molecule,HealthCanada
86987,02384124,fentanyl citrate injection sdz,fentanyl (fentanyl citrate),solution,intramuscular; intravenous; epidural,approved,20.01.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
86988,02384132,gravol chewables,dimenhydrinate,tablet,oral,approved,20.04.2012,approved,church & dwight canada corp,2012,church & dwight,small molecule,HealthCanada
86992,02384175,total cold & flu combo,guaifenesin; dextromethorphan hydrobromide; acetaminophen; diphenhydramine hydrochloride; pseudoephedrine hydrochloride,kit; tablet,oral,marketed,16.07.2013,approved,vita health products inc,2013,vita health,small molecule,HealthCanada
86999,02384256,xalkori,crizotinib,capsule,oral,approved,25.04.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
87000,02384264,xalkori,crizotinib,capsule,oral,approved,25.04.2012,approved,pfizer canada ulc,2012,pfizer,small molecule,HealthCanada
87024,02384523,valsartan,valsartan,tablet,oral,approved,17.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87025,02384531,valsartan,valsartan,tablet,oral,approved,17.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87026,02384558,valsartan,valsartan,tablet,oral,approved,17.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87027,02384566,valsartan,valsartan,tablet,oral,approved,17.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87042,02384736,valsartan hct,valsartan; hydrochlorothiazide,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87043,02384744,valsartan hct,hydrochlorothiazide; valsartan,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87044,02384752,valsartan hct,hydrochlorothiazide; valsartan,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87045,02384760,valsartan hct,hydrochlorothiazide; valsartan,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87051,02384825,clinique repairwear uplifting firming cream spf 15 very dry to dry,octisalate; titanium dioxide; octinoxate,cream,topical,marketed,01.10.2012,approved,clinique laboratories dist,2012,clinique,other,HealthCanada
87052,02384833,clinique repairwear uplifting firming cream spf 15 dry combination to combination oily,octisalate; octinoxate; titanium dioxide,cream,topical,marketed,01.10.2012,approved,clinique laboratories dist,2012,clinique,other,HealthCanada
87056,02384884,teva-nabilone,nabilone,capsule,oral,approved,01.05.2012,approved,teva canada limited,2012,teva,small molecule,HealthCanada
87057,02384892,teva-nabilone,nabilone,capsule,oral,approved,01.05.2012,approved,teva canada limited,2012,teva,small molecule,HealthCanada
87077,02385120,labetalol hydrochloride injection usp,labetalol hydrochloride,solution,intravenous,approved,01.05.2012,approved,sterimax inc,2012,sterimax,small molecule,HealthCanada
87089,02385252,cold and sinus daytime relief,pseudoephedrine hydrochloride; acetaminophen,tablet,oral,marketed,15.07.2014,approved,vita health products inc,2014,vita health,small molecule,HealthCanada
87091,02385279,terbinafine,terbinafine (terbinafine hydrochloride),tablet,oral,approved,25.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87092,02385287,irbesartan,irbesartan,tablet,oral,approved,25.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87093,02385295,irbesartan,irbesartan,tablet,oral,approved,25.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87094,02385309,irbesartan,irbesartan,tablet,oral,approved,25.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87095,02385317,irbesartan hct,irbesartan; hydrochlorothiazide,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87096,02385325,irbesartan hct,irbesartan; hydrochlorothiazide,tablet,oral,marketed,12.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87097,02385333,irbesartan hct,irbesartan; hydrochlorothiazide,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87098,02385341,metformin fc,metformin hydrochloride,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87099,02385368,metformin fc,metformin hydrochloride,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87107,02385449,rabeprazole,rabeprazole sodium,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87108,02385457,rabeprazole,rabeprazole sodium,tablet,oral,marketed,10.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87109,02385465,amiodarone,amiodarone hydrochloride,tablet,oral,approved,31.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87111,02385481,taro-escitalopram,escitalopram (escitalopram oxalate),tablet,oral,marketed,10.09.2014,approved,sun pharma canada inc,2014,sun,small molecule,HealthCanada
87112,02385503,taro-escitalopram,escitalopram (escitalopram oxalate),tablet,oral,marketed,10.09.2014,approved,sun pharma canada inc,2014,sun,small molecule,HealthCanada
87118,02385570,sumatriptan df,sumatriptan (sumatriptan succinate),tablet,oral,approved,31.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87119,02385589,sumatriptan df,sumatriptan (sumatriptan succinate),tablet,oral,approved,31.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87122,02385619,extra strength tylenol nighttime,acetaminophen; diphenhydramine hydrochloride,tablet,oral,approved,14.05.2012,approved,mcneil consumer healthcare division of johnson & johnson inc,2012,johnson & johnson,small molecule,HealthCanada
87125,02385627,auro-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,approved,16.05.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87126,02385635,auro-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,approved,16.05.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87127,02385643,sandoz lansoprazole,lansoprazole,capsule,oral,approved,18.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87128,02385651,sandoz lansoprazole,lansoprazole,capsule,oral,approved,18.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87132,02385708,soluprep wipe,chlorhexidine gluconate; isopropyl alcohol,wipe,topical,marketed,16.01.2013,approved,3m healthcare canada company limited,2013,3m,small molecule,HealthCanada
87138,02385767,lansoprazole,lansoprazole,capsule,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87140,02385783,amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87141,02385791,amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87142,02385805,amlodipine,amlodipine (amlodipine besylate),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87143,02385813,clopidogrel,clopidogrel (clopidogrel bisulfate),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87144,02385821,zopiclone,zopiclone,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87145,02385848,zopiclone,zopiclone,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87147,02385864,olanzapine,olanzapine,tablet,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87148,02385872,olanzapine,olanzapine,tablet,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87149,02385880,olanzapine,olanzapine,tablet,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87150,02385899,olanzapine,olanzapine,tablet,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87151,02385902,olanzapine,olanzapine,tablet,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87152,02385910,olanzapine,olanzapine,tablet,oral,approved,10.05.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87153,02385929,venlafaxine xr,venlafaxine (venlafaxine hydrochloride),capsule,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87154,02385937,venlafaxine xr,venlafaxine (venlafaxine hydrochloride),capsule,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87155,02385945,venlafaxine xr,venlafaxine (venlafaxine hydrochloride),capsule,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87166,02386070,sertraline,sertraline (sertraline hydrochloride),capsule,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87167,02386089,sertraline,sertraline (sertraline hydrochloride),capsule,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87168,02386097,sertraline,sertraline (sertraline hydrochloride),capsule,oral,approved,05.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87170,02386119,ciprofloxacin,ciprofloxacin (ciprofloxacin hydrochloride),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87171,02386127,ciprofloxacin,ciprofloxacin (ciprofloxacin hydrochloride),tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87181,02386232,lisinopril,lisinopril,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87182,02386240,lisinopril,lisinopril,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87183,02386259,lisinopril,lisinopril,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87187,02386291,simvastatin,simvastatin,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87188,02386305,simvastatin,simvastatin,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87189,02386313,simvastatin,simvastatin,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87190,02386321,simvastatin,simvastatin,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87191,02386348,simvastatin,simvastatin,tablet,oral,approved,08.06.2012,approved,sivem pharmaceuticals ulc,2012,sivem,small molecule,HealthCanada
87198,02386399,jamp-mycophenolate capsules,mycophenolate mofetil,capsule,oral,approved,06.06.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87199,02386402,jamp-fluoxetine,fluoxetine (fluoxetine hydrochloride),capsule,oral,approved,06.06.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87200,02386410,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87201,02386429,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87202,02386437,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87203,02386445,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87204,02386453,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87205,02386461,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87206,02386488,sandoz atomoxetine,atomoxetine (atomoxetine hydrochloride),capsule,oral,approved,30.05.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87208,02386518,jamp-candesartan,candesartan cilexetil,tablet,oral,approved,06.06.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87209,02386526,jamp-candesartan,candesartan cilexetil,tablet,oral,approved,06.06.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87210,02386534,jamp-candesartan,candesartan cilexetil,tablet,oral,approved,06.06.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87223,02386666,seacalphyx,sodium thiosulfate,solution,intravenous,marketed,08.01.2013,approved,seaford pharmaceuticals inc,2013,seaford,small molecule,HealthCanada
87235,02386755,jamp telmisartan,telmisartan,tablet,oral,approved,18.05.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87236,02386763,jamp telmisartan,telmisartan,tablet,oral,approved,18.05.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87237,02386771,mar-zopiclone,zopiclone,tablet,oral,approved,14.06.2012,approved,marcan pharmaceuticals inc,2012,marcan,small molecule,HealthCanada
87238,02386798,mar-zopiclone,zopiclone,tablet,oral,approved,14.06.2012,approved,marcan pharmaceuticals inc,2012,marcan,small molecule,HealthCanada
87250,02386925,sag-m,dextrose; mannitol; sodium chloride; adenine,solution,,approved,22.05.2012,approved,haemonetics corporation,2012,haemonetics,other,HealthCanada
87257,02387018,true match lumi,octinoxate,lotion,topical,marketed,30.05.2012,approved,l' oreal canada,2012,l'oreal,small molecule,HealthCanada
87259,02387034,adreview,iobenguane 123 i,solution,intravenous,approved,03.05.2012,approved,ge healthcare canada inc,2012,ge,other,HealthCanada
87265,02387085,ovima 21,levonorgestrel; ethinyl estradiol,tablet,oral,approved,08.06.2012,approved,apotex inc,2012,apotex,small molecule,HealthCanada
87266,02387093,ovima 28,levonorgestrel; ethinyl estradiol,tablet,oral,approved,08.06.2012,approved,apotex inc,2012,apotex,small molecule,HealthCanada
87272,02387131,sandoz ciprofloxacin,ciprofloxacin (ciprofloxacin hydrochloride),solution,ophthalmic,approved,21.06.2012,approved,sandoz canada incorporated,2012,sandoz,small molecule,HealthCanada
87274,02387166,neostigmine omega,neostigmine methylsulfate,solution,intravenous; intramuscular; subcutaneous,marketed,17.04.2013,approved,omega laboratories limited,2013,omega,small molecule,HealthCanada
87275,02387174,dificid,fidaxomicin,tablet,oral,approved,07.06.2012,approved,merck canada inc,2012,merck,small molecule,HealthCanada
87281,02387239,jampzinc-hc,zinc sulfate monohydrate; hydrocortisone acetate,ointment,rectal; topical,marketed,23.07.2012,approved,jamp pharma corporation,2012,jamp,small molecule,HealthCanada
87297,02387387,auro-ramipril,ramipril,capsule,oral,approved,24.08.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
87298,02387395,auro-ramipril,ramipril,capsule,oral,approved,24.08.2012,approved,auro pharma inc,2012,auro,small molecule,HealthCanada
