Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
saquinavir,1,['fortovase'],True
saquinavir mesylate,1,['invirase'],True
sarecycline hydrochloride,1,['seysara'],True
sargramostim,1,['sargmalin'],True
sarilumab,5,['kevzara'],True
sars cov-2 recombinant spike protein (rs nvx-cov2373),1,['nuvaxovid'],True
sars-cov-2 recombinant spike protein,2,['nuvaxovid'],True
sars-cov-2 rs,1,['nuvaxovid'],True
sars-cov-2 rs vaccine,1,['nuvaxovid'],True
sars-cov-2-rs,1,['nuvaxovid'],True
satralizumab,5,['enspryng'],True
satralizumabum,1,['enspryng'],True
satraplatin,1,['orplatna'],True
saxagliptin,3,"['onglyza', 'saxagliptin', 'saxagliptin;metformin hydrochloride']",False
saxagliptin (saxagliptin hydrochloride),1,"['apo-saxagliptin', 'onglyza', 'sandoz saxagliptin']",True
saxagliptin (saxagliptin hydrochloride); metformin hydrochloride,1,['komboglyze'],True
saxagliptin / dapagliflozin,2,['qtern'],True
saxagliptin / metformin,1,['komboglyze'],True
saxagliptin / metformin hydrochloride,1,['kombiglyze'],True
saxagliptin hydrochloride,1,"['onglyza', 'saxagliptin']",True
scopolamine,1,['scopolamine'],True
scopolamine hydrobromide,1,['scopolamine hydrobromide injection'],True
sebelipase alfa,5,['kanuma'],True
secnidazole,1,['solosec'],True
secretin human,1,['secreflo'],True
secretin synthetic human,1,['chirhostim'],True
secretin synthetic porcine,1,['secreflo'],True
secukinumab,5,"['cosentyx', 'cosentyx / zafrez']",True
seladelpar,1,['seladelpar gilead'],True
seladelpar lysine,1,['livdelzi'],True
selegiline,1,['emsam'],True
selegiline hydrochloride,2,"['eldepryl', 'selegiline', 'selegiline hydrochloride', 'zelapar']",False
selenious acid,1,['selenious acid'],True
selexipag,5,"['selexipag', 'uptravi']",True
selinexor,4,"['nexpovio', 'xpovio']",False
selpercatinib,5,"['retevmo', 'retsevmo']",False
selumetinib,3,['koselugo'],True
selumetinib (selumetinib sulfate),1,['koselugo'],True
selumetinib sulfate,1,['koselugo'],True
semaglutide,6,"['ozempic', 'rybelsus', 'wegovy']",False
sennosides; docusate sodium,1,['sandoz senna s'],True
serelaxin,1,['reasanz'],True
sermorelin acetate,1,['geref'],True
serplulimab,1,['hetronifly'],True
sertaconazole nitrate,1,['ertaczo'],True
sertraline (sertraline hydrochloride),1,"['ag-sertraline', 'apo-sertraline', 'auro-sertraline', 'bio-sertraline', 'm-sertraline', 'mar-sertraline', 'mint-sertraline', 'nra-sertraline', 'pms-sertraline', 'riva-sertraline', 'sertraline', 'sertraline-100', 'sertraline-25', 'sertraline-50', 'teva-sertraline', 'zoloft']",True
sertraline hydrochloride,1,"['sertraline hydrochloride', 'zoloft']",True
setmelanotide,1,['imcivree'],True
setmelanotide (setmelanotide acetate),1,['imcivree'],True
setmelanotide acetate,1,['imcivree'],True
sevelamer,1,['renagel'],True
sevelamer carbonate,4,"['accel-sevelamer', 'renvela', 'renvela / sevelamer carbonate winthrop/ sevelamer carbonate sanofi', 'sevelamer carbonate', 'sevelamer carbonate zentiva']",False
sevelamer hydrochloride,4,"['renagel', 'sevelamer gppl', 'sevelamer hydrochloride', 'tasermity']",False
sevoflurane,2,"['sevoflurane', 'sevorane af', 'sojourn', 'ultane']",True
sibutramine hydrochloride,1,['meridia'],True
sildenafil,2,"['granpidam', 'mysildecard', 'revatio', 'sildenafil actavis', 'sildenafil citrate fgk', 'sildenafil ratiopharm', 'sildenafil teva', 'vizarsin']",False
sildenafil (sildenafil citrate),1,"['accel-sildenafil', 'ag-sildenafil tablets', 'apo-sildenafil', 'auro-sildenafil', 'bio-sildenafil', 'jamp sildenafil tablets', 'jamp-sildenafil r', 'm-sildenafil', 'mar-sildenafil', 'mint-sildenafil', 'nra-sildenafil', 'pms-sildenafil r', 'prz-sildenafil', 'revatio', 'riva-sildenafil', 'sildenafil', 'teva-sildenafil', 'teva-sildenafil r', 'uph-sildenafil', 'viagra']",True
sildenafil citrate,1,"['liqrev', 'revatio', 'sildenafil citrate', 'viagra']",True
silicone,1,['barriere cream 20%'],True
silodosin,4,"['auro-silodosin', 'jamp silodosin', 'pms-silodosin', 'rapaflo', 'sandoz silodosin', 'silodosin', 'silodosin recordati', 'silodyx', 'urorec']",False
siltuximab,3,['sylvant'],True
simeprevir,2,"['olysio', 'olysio/janssen simeprevir']",False
simeprevir sodium,2,"['olysio', 'sovriad']",False
simethicone,1,"['gas relief tablets', 'gas x ultra strength', 'infacol', 'ovol for gas 180 mg capsule', 'ovol for gas 180 mg tablet', 'pediacol', 'ultra strength gas relief', 'ultra strength phazyme 180mg softgels']",True
simethicone-cellulose,1,['sonorx'],True
simoctocog alfa,2,"['nuwiq', 'vihuma']",True
simvastatin,2,"['apo-simvastatin', 'auro-simvastatin', 'flolipid', 'jamp-simvastatin', 'juvisync', 'mar-simvastatin', 'mint-simvastatin', 'pharma-simvastatin', 'simvastatin', 'simvastatin-10', 'simvastatin-20', 'simvastatin-40', 'simvastatin-80', 'taro-simvastatin', 'teva-simvastatin', 'zocor']",True
"sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol, palmitic acid",1,['surfaxin'],True
sincalide,2,"['kinevac', 'sincalide', 'sincalide for injection']",False
sinecatechins,2,['veregen'],True
single-stranded 5' capped mrna encoding the respiratory syncytial virus glycoprotein f stabilised in the prefusion conformation,1,['mresvia'],True
sipavibart,1,['kavigale'],True
siponimod,5,"['mayzent', 'siponimod']",True
sirolimus,4,"['fyarro', 'hyftor', 'opsiria', 'rapalimus', 'rapamune', 'sirolimus']",False
sirukumab,1,['plivensia'],True
sitagliptin,4,"['januvia', 'ristaben', 'sitagliptin', 'sitagliptin accord', 'sitagliptin and metformin hydrochloride', 'sitagliptin; metformin hydrochloride', 'tesavel', 'xelevia', 'zituvio']",False
sitagliptin (sitagliptin fumarate),1,['taro-sitagliptin fumarate'],True
sitagliptin (sitagliptin hydrochloride monohydrate),1,"['ag-sitagliptin', 'auro-sitagliptin', 'jamp sitagliptin']",True
sitagliptin (sitagliptin malate),1,"['apo-sitagliptin malate', 'pro-sitagliptin malate', 'teva-sitagliptin malate']",True
sitagliptin (sitagliptin malate); metformin hydrochloride,1,"['apo-sitagliptin malate / metformin hydrochloride', 'pro-sitagliptin malate / metformin hydrochloride', 'teva-sitagliptin malate / metformin']",True
sitagliptin (sitagliptin phosphate monohydrate),1,"['januvia', 'pms-sitagliptin', 'sandoz sitagliptin', 'sitagliptin']",True
sitagliptin (sitagliptin phosphate monohydrate); metformin hydrochloride,1,"['apo-sitagliptin/metformin xr', 'janumet', 'janumet xr', 'sandoz sitagliptin-metformin', 'sandoz sitagliptin-metformin xr', 'sitagliptin-metformin']",True
sitagliptin (sitagliptin phosphate),1,['ach-sitagliptin'],True
sitagliptin (sitagliptin phosphate); metformin hydrochloride,1,['reddy-sitagliptin and metformin hydrochloride'],True
sitagliptin / metformin hydrochloride,1,"['efficib', 'janumet', 'ristfor', 'sitagliptin/metformin hydrochloride accord', 'velmetia']",True
sitagliptin and simvastatin,1,['juvicor/xelezor/tesozor'],True
sitagliptin fumarate,1,['sitagliptin sun'],True
sitagliptin hydrochloride,1,['brynovin'],True
sitagliptin phosphate,1,"['januvia', 'sitagliptin', 'sitagliptin phosphate', 'sitagliptin phosphate; metformin hydrochloride']",True
"sitagliptin, metformin hydrochloride",1,['sitagliptin and metformin hcl'],True
sitagliptin/metformin,1,['janumet'],True
sodium acetate,2,"['sodium acetate', 'sodium acetate injection usp', 'sodium acetate injection, usp']",False
sodium acetate; acetic acid,1,['h.e.l.p. acetate buffer ph 4.85'],True
sodium acetate; magnesium chloride; citric acid; potassium chloride; sodium chloride; calcium chloride; dextrose,1,['hemosate ultra hs4125'],True
sodium benzoate,2,"['ammonul', 'prohippur', 'sodium phenylacetate and sodium benzoate']",False
sodium bicarbonate,2,"['bibag', 'bicarbonate concentrate b38', 'bicart', 'hema bp-38', 'hemacart', 'sodium bicarbonate', 'sodium bicarbonate injection usp', 'sodium bicarbonate injection, usp']",False
sodium bicarbonate; magnesium chloride; sodium chloride; lactic acid; calcium chloride,1,['prismasol 0'],True
sodium chloride,2,"['0.9% sodium chloride injection', '0.9% sodium chloride injection usp', '20% sodium chloride injection, bp', 'h.e.l.p. naci 0.9%', 'sodium chloride 0.45% in plastic container', 'sodium chloride 0.9%', 'sodium chloride 0.9% in plastic container', 'sodium chloride 14.6%; sodium chloride 23.4%', 'sodium chloride 23.4%', 'sodium chloride 3% in plastic container', 'sodium chloride injection usp']",False
sodium chloride; acetic acid; calcium chloride; magnesium chloride; potassium chloride; dextrose,1,['naturalyte h-200'],True
sodium chloride; acetic acid; magnesium chloride; dextrose; potassium chloride; calcium chloride,1,['naturalyte h-320'],True
sodium chloride; acetic acid; magnesium chloride; potassium chloride; calcium chloride; dextrose,1,['acid concentrate d12248'],True
sodium chloride; acetic acid; potassium chloride; dextrose; magnesium chloride; calcium chloride,1,['naturalyte h-201'],True
sodium chloride; calcium chloride; dextrose; acetic acid; magnesium chloride; potassium chloride,1,['acid concentrate d12272'],True
sodium chloride; calcium chloride; dextrose; potassium chloride; acetic acid; magnesium chloride,1,['acid concentrate d12305'],True
sodium chloride; calcium chloride; sodium bicarbonate; l-lactic acid; dextrose anhydrous; magnesium chloride; potassium chloride,1,['prismasol 4'],True
sodium chloride; dextrose; calcium chloride; acetic acid; potassium chloride; magnesium chloride,1,['acid concentrate 2182'],True
sodium chloride; dextrose; magnesium chloride; calcium chloride; acetic acid; potassium chloride,1,['naturalyte h-225'],True
sodium chloride; dextrose; magnesium chloride; potassium chloride; acetic acid; calcium chloride,1,['acid concentrate a1222'],True
sodium chloride; dextrose; magnesium chloride; sodium lactate; calcium chloride; sodium bicarbonate,1,['physioneal 40 glucose 2.27% clear-flex'],True
sodium chloride; dextrose; potassium chloride; calcium chloride; sodium bicarbonate; magnesium chloride,1,['h.e.l.p.bicel'],True
sodium chloride; magnesium chloride; potassium chloride; calcium chloride; sodium lactate; dextrose,1,['nxstage pureflow solution rfp-207-can'],True
sodium chloride; potassium chloride; calcium chloride; dextrose; magnesium chloride; acetic acid,1,['acid concentrate a1255'],True
sodium chloride; potassium chloride; dextrose; magnesium chloride; calcium chloride; citric acid; sodium acetate,1,['hemosate ultra hs1125'],True
sodium chloride; potassium chloride; sodium bicarbonate; polyethylene glycol 3350; sodium sulfate; bisacodyl,1,['bi-peglyte'],True
sodium chloride; sodium bicarbonate,1,['bicart select combi-pak'],True
sodium chloride; sodium bicarbonate; calcium chloride; dextrose; magnesium chloride; sodium lactate,1,['physioneal 40 glucose 3.86%'],True
sodium chloride; sodium citrate,1,['regiocit'],True
sodium citrate,1,"['anticoagulant sodium citrate solution, usp']",True
sodium citrate dihydrate,1,"['anticoagulant sodium citrate 4% w/v solution, usp']",True
"sodium citrate dihydrate; citric acid monohydrate; sodium phosphate monobasic, monohydrate; dextrose; adenine; sodium chloride",1,['additive solution formula 3 as-3'],True
sodium citrate; potassium chloride; sodium phosphate monobasic; magnesium chloride; sodium acetate; sodium chloride; disodium phosphate,1,['ssp+'],True
sodium fluoride,1,['colgate total'],True
sodium fluoride f 18,1,['naf plus'],True
sodium fluoride f-18,1,"['sodium fluoride f 18', 'sodium fluoride f-18']",True
sodium glycerophosphate,1,['glycophos'],True
sodium iodide 123 i,1,['sodium iodide i-123 oral solution'],True
sodium iodide 131 i,1,"['draximage sodium iodide i131 capsules, usp diagnostic', 'draximage sodium iodide i131 capsules, usp therapeutic', 'draximage sodium iodide i131 solution, usp diagnostic', 'draximage sodium iodide i131 solution, usp therapeutic', 'sodium iodide (131i) solution']",True
sodium iodide i-131,1,"['hicon; sodium iodide i 131', 'sodium iodide i 131']",True
sodium lactate; calcium chloride; sodium chloride; potassium chloride; dextrose; magnesium chloride,1,['nxstage pureflow dialysate concentrate (sak 304)'],True
sodium lactate; dextrose; sodium chloride; magnesium chloride; calcium chloride,1,"['balance 1.5% glucose, 1.25 mmol/l calcium']",True
sodium lactate; sodium bicarbonate; sodium chloride; calcium chloride; dextrose; magnesium chloride,1,['physioneal 40 glucose 1.36% clear-flex'],True
sodium lactate; sodium chloride; calcium chloride; potassium chloride,1,"[""potassium chloride in lactated ringer's injection""]",True
sodium nitrite,1,"['nithiodote', 'sodium nitrite']",True
sodium nitroprusside,2,"['nipride', 'nipride rtu in sodium chloride 0.9%', 'sodium nitroprusside', 'sodium nitroprusside for injection']",False
sodium nitroprusside (sodium nitroprusside dihydrate),1,['sodium nitroprusside for injection'],True
sodium oxybate,2,"['lumryz', 'sodium oxybate', 'xyrem']",True
sodium oxybate; magnesium oxybate; potassium oxybate; calcium oxybate,1,['xywav'],True
sodium pertechnetate tc-99m,1,['ultra-technekow v4'],True
sodium phenylbutyrate,4,"['buphenyl', 'olpruva', 'pheburane', 'relyvrio', 'sodium phenylbutyrate']",True
sodium phenylbutyrate / ursodoxicoltaurine,1,['albrioza'],True
"sodium phosphate, dibasic, anhydrous",1,"['monobasic sodium phosphate and dibasic sodium phosphate', 'osmoprep', 'visicol']",True
"sodium phosphate, dibasic, heptahydrate",1,['sodium phosphates'],True
sodium polystyrene sulfonate,2,"['jamp sodium polystyrene sulfonate', 'kalexate', 'kionex', 'odan-sodium polystyrene sulfonate', 'sodium polystyrene sulfonate']",False
sodium tetradecyl sulfate,1,"['sodium tetradecyl sulfate', 'sotradecol']",True
sodium thiosulfate,3,"['pedmark', 'pedmarqsi', 'seacalphyx', 'sodium thiosulfate', 'sodium thiosulfate injection usp', 'sulfur colloid kit']",False
sodium zirconium cyclosilicate,4,['lokelma'],True
sodium zirconium cyclosilicate hydrate,1,['lokelma'],True
sofosbuvir,5,"['epclusa', 'sofosbuvir', 'sovaldi', 'vosevi']",True
sofosbuvir / velpatasvir,1,['epclusa'],True
sofosbuvir / velpatasvir / voxilaprevir,2,['vosevi'],True
sofosbuvir/velpatasvir,1,['epclusa'],True
sofosbuvir; ledipasvir,1,['harvoni'],True
sofosbuvir; velpatasvir,1,['epclusa'],True
sofpironium bromide,1,['sofdra'],True
solifenacin succinate,2,"['ach-solifenacin succinate', 'auro-solifenacin', 'bio-solifenacin', 'jamp solifenacin succinate', 'm-solifenacin succinate', 'pms-solifenacin', 'prz-solifenacin', 'sandoz solifenacin', 'solifenacin', 'solifenacin succinate', 'taro-solifenacin', 'teva-solifenacin', 'vesicare', 'vesicare ls']",True
solithromycin,1,['solithromycin triskel eu services'],True
solriamfetol,3,"['solriamfetol', 'sunosi']",False
solriamfetol (solriamfetol hydrochloride),1,['sunosi'],True
solriamfetol hydrochloride,1,['sunosi'],True
soluble insulin injection,1,['insulin human rapid marvel'],True
somapacitan,3,['sogroya'],True
somapacitan-beco,1,['sogroya'],True
somatrogon,4,['ngenla'],True
somatrogon-ghla,1,['ngenla'],True
somatropin,4,"['accretropin', 'bio-tropin; zomacton', 'genotropin', 'genotropin; genotropin preservative free', 'humatrope', 'norditropin flexpro', 'norditropin; norditropin flexpro; norditropin nordiflex', 'nutropin aq; nutropin aq nuspin; nutropin aq pen', 'omnitrope', 'saizen', 'serostim; serostim lq', 'somatropin biopartners', 'valtropin', 'zomacton']",False
somatropin recombinant,1,['zorbtive'],True
somatropin; diluent,1,['humatrope'],True
sonidegib,2,['odomzo'],True
sonidegib (sonidegib phosphate),1,['odomzo'],True
sonidegib phosphate,1,['odomzo'],True
sorafenib,2,"['nexavar', 'sorafenib accord']",True
sorafenib (sorafenib tosylate),1,['nexavar'],True
sorafenib tosylate,1,"['nexavar', 'sorafenib tosylate']",True
sotagliflozin,2,"['inpefa', 'zynquista']",False
sotalol hydrochloride,2,"['apo-sotalol', 'betapace af', 'pms-sotalol - 160 mg', 'pms-sotalol - 80 mg', 'sorine', 'sotalol hydrochloride', 'sotylize']",False
sotatercept,3,['winrevair'],True
sotatercept-csrk,1,['winrevair'],True
sotorasib,5,"['lumakras', 'lumykras']",False
sotrovimab,4,['xevudy'],True
soybean oil,2,"['intralipid 20%', 'liposyn iii 30%']",True
sparfloxacin,1,['zagam'],True
sparsentan,3,['filspari'],True
spesolimab,4,['spevigo'],True
spesolimab-sbzo,1,['spevigo'],True
spheroids of human autologous matrix-associated chondrocytes,1,['spherox'],True
spinosad,1,['natroba'],True
spironolactone,3,"['carospir', 'jamp spironolactone', 'mint-spironolactone', 'qaialdo', 'spironolactone']",False
"standardized allergen extract, white birch (betula verrucosa)",1,['itulatek'],True
standardized cat hair acetone precipitated,1,['standardized cat hair ap'],True
standardized kentucky blue/june grass pollen,1,"['allergenic extract - standardized grass pollen - kentucky blue/june', 'allergenic extract - standardized june grass pollen', 'standardized grass pollen - kentucky bluegrass (100000 bau/ml)']",True
standardized meadow fescue grass pollen,1,"['allergenic extract - standardized grass pollen - meadow fescue', 'allergenic extract - standardized meadow fescue grass pollen']",True
standardized orchard grass pollen,1,"['allergenic extract - standardized grass pollen - orchard', 'allergenic extract - standardized orchard grass pollen', 'standardized grass pollen - orchard grass (100000 bau/ml)']",True
standardized orchard grass pollen; standardized redtop grass pollen; standardized kentucky blue/june grass pollen; standardized timothy grass pollen,1,"['allergenic extracts, k-o-r-t grass mixture']",True
standardized perennial rye grass pollen,1,"['allergenic extract - standardized grass pollen - perennial rye', 'allergenic extract - standardized perennnial rye grass pollen', 'standardized grass pollen - perennial ryegrass (100000 bau/ml)']",True
standardized redtop grass pollen,1,"['allergenic extract - standardized grass pollen - red top', 'allergenic extract - standardized redtop grass pollen', 'standardized grass pollen - redtop (100,000 bau/ml)']",True
standardized redtop grass pollen; standardized orchard grass pollen; standardized sweet vernal grass pollen; standardized timothy grass pollen; standardized kentucky blue/june grass pollen,1,['allergenic extract - mixture of 5 standardized grass pollen'],True
standardized short ragweed pollen allergenic extract,1,['ragwitek'],True
standardized sweet vernal grass pollen,1,"['allergenic extract - standardized grass pollen - sweet vernal', 'allergenic extract - standardized sweet vernal grass pollen']",True
standardized timothy grass pollen,1,"['allergenic extract - standardized grass pollen - timothy', 'allergenic extract - standardized timothy grass pollen', 'grastek', 'standardized grass pollen - timothy (100000 bau/ml)']",True
standardized timothy grass pollen; standardized redtop grass pollen; standardized orchard grass pollen; standardized perennial rye grass pollen; standardized meadow fescue grass pollen; standardized sweet vernal grass pollen; standardized kentucky blue/june grass pollen,1,['allergenic extracts - 7 grass mix'],True
stannous chloride dihydrate; calcium glucoheptonate,1,['draximage gluceptate'],True
stavudine,1,"['stavudine', 'stavudine; lamivudine', 'stavudine; lamivudine w/nevirapine', 'stavudine; lamivudine; efavirenz', 'stavudine; lamivudine; nevirapine', 'zerit', 'zerit xr']",True
sterile water for injection,1,['sterile water for injection'],True
sterile water for irrigation,1,['sterile water for irrigation'],True
sterile water; sterile water for injection,1,['sterile water; sterile water for injection in plastic container'],True
stiripentol,3,['diacomit'],True
streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6a / 6b / 7f / 8 / 9v / 10a / 11a / 12f / 14 / 15b / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm197 protein,1,['prevenar 20'],True
streptococcus pneumoniae serotypes 1 / 3 / 4 / 5 / 6a / 6b / 7f / 9v / 14 / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm 197 protein,1,['vaxneuvance'],True
streptomycin (streptomycin sulfate),1,['streptomycin for injection usp'],True
streptomycin sulfate,1,['streptomycin sulfate'],True
strontium chloride sr-89,1,['strontium chloride sr-89'],True
strontium ranelate,1,['protos'],True
strontium ranelate / colecalciferol,1,"['ditelos / issarlos', 'ditelos/issarlos']",True
succinylcholine chloride,2,"['succinylcholine chloride', 'succinylcholine chloride injection usp', 'succinylcholine chloride injection, usp']",False
sucralfate,2,"['sucralfate', 'sulcrate', 'sulcrate suspension plus']",False
sucroferric oxyhydroxide,1,['velphoro'],True
sufentanil,1,"['dzuveo', 'zalviso']",True
sufentanil (sufentanil citrate),1,['sufentanil citrate injection usp'],True
sufentanil citrate,1,"['dsuvia', 'sufentanil citrate']",True
sugammadex,2,"['bridion', 'sugammadex', 'sugammadex adroiq', 'sugammadex amomed', 'sugammadex fresenius kabi', 'sugammadex lorien', 'sugammadex mylan', 'sugammadex piramal']",False
sugammadex (sugammadex sodium),1,"['bridion', 'pms-sugammadex']",True
sugammadex sodium,2,"['bridion', 'sugammadex sodium']",True
sugemalimab,1,['cejemly'],True
sulesomab,1,['leukoscan'],True
sulfacetamide sodium,1,"['klaron', 'sulf-15', 'sulfacetamide sodium']",True
sulfamethoxazole,1,['sulfamethoxazole and trimethoprim'],True
sulfamethoxazole; trimethoprim,1,"['sulfamethoxazole and trimethoprim for injection, usp']",True
sulfasalazine,2,"['azulfidine', 'azulfidine en-tabs', 'salazopyrin en-tabs 500 mg', 'salazopyrin tab 500mg', 'sulfasalazine']",False
sulfur hexafluoride,1,['sonovue'],True
sulfur hexafluoride lipid-type a microspheres,1,['lumason'],True
sulphur hexafluoride,1,['sonovue'],True
sumatriptan,2,"['imitrex', 'sumatriptan', 'sumatriptan galpharm', 'sumatriptan; naproxen sodium', 'tosymra']",False
sumatriptan (sumatriptan hemisulfate),1,['imitrex'],True
sumatriptan (sumatriptan succinate),1,"['apo-sumatriptan', 'imitrex', 'imitrex df - tab 100mg', 'jamp sumatriptan', 'jamp sumatriptan df', 'mylan-sumatriptan', 'pms-sumatriptan', 'sumatriptan', 'sumatriptan df', 'taro-sumatriptan', 'teva-sumatriptan', 'teva-sumatriptan df']",True
sumatriptan succinate,1,"['alsuma', 'imitrex', 'onzetra xsail', 'sumatriptan succinate', 'sumavel dosepro', 'zecuity', 'zembrace symtouch']",True
sunitinib,3,"['sandoz sunitinib', 'sunitinib accord', 'sutent']",False
sunitinib (sunitinib malate),1,"['auro-sunitinib', 'sutent', 'taro-sunitinib', 'teva-sunitinib']",True
sunitinib malate,2,"['sunitinib malate', 'sutent']",True
superparamagnetic iron oxide nanoparticles stabilised with dextran and sodium citrate,1,['sinerem'],True
surufatinib,1,['sevsury'],True
susoctocog alfa,1,['obizur'],True
sutimlimab,1,['enjaymo'],True
sutimlimab-jome,1,['enjaymo'],True
suvorexant,2,['belsomra'],True
suzetrigine,1,['journavx'],True
sweet vernal grass,1,"['standardized grass pollen - sweet vernal grass (100,000 bau/ml)']",True
tabelecleucel,2,['ebvallo'],True
tacrolimus,4,"['ach-tacrolimus', 'advagraf', 'astagraf xl', 'envarsus', 'envarsus pa', 'envarsus xr', 'modigraf', 'prograf', 'prograf -xl', 'protopic', 'tacforius', 'tacrolimus']",False
tacrolimus (tacrolimus monohydrate),1,"['ach-tacrolimus', 'sandoz tacrolimus']",True
tadalafil,4,"['ach-tadalafil', 'adcirca', 'ag-tadalafil', 'alyq', 'apo-tadalafil', 'apo-tadalafil pah', 'auro-tadalafil', 'bio-tadalafil', 'chewtadzy', 'cialis', 'jamp-tadalafil', 'm-tadalafil', 'mar-tadalafil', 'mint-tadalafil', 'mylan-tadalafil', 'nra-tadalafil', 'nra-tadalafil tablets', 'pms-tadalafil', 'prz-tadalafil', 'riva-tadalafil', 'tadalafil', 'tadalafil generics', 'tadalafil lilly', 'tadalafil mylan', 'tadliq', 'taro-tadalafil', 'teva-tadalafil']",False
tafamidis,4,"['vyndamax', 'vyndamax and vyndaqel', 'vyndaqel']",False
tafamidis meglumine,4,['vyndaqel'],True
tafasitamab,4,['minjuvi'],True
tafasitamab-cxix,1,['monjuvi'],True
tafenoquine,1,['kozenis'],True
tafenoquine succinate,2,"['arakoda', 'kodatef', 'krintafel']",False
tafluprost,2,"['saflutan', 'tafluprost', 'zioptan']",False
tafluprost / timolol,1,['taptiqom 15/5'],True
tagraxofusp,2,['elzonris'],True
tagraxofusp-erzs,1,['elzonris'],True
talaporfin sodium,1,['laserphyrin'],True
talazoparib,2,['talzenna'],True
talazoparib (talazoparib tosylate),1,['talzenna'],True
talazoparib tosilate,1,['talzenna'],True
talazoparib tosylate,1,['talzenna'],True
talc,1,"['sclerosol', 'steritalc', 'talc']",True
taliglucerase alfa,3,['elelyso'],True
talimogene laherparepvec,2,['imlygic'],True
talquetamab,3,['talvey'],True
talquetamab-tgvs,1,['talvey'],True
tamoxifen,1,['nolvadex/nolvadex-d'],True
tamoxifen citrate,1,"['soltamox', 'tamoxifen citrate']",True
tamsulosin hydrochloride,2,"['apo-tamsulosin cr', 'auro-tamsulosin cr', 'flomax', 'jamp tamsulosin', 'sandoz tamsulosin', 'sandoz tamsulosin cr', 'tamsulosin cr', 'tamsulosin hydrochloride', 'teva-tamsulosin cr']",False
tanezumab,1,['raylumis'],True
tapentadol,2,"['palexia ir', 'palexia sr', 'tapentadol']",False
tapentadol (tapentadol hydrochloride),1,"['nucynta extended-release', 'nucynta ir']",True
tapentadol hydrochloride,1,"['nucynta', 'nucynta er', 'tapentadol hydrochloride']",True
tapinarof,1,['vtama'],True
tarlatamab,1,['imdelltra'],True
tarlatamab-dlle,1,['imdelltra'],True
tasimelteon,2,"['hetlioz', 'hetlioz lq', 'tasimelteon']",True
tavaborole,1,"['kerydin', 'tavaborole']",True
tazarotene,2,"['arazlo', 'avage; tazorac', 'fabior', 'tazarotene', 'tazorac']",True
tazarotene; halobetasol propionate,1,['duobrii'],True
tazemetostat hydrobromide,2,['tazverik'],True
tazobactam (tazobactam sodium); ceftolozane (ceftolozane sulfate),1,['zerbaxa'],True
tazobactam (tazobactam sodium); piperacillin (piperacillin sodium),1,"['piperacillin / tazobactam powder for injection', 'piperacillin and tazobactam for injection']",True
tbo-filgrastim,1,['granix'],True
tebentafusp,4,['kimmtrak'],True
tebentafusp-tebn,1,['kimmtrak'],True
technetium tc 99m,1,['technelite'],True
technetium tc 99m red blood cells,1,['ultratag rbc'],True
technetium tc-99m apcitide,1,['acutect'],True
technetium tc-99m depreotide,1,['neo tect kit'],True
technetium tc-99m exametazime kit,1,['drax exametazime'],True
technetium tc-99m labeled carbon,1,['technegas kit'],True
technetium tc-99m mebrofenin kit,1,['technetium tc-99m mebrofenin'],True
technetium tc-99m mertiatide kit,1,"['technetium tc 99m mertiatide kit', 'technetium tc99m mertiatide kit']",True
technetium tc-99m pentetate kit,1,['technetium tc-99m pentetate kit'],True
technetium tc-99m sestamibi kit,1,['technetium tc 99m sestamibi'],True
technetium tc-99m sodium pertechnetate generator,1,['radiogenix system'],True
technetium tc-99m succimer,1,['nephroscan'],True
technetium tc-99m sulfur colloid kit,1,['technetium tc-99m sulfur colloid kit'],True
technetium tc-99m tetrofosmin kit,1,['myoview; myoview 30ml'],True
technetium tc-99m tilmanocept,1,['lymphoseek kit'],True
technetium tc99m albumin aggregated,1,['pulmotech maa'],True
teclistamab,4,['tecvayli'],True
teclistamab-cqyv,1,['tecvayli'],True
tecovirimat,2,"['tecovirimat siga', 'tpoxx']",False
tedizolid phosphate,2,['sivextro'],True
teduglutide,4,"['gattex kit', 'revestive']",False
tegafur/gimeracil/oteracil,1,['teysuno'],True
tegafur/gimeracil/oteracil potassium,1,['ts-1'],True
tegaserod,1,['zelnorm'],True
tegaserod maleate,1,['zelnorm'],True
telaprevir,3,"['incivek', 'incivo']",False
telavancin,2,['vibativ'],True
telavancin hydrochloride,1,['vibativ'],True
telbivudine,1,['tyzeka'],True
telisotuzumab vedotin-tllv,1,['emrelis'],True
telithromycin,2,"['ketek', 'levviax']",False
