Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
telmisartan,4,"['ach-telmisartan', 'ag-telmisartan', 'auro-telmisartan', 'bio-telmisartan', 'jamp telmisartan', 'micardis', 'micardis 40mg tab', 'micardis 80mg tab', 'micardis/pritor', 'mint-telmisartan', 'nra-telmisartan', 'pms-telmisartan', 'sandoz telmisartan', 'telmisartan', 'telmisartan actavis', 'telmisartan teva', 'telmisartan teva pharma', 'telmisartan; hydrochlorothiazide', 'teva-telmisartan', 'tolura']",False
telmisartan (telmisartan sodium); hydrochlorothiazide,1,['teva-telmisartan hctz'],True
telmisartan / amlodipine,1,"['onduarp', 'twynsta']",True
telmisartan / hydrochlorothiazide,1,['actelsar hct'],True
telmisartan/hydrochlorothiazide,1,['tolucombi'],True
telmisartan; amlodipine,1,['twynsta'],True
telmisartan; amlodipine (amlodipine besylate),1,"['apo-telmisartan-amlodipine', 'twynsta']",True
telmisartan; hydrochlorothiazide,1,"['ag telmisartan-hct', 'auro-telmisartan hctz', 'jamp telmisartan-hct', 'micardis plus', 'pro-telmisartan-hctz', 'sandoz telmisartan hct', 'telmisartan hctz', 'telmisartan/hctz']",True
telotristat ethyl,1,['xermelo'],True
telotristat ethyl (telotristat etiprate),1,['xermelo'],True
telotristat etiprate,1,['xermelo'],True
temazepam,1,['temazepam'],True
temozolomide,3,"['ach-temozolomide', 'jamp temozolomide', 'taro-temozolomide', 'temodal', 'temodar', 'temomedac', 'temozolomide', 'temozolomide hexal', 'temozolomide hospira', 'temozolomide sandoz', 'temozolomide sun', 'temozolomide teva', 'teva-temozolomide']",False
temsirolimus,2,"['temsirolimus', 'torisel']",True
tenapanor (tenapanor hydrochloride),1,['ibsrela'],True
tenapanor hydrochloride,2,"['ibsrela', 'phozevel', 'xphozah']",False
tenecteplase,2,['tnkase'],True
teneligliptin hydrobromide hydrate,1,['tenelia'],True
tenofovir alafenamide,2,"['tenofovir alafenamide', 'vemlidy']",False
tenofovir alafenamide (tenofovir alafenamide hemifumarate),1,['vemlidy'],True
tenofovir alafenamide (tenofovir alafenamide hemifumarate); cobicistat; emtricitabine; elvitegravir,1,['genvoya'],True
tenofovir alafenamide (tenofovir alafenamide hemifumarate); emtricitabine,1,['descovy'],True
tenofovir alafenamide (tenofovir alafenamide hemifumarate); emtricitabine; rilpivirine (rilpivirine hydrochloride),1,['odefsey'],True
tenofovir alafenamide fumarate,2,"['tenofovir alafenamide', 'tenofovir alafenamide fumarate', 'vemlidy']",True
tenofovir disoproxil,1,"['tenofovir disoproxil mylan', 'tenofovir disoproxil zentiva']",True
tenofovir disoproxil fumarate,3,"['ag-tenofovir', 'apo-tenofovir', 'auro-tenofovir', 'jamp-tenofovir', 'mint-tenofovir', 'mylan-tenofovir disoproxil', 'nat-tenofovir', 'pms-tenofovir', 'riva-tenofovir', 'tenofovir', 'tenofovir disoproxil fumarate', 'teva-tenofovir', 'viread']",True
tenofovir disoproxil fumarate / emtricitabine,1,['truvada'],True
tenofovir disoproxil fumarate / emtricitabine / elvitegravir / cobicistat,1,['stribild'],True
tenofovir disoproxil fumarate / emtricitabine / rilpivirine,1,['eviplera'],True
"tenofovir disoproxil fumarate, emtricitabine, elvitegravir, cobicistat",1,['stribild'],True
tenofovir disoproxil fumarate; efavirenz; emtricitabine,1,['mylan-efavirenz/emtricitabine/tenofovir disoproxil fumarate'],True
tenofovir disoproxil fumarate; emtricitabine,1,"['ag-emtricitabine / tenofovir disoproxil fumarate', 'jamp emtricitabine/tenofovir disoproxil fumarate', 'mint-emtricitabine/tenofovir']",True
tenofovir disoproxil fumarate; emtricitabine; efavirenz,1,['teva-efavirenz/emtricitabine/tenofovir'],True
tenofovir disoproxil fumarate; emtricitabine; rilpivirine,1,['eviplera'],True
teplizumab-mzwv,1,['tzield'],True
tepotinib,2,['tepmetko'],True
tepotinib (tepotinib hydrochloride),1,['tepmetko'],True
tepotinib as tepotinib hydrochloride monohydrate,1,['tepmetko'],True
tepotinib hydrochloride,1,['tepmetko'],True
tepotinib hydrochloride hydrate,1,['tepmetko'],True
teprotumumab-trbw,1,['tepezza'],True
terazosin (terazosin hydrochloride),1,"['apo-terazosin', 'pms-terazosin', 'teva-terazosin']",True
terazosin hydrochloride,1,"['terazosin hydrochloride', 'tezruly']",True
terbinafine,1,"['lamisil', 'lamisil at']",True
terbinafine (terbinafine hydrochloride),1,"['apo-terbinafine', 'auro-terbinafine', 'pms-terbinafine', 'terbinafine', 'terbinafine-250', 'teva-terbinafine']",True
terbinafine hydrochloride,2,"['lamisil', 'lamisil at', 'terbinafine hydrochloride']",True
terbutaline sulfate,1,['terbutaline sulfate'],True
terconazole,2,"['taro-terconazole', 'terconazole']",False
terephthalylidene dicamphor sulfonic acid; avobenzone; drometrizole trisiloxane; titanium dioxide; octisalate; bemotrizinol; homosalate,1,['ultra-hydrating uv lotion'],True
terephthalylidene dicamphor sulfonic acid; drometrizole trisiloxane; octocrylene; titanium dioxide; avobenzone,1,['moisturizing uv cream'],True
terephthalylidene dicamphor sulfonic acid; octisalate; drometrizole trisiloxane; homosalate; avobenzone; titanium dioxide; bemotrizinol,1,['anthelios dermo-kids 50+'],True
terephthalylidene dicamphor sulfonic acid; octisalate; octocrylene; avobenzone; drometrizole trisiloxane; homosalate,1,['spf 60 anthelios xl lotion'],True
teriflunomide,4,"['apo-teriflunomide', 'aubagio', 'aubagio/teriflunomide winthrop/teriflunomide sanofi', 'jamp teriflunomide', 'm-teriflunomide', 'mar-teriflunomide', 'nat-teriflunomide', 'pms-teriflunomide', 'sandoz teriflunomide', 'teriflunomide', 'teriflunomide accord', 'teriflunomide mylan', 'teva-teriflunomide']",False
teriparatide,5,"['apo-teriparatide injection', 'bonsity', 'forteo', 'kauliv', 'livogiva', 'movymia', 'osnuvo', 'qutavina', 'sondelbay', 'teriparatide', 'teriparatide lupin/teriparatide lapl/teriparatide gh', 'teriparatide sun', 'terrosa']",False
teriparatide (teriparatide acetate),1,['teva-teriparatide injection'],True
terlipressin,1,['lucassin'],True
terlipressin acetate,2,"['glypressin', 'terlivaz']",False
tesamorelin,1,['egrifta'],True
tesamorelin acetate,1,['egrifta'],True
testosterone,3,"['androderm', 'androgel', 'axiron', 'fortesta', 'intrinsa', 'natesto', 'striant', 'taro-testosterone gel', 'testim', 'testim 1%', 'testoderm tts', 'testosterone', 'vogelxo']",False
testosterone cypionate,2,"['azmiro', 'taro-testosterone cypionate injection', 'testosterone cypionate']",False
testosterone enanthate,2,"['testosterone enanthate', 'testosterone enanthate injection, usp', 'xyosted (autoinjector)']",False
testosterone undecanoate,2,"['aveed', 'jatenzo', 'kyzatrex', 'pms-testosterone', 'taro-testosterone', 'testosterone undecanoate', 'tlando']",False
tetanus immunoglobulin (human),1,['hypertet'],True
tetanus toxoid adsorbed; diphtheria toxoid adsorbed,1,['td adsorbed'],True
tetanus toxoid; pertussis toxoid; diphtheria toxoid; filamentous haemagglutinin; pertactin; fimbriae types 2 and 3 (fim),1,['adacel'],True
tetrabenazine,2,"['apo-tetrabenazine', 'nitoman', 'pms-tetrabenazine', 'tetrabenazine', 'xenazine']",False
tetracaine (tetracaine hydrochloride),1,['ametop gel 4%'],True
tetracaine hydrochloride,2,"['minims tetracaine hydrochloride', 'tetracaine hydrochloride']",False
tetracaine hydrochloride; benzocaine,1,['one touch topical anesthetic gel'],True
tetracycline hydrochloride,1,['tetracycline hydrochloride'],True
tetrahydrozoline hydrochloride,1,['original eye drops'],True
tetrahydrozoline hydrochloride; polyethylene glycol 400,1,['red eye triple action'],True
tetrahydrozoline hydrochloride; zinc sulfate,1,['8-symptom relief'],True
tetrakis [cu(mibi)4]bf4,1,"['draximage sestamibi', 'kit for the preparation of technetium tc 99m sestamibi injection']",True
tetrasodium pyrophosphate,1,"['kit for the preparation of technetium (99mtc) pyrophosphate injection', 'stannous pyp kit']",True
tetrofosmin,1,"['myoview', 'myoview 30ml']",True
tezacaftor / ivacaftor,1,['symkevi'],True
tezacaftor/ivacaftor,1,['symdeko'],True
tezacaftor; elexacaftor; ivacaftor,1,['trikafta'],True
tezacaftor; ivacaftor; elexacaftor,1,['trikafta'],True
tezepelumab,3,['tezspire'],True
tezepelumab-ekko,1,['tezspire'],True
thalidomide,4,"['thaled', 'thalidomide', 'thalidomide lipomed', 'thalidomide pharmion', 'thalomid']",False
thallium chloride(ti 201),1,['thallous chloride ti-201 injection'],True
thallous chloride tl-201,1,['thallous chloride tl 201'],True
theophylline,2,"['elixophyllin', 'elixophyllin sr', 'somophyllin-crt', 'theo er', 'theophylline', 'uni-dur']",False
thiamine hydrochloride,2,"['thiamiject injection - liq im iv 100mg/ml', 'thiamine hydrochloride']",False
thioridazine hydrochloride,1,['thioridazine hydrochloride'],True
thiotepa,3,"['tepadina', 'tepadina; tepadina and sodium chloride', 'tepylute', 'thiotepa', 'thiotepa for injection usp', 'thiotepa for injection, bp', 'thiotepa riemser']",False
thiothixene,1,['thiothixene'],True
thrombin (human); aprotinin (synthetic); sealer protein (human); calcium chloride,1,['tisseel'],True
thrombin (human); fibrinogen (human),1,['vistaseal'],True
thrombin alpha,1,['recothrom'],True
thyrotropin alfa,3,['thyrogen'],True
thyroxine sodium,1,"['eltroxin, aspen thyroxine, thyroxine aspen']",True
tiagabine hydrochloride,1,"['gabitril', 'tiagabine hydrochloride']",True
tiaprofenic acid,1,['teva-tiaprofenic acid'],True
tibolone,1,['tibella'],True
ticagrelor,4,"['ag-ticagrelor', 'apo-ticagrelor', 'brilinta', 'brilique', 'jamp ticagrelor', 'm-ticagrelor', 'possia', 'taro-ticagrelor', 'ticagrelor']",False
ticlopidine hydrochloride,1,['ticlopidine hydrochloride'],True
tigecycline,3,"['tigecycline', 'tigecycline accord', 'tygacil']",False
tildrakizumab,3,"['ilumetri', 'ilumya']",False
tildrakizumab-asmn,1,['ilumya'],True
tilmanocept,1,['lymphoseek'],True
tiludronate disodium,1,['skelid'],True
timolol,1,"['betimol', 'timolol']",True
timolol (timolol maleate),1,"['jamp-timolol', 'sandoz timolol', 'timolol maleate-ex', 'timoptic-xe']",True
timolol (timolol maleate); brimonidine tartrate,1,"['apo-brimonidine-timop', 'combigan', 'jamp brimonidine/timolol']",True
timolol (timolol maleate); brinzolamide,1,['azarga'],True
timolol (timolol maleate); dorzolamide (dorzolamide hydrochloride),1,"['act dorzotimolol', 'cosopt', 'cosopt preservative-free', 'jamp dorzolamide-timolol', 'm-dorzolamide-timolol', 'med-dorzolamide-timolol', 'sandoz dorzolamide/timolol']",True
timolol (timolol maleate); latanoprost,1,"['jamp-latanoprost/timolol', 'med-latanoprost-timolol', 'teva-latanoprost-timolol']",True
timolol (timolol maleate); travoprost,1,"['apo-travoprost-timop pq', 'duotrav pq']",True
timolol maleate,1,"['istalol', 'timolol maleate']",True
tinidazole,1,"['tindamax', 'tinidazole']",True
tinzaparin sodium,2,['innohep'],True
tioconazole,1,"['tioconazole', 'vagistat-1']",True
tiopronin,1,"['thiola ec', 'tiopronin']",True
tiotropium,1,['braltus'],True
tiotropium (tiotropium bromide monohydrate),1,"['apo-tiotropium', 'lupin-tiotropium', 'spiriva', 'spiriva respimat']",True
tiotropium bromide,2,"['spiriva', 'spiriva respimat', 'spiriva respimat / favint respimat', 'tiotropium bromide']",False
tiotropium bromide hydrate/olodaterol hydrochloride,1,['spiolto respimat'],True
tipiracil (tipiracil hydrochloride); trifluridine,1,['lonsurf'],True
tipiracil hydrochloride,1,"['lonsurf', 'tipiracil hydrochloride and trifluridine']",True
tipranavir,2,['aptivus'],True
tirabrutinib hydrochloride,1,['velexbru'],True
tiratricol,1,['emcitate'],True
tirbanibulin,4,"['klisyri', 'onakta']",False
tirofiban (tirofiban hydrochloride),1,['aggrastat'],True
tirofiban hydrochloride,1,"['aggrastat', 'tirofiban hydrochloride']",True
tirzepatide,5,"['mounjaro', 'mounjaro kwikpen', 'mounjaro; mounjaro (autoinjector)', 'zepbound; zepbound (autoinjector)']",False
tisagenlecleucel,2,['kymriah'],True
tislelizumab,3,"['tevimbra', 'tizveni']",True
tislelizumab-jsgr,1,['tevimbra'],True
tisotumab vedotin,1,['tivdak'],True
tisotumab vedotin-tftv,1,['tivdak'],True
titanium dioxide; bemotrizinol; bisoctrizole; avobenzone; octocrylene,1,['high protection spray spf 50+'],True
titanium dioxide; octinoxate,1,"['clinique repairwear laser focus line smoothing cream spf 15 combination oily to oily', 'double wear sheer long-wear makeup', 'fluid spf 15', 'teint lumière', 'weightless skin foundation spf 15']",True
titanium dioxide; octisalate; octinoxate,1,['clinique repairwear laser focus line smoothing cream spf 15 very dry to dry combination'],True
titanium dioxide; octocrylene; drometrizole trisiloxane; terephthalylidene dicamphor sulfonic acid; avobenzone,1,['ombrelle cream spf 60'],True
titanium dioxide; oxybenzone; avobenzone; octinoxate; octisalate,1,['dormer 211 spf 30'],True
titanium dioxide; zinc oxide; octinoxate,1,"['iope air cushion', 'superdefense city block daily energy + face protector spf 50']",True
titanium dioxide; zinc oxide; octisalate; octinoxate,1,['bb premium beauty balm'],True
tivozanib,1,['fotivda'],True
tivozanib hydrochloride,1,['fotivda'],True
tixagevimab + cilgavimab,1,['evusheld'],True
tixagevimab and cilgavimab,2,['evusheld'],True
"tixagevimab, cilgavimab",1,['evusheld'],True
tixagevimab/cilgavimab,1,['evusheld'],True
tizanidine (tizanidine hydrochloride),1,"['apo-tizanidine', 'mint-tizanidine']",True
tizanidine hydrochloride,1,"['ontralfy', 'tizanidine hydrochloride', 'zanaflex']",True
tobramycin,4,"['aktob', 'bethkis', 'kitabis pak', 'sandoz tobramycin', 'tobi', 'tobi podhaler', 'tobramycin', 'tobramycin pari', 'vantobra']",False
tobramycin (tobramycin sulfate),1,"['teva-tobramycin', 'tobi', 'tobramycin injection', 'tobramycin injection usp']",True
tobramycin sulfate,1,"['tobramycin sulfate', 'tobramycin sulfate (pharmacy bulk)']",True
tocilizumab,5,"['actemra', 'avtozma', 'roactemra', 'tofidence', 'tyenne']",False
tocilizumab-aazg,1,['tyenne'],True
tocilizumab-anoh,1,['avtozma'],True
tocilizumab-bavi,1,['tofidence'],True
tocofersolan,1,['vedrop'],True
tofacitinib,3,"['tofacitinib', 'xeljanz']",False
tofacitinib (tofacitinib citrate),1,"['auro-tofacitinib', 'jamp tofacitinib', 'pms-tofacitinib', 'taro-tofacitinib', 'taro-tofacitinib xr', 'xeljanz', 'xeljanz xr']",True
tofacitinib citrate,2,"['tofacitinib', 'tofacitinib citrate', 'xeljanz', 'xeljanz xr']",True
tofersen,3,['qalsody'],True
tolcapone,2,"['tasmar', 'tolcapone']",True
tolmetin sodium,1,['tolmetin sodium'],True
tolnaftate,1,"['flexitol medicated anti-fungal cream', 'foot care foam', 'footrenew', 'odor-eaters', 'tinactin chill deodorant powder spray', 'tinactin chill liquid spray', 'tolnaftate cream usp, 1%']",True
tolterodine tartrate,2,"['detrol', 'detrol la', 'jamp tolterodine', 'mint-tolterodine', 'sandoz tolterodine la', 'teva-tolterodine', 'teva-tolterodine la', 'tolterodine', 'tolterodine tartrate']",True
tolvaptan,5,"['jinarc', 'jynarque', 'samsca', 'tolvaptan', 'tolvaptan accord']",True
tolvaptan sodium phosphate,1,['samtasu'],True
topiramate,3,"['ach-topiramate', 'ag-topiramate', 'ag-topiramate tablets', 'apo-topiramate', 'auro-topiramate', 'eprontia', 'gln-topiramate', 'jamp topiramate tablets', 'jamp-topiramate', 'mint-topiramate', 'mylan-topiramate', 'nra-topiramate', 'pms-topiramate', 'pro-topiramate', 'qudexy xr', 'teva-topiramate', 'topamax', 'topamax 100mg', 'topamax 200mg', 'topamax 25mg', 'topamax; topamax sprinkle', 'topina', 'topiramate', 'trokendi xr']",False
topiroxostat,1,['topiloric'],True
topotecan,1,"['potactasol', 'topotecan actavis', 'topotecan eagle', 'topotecan hospira', 'topotecan teva']",True
topotecan (topotecan hydrochloride),1,"['teva-topotecan', 'topotecan hydrochloride for injection', 'topotecan injection']",True
topotecan hydrochloride,1,"['hycamtin', 'topotecan', 'topotecan hydrochloride']",True
toremifene citrate,1,"['fareston', 'toremifene citrate']",True
toripalimab,1,['loqtorzi'],True
toripalimab-tpzi,1,['loqtorzi'],True
torsemide,1,"['soaanz', 'torsemide']",True
tovorafenib,1,['ojemda'],True
tozinameran,1,"['comirnaty', 'comirnaty covid-19 vaccine']",True
tozinameran and famtozinameran,1,"['comirnaty original/omicron ba.4-5', 'comirnaty original/omicron ba.4-5 covid-19 vaccine']",True
tozinameran and riltozinameran,1,['comirnaty original /omicron ba.1 covid-19 vaccine'],True
tozinameran/famtozinameran,1,['comirnaty original/omicron ba.4-5'],True
tozinameranum,1,['comirnaty'],True
trabectedin,4,"['trabectedin', 'yondelis']",True
trafermin,1,['regroth dental kit'],True
tralokinumab,4,"['adbry', 'adtralza']",False
tramadol hydrochloride,2,"['apo-tramadol', 'auro-tramadol', 'conzip', 'durela', 'jamp tramadol hcl', 'mar-tramadol', 'qdolo', 'ralivia', 'rybix odt', 'ryzolt', 'taro-tramadol er', 'tramadol hydrochloride', 'tridural', 'ultram', 'ultram er', 'zytram xl']",False
tramadol hydrochloride / paracetamol,1,['zaldiar'],True
tramadol hydrochloride; acetaminophen,1,"['apo-tramadol/acet', 'jamp-acet-tramadol', 'mint-tramadol/acet', 'pms-tramadol-acet', 'taro-tramadol/acet']",True
trametinib,4,"['mekinist', 'spexotras']",True
trametinib and dabrafenib,1,['mekinist and tafinlar'],True
trametinib dimethyl sulfoxide,2,"['mekinist', 'trametinib dimethyl sulfoxide']",True
trametinib; trametinib dimethyl sulfoxide,1,['mekinist'],True
trandolapril,2,"['auro-trandolapril', 'mavik', 'pms-trandolapril', 'sandoz trandolapril', 'tarka', 'teva-trandolapril', 'trandolapril', 'trandolapril and verapamil hydrochloride']",True
tranexamic acid,3,"['cyklokapron', 'cyklokapron 100 mg/ml', 'cyklokapron 500 mg', 'gd-tranexamic acid', 'lysteda', 'm-tranexamic acid', 'mar-tranexamic acid', 'tranexamic acid', 'tranexamic acid injection', 'tranexamic acid injection bp', 'tranexamic acid tablets']",False
tranylcypromine (tranylcypromine sulfate),1,['m-tranylcypromine'],True
tranylcypromine sulfate,1,['tranylcypromine sulfate'],True
trastuzumab,5,"['herceptin', 'herceptin sc', 'hervelous', 'herwenda', 'herzuma', 'kanjinti', 'ogivri', 'ontruzant', 'trastucip and tuzucip', 'trazimera', 'tuznue', 'zercepac']",False
