Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
podofilox,condylox,1,1,True
podofilox,podofilox,1,1,True
polatuzumab vedotin,polivy,4,4,True
polatuzumab vedotin-piiq,polivy,1,1,True
polidocanol,asclera,1,1,True
polidocanol,varithena,1,1,True
polihexanide,akantior,1,1,True
poliovirus type 1 mahoney (inactivated); diphtheria toxoid; poliovirus type 3 saukett (inactivated); pertussis toxoid; hepatitis b surface antigen (recombinant); tetanus toxoid; poliovirus type 2 mef1 (inactivated); haemophilus influenzae type b-prp; tetanus toxoid adsorbed; pertactin; filamentous haemagglutinin,infanrix hexa,1,1,True
poliovirus type 2 mef1 (inactivated); haemophilus influenzae type b-prp; poliovirus type 3 saukett (inactivated); filamentous haemagglutinin; pertussis toxoid; tetanus protein; fimbriae; poliovirus type 1 mahoney (inactivated); diphtheria toxoid; pertactin; tetanus toxoid,pentacel,1,1,True
poliovirus type 2 mef1 (inactivated); poliovirus type 3 saukett (inactivated); poliovirus type 1 mahoney (inactivated),imovax polio,1,1,True
poliovirus type 3 saukett (inactivated); pertussis toxoid; filamentous haemagglutinin; poliovirus type 1 mahoney (inactivated); tetanus toxoid; fimbriae types 2 and 3 (fim); pertactin; poliovirus type 2 mef1 (inactivated); diphtheria toxoid,adacel-polio,1,1,True
pollen,allergenic extract - pollens,1,1,True
pollen,non standardized allergenic extracts - pollens,1,1,True
polyethylene glycol 3350,clearlax,1,2,False
polyethylene glycol 3350,clenz-lyte,1,2,False
polyethylene glycol 3350,comfilax,1,2,False
polyethylene glycol 3350,emolax,1,2,False
polyethylene glycol 3350,glycolax,1,2,False
polyethylene glycol 3350,hydralax,1,2,False
polyethylene glycol 3350,lax-a-day,1,2,False
polyethylene glycol 3350,lax-a-day pharma,1,2,False
polyethylene glycol 3350,lax-lyte with flavor packs,1,2,False
polyethylene glycol 3350,m-peg 3350,1,2,False
polyethylene glycol 3350,miralax,1,2,False
polyethylene glycol 3350,peg 3350,1,2,False
polyethylene glycol 3350,peg 3350 and electrolytes,1,2,False
polyethylene glycol 3350,"peg-3350, potassium chloride, sodium bicarbonate, sodium chloride",1,2,False
polyethylene glycol 3350,polyethylene glycol 3350,1,2,False
polyethylene glycol 3350,polyethylene glycol 3350 and electrolytes,1,2,False
polyethylene glycol 3350,polyethylene glycol 3350; sodium chloride; sodium bicarbonate; potassium chloride; bisacodyl,1,2,False
polyethylene glycol 3350,relaxa,1,2,False
polyethylene glycol 3350,restoralax,1,2,False
polyethylene glycol 3350,trilyte,1,2,False
polyethylene glycol 400; povidone; dextran 70; tetrahydrozoline hydrochloride,advanced relief eye drops,1,1,True
polyethylene glycol 400; tetrahydrozoline hydrochloride,red eye workplace,1,1,True
polyethylene glycol-treated human normal immunoglobulin,kenketu glovenin-i,1,1,True
polymyxin b (polymyxin b sulfate); bacitracin zinc,polysporin antibiotic ointment,1,1,True
polymyxin b (polymyxin b sulfate); bacitracin; lidocaine hydrochloride,ozonol antibiotics plus,1,1,True
polymyxin b (polymyxin b sulfate); gramicidin,polysporin eye and ear drops sterile,1,1,True
polymyxin b (polymyxin b sulfate); gramicidin; lidocaine; bacitracin zinc,polysporin complete,1,1,True
polymyxin b sulfate,polymyxin b sulfate,1,1,True
polymyxin b sulfate,trimethoprim sulfate and polymyxin b sulfate,1,1,True
polymyxin b sulfate; bacitracin zinc,antibiotic ointment usp,1,1,True
polymyxin b sulfate; bacitracin zinc,polyderm ointment usp,1,1,True
polymyxin b sulfate; gramicidin,soothe antibiotic drops,1,1,True
polymyxin b sulfate; trimethoprim (trimethoprim sulfate),sandoz polytrimethoprim,1,1,True
"polysaccharida neisseriae meningitidis (a, c, w-135, y) conjugatum cum toxoidum tetani",menquadfi,1,1,True
polyvinyl alcohol,refresh,1,1,True
pomalidomide,apo-pomalidomide,1,5,False
pomalidomide,jamp pomalidomide,1,5,False
pomalidomide,nat-pomalidomide,1,5,False
pomalidomide,pomalidomide,1,5,False
pomalidomide,pomalidomide accord,1,5,False
pomalidomide,pomalidomide celgene,1,5,False
pomalidomide,pomalidomide krka,1,5,False
pomalidomide,pomalidomide teva,1,5,False
pomalidomide,pomalidomide viatris,1,5,False
pomalidomide,pomalidomide zentiva,1,5,False
pomalidomide,pomalyst,4,5,False
pomalidomide,reddy-pomalidomide,1,5,False
pomalidomide,sandoz pomalidomide,1,5,False
ponatinib,iclusig,2,2,True
ponatinib (ponatinib hydrochloride),iclusig,1,1,True
ponatinib hydrochloride,iclusig,1,1,True
ponatinib hydrochloride,ponatinib hydrochloride,1,1,True
ponesimod,ponvory,5,5,True
poractant alfa,curosurf,2,2,True
porcine secretin,porcine secretin,1,1,True
porfimer sodium,photofrin,1,1,True
posaconazole,gln-posaconazole,1,3,False
posaconazole,jamp posaconazole,1,3,False
posaconazole,mint-posaconazole,1,3,False
posaconazole,noxafil,1,3,False
posaconazole,noxafil powdermix kit,1,3,False
posaconazole,posaconazole,1,3,False
posaconazole,posaconazole accord,1,3,False
posaconazole,posaconazole ahcl,1,3,False
posaconazole,posanol,1,3,False
posaconazole,sandoz posaconazole,1,3,False
posaconazole,taro-posaconazole,1,3,False
potassium acetate,potassium acetate,1,2,False
potassium acetate,potassium acetate injection usp,1,2,False
potassium chloride,klor-con,1,2,False
potassium chloride,klor-con m10; klor-con m15; klor-con m20,1,2,False
potassium chloride,pokonza; potassium chloride,1,2,False
potassium chloride,potassium chloride,1,2,False
potassium chloride,potassium chloride 0.149% in sodium chloride 0.45% in plastic container,1,2,False
potassium chloride,potassium chloride 0.15% in sodium chloride 0.45%; potassium chloride 0.15% in sodium chloride 0.9%; potassium chloride 0.3% and sodium chloride 0.9%,1,2,False
potassium chloride,potassium chloride 10meq; potassium chloride 20meq; potassium chloride 40meq,1,2,False
potassium chloride,potassium chloride for hemodialysis 7.55,1,2,False
potassium chloride,potassium chloride for injection concentrate,1,2,False
potassium chloride,potassium chloride for injection concentrate usp,1,2,False
potassium chloride,potassium chloride injection,1,2,False
potassium chloride; calcium chloride; acetic acid; magnesium chloride; dextrose; sodium chloride,acid concentrate a1242,1,1,True
potassium chloride; calcium chloride; magnesium chloride; sodium chloride; acetic acid; dextrose,acid concentrate d12291,1,1,True
potassium chloride; dextrose; magnesium chloride; calcium chloride; sodium chloride; acetic acid,acid concentrate d12302,1,1,True
potassium chloride; dextrose; magnesium chloride; sodium chloride; acetic acid; calcium chloride,naturalyte h-616,1,1,True
potassium chloride; dextrose; sodium chloride; acetic acid; calcium chloride; magnesium chloride,acid concentrate a1224,1,1,True
potassium chloride; dextrose; sodium chloride; acetic acid; magnesium chloride; calcium chloride,acid concentrate a1245,1,1,True
potassium chloride; disodium phosphate; sodium acetate; magnesium chloride; sodium chloride; sodium citrate; sodium phosphate monobasic,ssp+,1,1,True
potassium chloride; magnesium chloride; calcium chloride; sodium lactate; dextrose; sodium chloride,nxstage pureflow solution rfp-209-can,1,1,True
potassium chloride; magnesium chloride; dextrose; calcium chloride; sodium chloride; acetic acid,naturalyte h-260,1,1,True
potassium chloride; magnesium chloride; sodium chloride; acetic acid; dextrose; calcium chloride,acid concentrate a1246,1,1,True
potassium chloride; sodium chloride,potassium chloride in sodium chloride injection usp,1,1,True
potassium chloride; sodium chloride; dextrose,0.15% potassium chloride in 5% dextrose and 0.20% sodium chloride injection usp,1,1,True
potassium chloride; sodium chloride; polyethylene glycol 3350; sodium ascorbate; sodium sulfate anhydrous; ascorbic acid,moviprep,1,1,True
potassium chloride; sodium gluconate; magnesium chloride; sodium chloride; sodium acetate,plasma-lyte a injection,1,1,True
potassium citrate,potassium citrate,1,2,False
potassium citrate,urocit-k,1,2,False
potassium citrate / potassium hydrogen carbonate,sibnayal,1,1,True
potassium iodide,potassium iodide,1,1,True
potassium iodide,thyrosafe,1,1,True
potassium iodide,thyroshield,1,1,True
"potassium phosphate, dibasic",potassium phosphates,1,1,True
"potassium phosphate, dibasic",potassium phosphates in 0.9% sodium chloride,1,1,True
"potassium phosphate, dibasic",potassium phosphates; potassium phosphates in 0.9% sodium chloride,1,1,True
povidone; polyvinyl alcohol,murine,1,1,True
povidone; tetrahydrozoline hydrochloride; polyvinyl alcohol,clear eyes triple action relief,1,1,True
pozelimab-bbfg,veopoz,1,1,True
prabotulinum toxin a,nuceiva,1,1,True
prabotulinumtoxina,nuceiva,1,1,True
prabotulinumtoxina-xvfs,jeuveau,1,1,True
pralatrexate,folotyn,4,4,True
pralatrexate,pralatrexate,1,4,False
pralsetinib,gavreto,4,4,True
pramipexole,oprymea,1,1,True
pramipexole,pramipexole accord,1,1,True
pramipexole,pramipexole teva,1,1,True
pramipexole dihydrochloride,mirapex,1,1,True
pramipexole dihydrochloride,mirapex er,1,1,True
pramipexole dihydrochloride,pramipexole dihydrochloride,1,1,True
pramipexole dihydrochloride monohydrate,act pramipexole,1,1,True
pramipexole dihydrochloride monohydrate,apo-pramipexole,1,1,True
pramipexole dihydrochloride monohydrate,auro-pramipexole,1,1,True
pramipexole dihydrochloride monohydrate,mirapex,1,1,True
pramipexole dihydrochloride monohydrate,pramipexole,1,1,True
pramipexole dihydrochloride monohydrate,sandoz pramipexole,1,1,True
pramlintide acetate,symlin,1,1,True
pramoxine hydrochloride,itch relief moisturizing cream,1,1,True
pramoxine hydrochloride,itch relief moisturizing lotion,1,1,True
pramoxine hydrochloride; calamine,aveeno anti-itch lotion,1,1,True
pramoxine hydrochloride; hydrocortisone acetate; zinc sulfate,proctodan-hc ointment,1,1,True
pramoxine hydrochloride; menthol; dimethicone,gold bond anti-itch lotion,1,1,True
pramoxine hydrochloride; zinc acetate,polysporin itch relief,1,1,True
prasterone,intrarosa,4,4,True
prasugrel,efient,1,1,True
prasugrel,prasugrel mylan,1,1,True
prasugrel (prasugrel hydrochloride),jamp prasugrel,1,1,True
prasugrel hydrochloride,effient,1,2,False
prasugrel hydrochloride,efient,1,2,False
prasugrel hydrochloride,prasugrel,1,2,False
prasugrel hydrochloride,prasugrel hydrochloride,1,2,False
pravastatin sodium,ach-pravastatin,1,2,False
pravastatin sodium,ag-pravastatin,1,2,False
pravastatin sodium,apo-pravastatin,1,2,False
pravastatin sodium,auro-pravastatin,1,2,False
pravastatin sodium,bio-pravastatin,1,2,False
pravastatin sodium,jamp-pravastatin,1,2,False
pravastatin sodium,m-pravastatin,1,2,False
pravastatin sodium,mar-pravastatin,1,2,False
pravastatin sodium,mint-pravastatin,1,2,False
pravastatin sodium,pms-pravastatin,1,2,False
pravastatin sodium,pravastatin,1,2,False
pravastatin sodium,pravastatin sodium,1,2,False
pravastatin sodium,pro-pravastatin,1,2,False
pravastatin sodium,sandoz pravastatin tablets,1,2,False
pravastatin sodium,taro-pravastatin,1,2,False
pravastatin sodium,teva-pravastatin,1,2,False
praziquantel,biltricide,1,2,False
praziquantel,praziquantel,1,2,False
prazosin hydrochloride,prazosin hydrochloride,1,1,True
prednicarbate,dermatop emollient cream,1,2,False
prednicarbate,prednicarbate,1,2,False
prednisolone,prednisolone,1,1,True
prednisolone (prednisolone sodium phosphate),pms-prednisolone,1,1,True
prednisolone acetate,flo-pred,1,1,True
prednisolone acetate,prednisolone acetate,1,1,True
prednisolone acetate,sterane,1,1,True
prednisolone sodium phosphate,minims prednisolone sodium phosphate,1,2,False
prednisolone sodium phosphate,orapred,1,2,False
prednisolone sodium phosphate,orapred odt,1,2,False
prednisolone sodium phosphate,prednisolone sodium phosphate,1,2,False
prednisolone sodium phosphate,sulfacetamide sodium and prednisolone sodium phosphate,1,2,False
prednisolone sodium phosphate,sulster,1,2,False
prednisone,lodotra,1,2,False
prednisone,prednisone,1,2,False
prednisone,rayos,1,2,False
pregabalin,ach-pregabalin,1,3,False
pregabalin,ag-pregabalin,1,3,False
pregabalin,apo-pregabalin,1,3,False
pregabalin,auro-pregabalin,1,3,False
pregabalin,bio-pregabalin,1,3,False
pregabalin,jamp-pregabalin,1,3,False
pregabalin,lyrica,3,3,True
pregabalin,lyrica cr,1,3,False
pregabalin,m-pregabalin,1,3,False
pregabalin,mar-pregabalin,1,3,False
pregabalin,mint-pregabalin,1,3,False
pregabalin,nat-pregabalin,1,3,False
pregabalin,nra-pregabalin,1,3,False
pregabalin,pms-pregabalin,1,3,False
pregabalin,pregabalin,2,3,False
pregabalin,pregabalin accord,1,3,False
pregabalin,pregabalin mylan,1,3,False
pregabalin,pregabalin mylan pharma,1,3,False
pregabalin,pregabalin pfizer,1,3,False
pregabalin,pregabalin sandoz,1,3,False
pregabalin,pregabalin sandoz gmbh,1,3,False
pregabalin,pregabalin zentiva,1,3,False
pregabalin,riva-pregabalin,1,3,False
pregabalin,sandoz pregabalin,1,3,False
pregabalin,taro-pregabalin,1,3,False
pregabalin,teva-pregabalin,1,3,False
"prepandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted)",prepandrix,1,1,True
"prepandemic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",aflunov,1,1,True
"prepandemic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)","prepandemic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted) novartis vaccines and diagnostic",1,1,True
pretomanid,pretomanid,1,2,False
pretomanid,pretomanid fgk,1,2,False
prilocaine hydrochloride,4% citanest plain dental,1,2,False
prilocaine hydrochloride,prilocaine hydrochloride,1,2,False
primaquine phosphate,primaquine phosphate,1,1,True
primidone,primidone,1,1,True
probenecid,orlynvah,1,1,True
probenecid,probenecid,1,1,True
procainamide hydrochloride,procainamide hydrochloride,1,2,False
procainamide hydrochloride,procainamide hydrochloride injection usp,1,2,False
procainamide hydrochloride,procan sr,1,2,False
procainamide hydrochloride,procanbid,1,2,False
prochlorperazine,compro,1,1,True
prochlorperazine,prochlorperazine,1,1,True
prochlorperazine (prochlorperazine maleate),prochlorazine,1,1,True
prochlorperazine edisylate,prochlorperazine edisylate,1,1,True
prochlorperazine maleate,compazine,1,1,True
prochlorperazine maleate,prochlorperazine maleate,1,1,True
prochlorperazine maleate,procomp,1,1,True
progesterone,act progesterone injection,1,3,False
progesterone,auro-progesterone,1,3,False
progesterone,crinone,2,3,False
progesterone,endometrin,2,3,False
progesterone,endometrin pessaries,1,3,False
progesterone,milprosa,1,3,False
progesterone,oripro,1,3,False
progesterone,pms-progesterone,1,3,False
progesterone,progesterone,2,3,False
progesterone,"progesterone injection, usp",1,3,False
progesterone,prometrium,2,3,False
progesterone,prometrium / utrogestan,1,3,False
progesterone,reddy-progesterone,1,3,False
progesterone,teva-progesterone,1,3,False
progesterone,utrogestan 200,1,3,False
proguanil hydrochloride; atovaquone,atovaquone and proguanil hydrochloride tablets,1,1,True
proguanil hydrochloride; atovaquone,mylan-atovaquone/proguanil,1,1,True
proguanil hydrochloride; atovaquone,teva-atovaquone proguanil,1,1,True
proline; threonine; dl-methionine; tyrosine; glutamic acid; leucine; alanine; isoleucine; glycine; phenylalanine; serine; l-aspartic acid; tryptophan; lysine (lysine acetate); histidine; valine; arginine,20% prosol,1,1,True
promethazine hydrochloride,promethazine hydrochloride,1,1,True
propafenone hydrochloride,apo-propafenone,1,2,False
propafenone hydrochloride,mylan-propafenone,1,2,False
propafenone hydrochloride,propafenone hydrochloride,1,2,False
propafenone hydrochloride,rythmol sr,1,2,False
proparacaine hydrochloride,proparacaine hydrochloride,1,1,True
propiverine hydrochloride,mictoryl,1,1,True
propiverine hydrochloride,mictoryl pediatric,1,1,True
"propiverinum, propiverini hydrochloridum",mictonorm,1,1,True
propofol,propofol,1,2,False
propofol,propofol injection,1,2,False
propoxyphene hydrochloride,propoxyphene hydrochloride,1,1,True
propranolol,hemangiol,1,1,True
propranolol (propranolol hydrochloride),hemangiol,1,1,True
propranolol hydrochloride,hemangeol,1,4,False
propranolol hydrochloride,hemangiol,2,4,False
propranolol hydrochloride,innopran xl,1,4,False
propranolol hydrochloride,lupin-propranolol la,1,4,False
propranolol hydrochloride,propranolol hydrochloride,1,4,False
propranolol hydrochloride,propranolol hydrochloride injection usp,1,4,False
propranolol hydrochloride,prz-propranolol,1,4,False
propylene glycol; glycerine,lubricant eye drops/ artificial tears,1,1,True
propylene glycol; glycerine,soothe dry eyes,1,1,True
propylene glycol; macrogol,rhinaris nasal mist,1,1,True
propylthiouracil,halycil,1,2,False
propylthiouracil,propylthiouracil,1,2,False
propylthiouracil,propylthiouracil tablets,1,2,False
protamine sulfate,protamine sulfate injection usp,1,1,True
protease; amylase; lipase,creon minimicrospheres micro,1,1,True
protease; amylase; lipase,pancrease mt 2,1,1,True
protease; lipase; amylase,viokace,1,1,True
protein c; protein s; coagulation factor vii (human); coagulation factor x (human); coagulation factor ix (human); coagulation factor ii (human),beriplex p/n 1000,1,1,True
protriptyline hydrochloride,protriptyline hydrochloride,1,1,True
protriptyline hydrochloride,vivactil,1,1,True
prucalopride,prucalopride,1,3,False
prucalopride,resolor,1,3,False
prucalopride,resotrans,1,3,False
prucalopride (prucalopride succinate),apo-prucalopride,1,1,True
prucalopride (prucalopride succinate),jamp prucalopride,1,1,True
prucalopride (prucalopride succinate),nra-prucalopride,1,1,True
prucalopride (prucalopride succinate),resotran,1,1,True
prucalopride succinate,motegrity,1,1,True
prucalopride succinate,prucalopride succinate,1,1,True
pseudoephedrine hydrochloride,pseudoephedrine hydrochloride,1,1,True
pseudoephedrine hydrochloride; acetaminophen,cold and sinus daytime relief,1,1,True
pseudoephedrine hydrochloride; acetaminophen,extra strength head cold and sinus,1,1,True
pseudoephedrine hydrochloride; acetaminophen,sinus medication daytime relief,1,1,True
pseudoephedrine hydrochloride; acetaminophen; chlorpheniramine maleate,children's tylenol cold,1,1,True
pseudoephedrine hydrochloride; acetaminophen; chlorpheniramine maleate; dextromethorphan hydrobromide; guaifenesin,"extra strength tylenol complete cold, cough & flu plus mucus relief nighttime",1,1,True
pseudoephedrine hydrochloride; acetaminophen; dextromethorphan hydrobromide,buckleys cold & sinus,1,1,True
pseudoephedrine hydrochloride; acetaminophen; diphenhydramine hydrochloride,"nighttime flu, cough & cold complete relief extra strength",1,1,True
pseudoephedrine hydrochloride; acetaminophen; doxylamine succinate,sinus medication day & night,1,1,True
pseudoephedrine hydrochloride; acetaminophen; guaifenesin; dextromethorphan hydrobromide,"tylenol complete cold, cough & flu plus mucus relief",1,1,True
pseudoephedrine hydrochloride; acetaminophen; guaifenesin; dextromethorphan hydrobromide; diphenhydramine hydrochloride,cold & flu-in-one,1,1,True
pseudoephedrine hydrochloride; cetirizine hydrochloride,reactine complete,1,1,True
pseudoephedrine hydrochloride; chlorpheniramine maleate; ibuprofen,cold + sinus plus,1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; acetaminophen,"buckley's complete extra strength cough, cold & flu day",1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; acetaminophen; chlorpheniramine maleate,"children's tylenol complete cold, cough & fever",1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; acetaminophen; doxylamine succinate; guaifenesin,buckley's complete 24 hour pack,1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; acetaminophen; guaifenesin,"benylin extra strength all-in-one cough, cold & flu",1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; guaifenesin; acetaminophen,benylin extra strength mucus & phlegm plus cold relief,1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; guaifenesin; acetaminophen,buckley's complete + mucus relief,1,1,True
pseudoephedrine hydrochloride; dextromethorphan hydrobromide; guaifenesin; acetaminophen,complete daytime liquid capsules,1,1,True
pseudoephedrine hydrochloride; diphenhydramine hydrochloride; acetaminophen,"benylin extra strength all-in-one cold, flu & cough night",1,1,True
pseudoephedrine hydrochloride; diphenhydramine hydrochloride; acetaminophen,extra strength sinutab sinus nighttime,1,1,True
pseudoephedrine hydrochloride; guaifenesin; acetaminophen; dextromethorphan hydrobromide,"extra strength tylenol complete cold, cough & flu daytime",1,1,True
pseudoephedrine hydrochloride; ibuprofen,advil cold & sinus liqui-gels,1,1,True
pseudoephedrine hydrochloride; ibuprofen; chlorpheniramine maleate,cold + sinus daytime cold + sinus nighttime,1,1,True
pseudoephedrine hydrochloride; triprolidine hydrochloride; codeine phosphate,teva-cotridin,1,1,True
pseudoephedrine sulfate; loratadine,claritin allergy + sinus extra strength,1,1,True
"purified antigen fractions of inactivated split virion a/indonesia/05/2005 (h5n1), as03 adjuvanted",prepandrix,1,1,True
purified water,pur-wash,1,1,True
pyrantel (pyrantel pamoate),jamp-pyrantel pamoate,1,1,True
pyrantel (pyrantel pamoate),jamp-pyrantel pamoate suspension,1,1,True
pyrantel (pyrantel pamoate),riva-pyrantel pamoate,1,1,True
pyrazinamide,pyrazinamide,1,1,True
pyrethrins; piperonyl butoxide,r & c shampoo with conditioner,1,1,True
pyridostigmine bromide,jamp pyridostigmine bromide,1,2,False
pyridostigmine bromide,pyridostigmine bromide,1,2,False
pyridostigmine bromide,riva-pyridostigmine,1,2,False
pyridoxine hydrochloride,pyridoxine hydrochloride,1,2,False
pyridoxine hydrochloride,"pyridoxine hydrochloride injection, usp",1,2,False
pyridoxine hydrochloride; doxylamine succinate,alog-doxylamine/pyridoxine,1,1,True
pyridoxine hydrochloride; doxylamine succinate,apo-doxylamine/b6,1,1,True
pyridoxine hydrochloride; doxylamine succinate,pms-doxylamine-pyridoxine,1,1,True
pyrilamine maleate; acetaminophen; pamabrom,midol pms,1,1,True
pyrimethamine,pyrimethamine,1,1,True
pyrithione zinc,anti-dandruff 2 in 1,1,1,True
pyrithione zinc,anti-dandruff antipelliculaire 2 in 1,1,1,True
pyrithione zinc,anti-dandruff hydrating conditioner,1,1,True
pyrithione zinc,anti-dandruff hydrating shampoo,1,1,True
pyrithione zinc,bare minimal ingredients shampoo pure clean,1,1,True
pyrithione zinc,bare minimal ingredients shampoo soothing hydration,1,1,True
pyrithione zinc,cleansing nettoyant dandruff pyrithione zinc shampoo,1,1,True
pyrithione zinc,dove derma+care scalp anti-dandruff dryness & itch relief,1,1,True
pyrithione zinc,dove men+care derma+care scalp anti-dandruff dryness & itch relief 2 in 1,1,1,True
pyrithione zinc,dove men+care derma+care scalp anti-dandruff gentle clean 2 in 1,1,1,True
pyrithione zinc,dove men+care fortifying shampoo + conditioner anti-dandruff 2 in 1,1,1,True
pyrithione zinc,green apple pomme verte dandruff pyrithione zinc shampoo,1,1,True
pyrithione zinc,green apple pomme verte dandruff pyrithione zinc shampoo & conditioner,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff conditioner classic clean,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff conditioner dry scalp care,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff conditioner green apple,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff conditioner smooth & silky,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff shampoo deep moisture,1,1,True
pyrithione zinc,head & shoulders pyrithione zinc dandruff shampoo deep moisture 2in1,1,1,True
pyrithione zinc,itch relief scalp mist,1,1,True
pyrithione zinc,original / originale dandruff pyrithione zinc shampoo & conditioner,1,1,True
pyrithione zinc,pyrithione zinc dandruff conditioner sulfate free shea butter,1,1,True
pyrithione zinc,pyrithione zinc dandruff conditioner suprême clarify & volumize,1,1,True
pyrithione zinc,pyrithione zinc dandruff conditioner suprême colour protect,1,1,True
pyrithione zinc,pyrithione zinc dandruff conditioner suprême nourish,1,1,True
pyrithione zinc,pyrithione zinc dandruff conditioner suprême purify & hydrate,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo 2in1 men eucalyptus & neem,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo 2in1 men full & thick,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo 2in1 men lavender mint,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo 2in1 men refreshing menthol,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo 2in1 men sandalwood,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo and conditioner classic clean 2 in 1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo apple cider vinegar,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo avocado oil,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo avocado oil 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo citrus,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo citrus breeze,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo classic clean,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo classic clean 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo deep scalp cleanse,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo deep scalp cleanse 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo deep scalp hydration,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo deep scalp hydration 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo dry scalp care,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo dry scalp care 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo ginger 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo green apple,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo green apple 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo hydrating coconut,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo hydrating coconut 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo itchy scalp care,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo itchy scalp care 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo lemon oil 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men 2in1 fiji,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men 2in1 pure sport,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men 2in1 swagger,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men pure sport,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men refreshing menthol,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo men swagger,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo refresh,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo scalp care,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo smooth & silky,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo smooth & silky 2in1,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo sulfate free shea butter,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo suprême clarify & volumize,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo suprême colour protect,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo suprême nourish,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo suprême purify & hydrate,1,1,True
pyrithione zinc,pyrithione zinc dandruff shampoo tea tree oil,1,1,True
pyrithione zinc,scalp calming treatment,1,1,True
pyrithione zinc,scalp relief,1,1,True
pyrithione zinc,scalpsync anti-dandruff,1,1,True
pyrithione zinc,selsun blue anti-dandruff shampoo,1,1,True
pyrithione zinc,tea tree oil 2in1,1,1,True
quadrivalent human papillomavirus recombinant vaccine,gardasil,1,1,True
quadrivalent influenza vaccine,flucelvax quad,1,1,True
quetiapine,"seroquel, seroquel xr",1,1,True
quetiapine (quetiapine fumarate),ach-quetiapine,1,1,True
quetiapine (quetiapine fumarate),ach-quetiapine fumarate xr,1,1,True
quetiapine (quetiapine fumarate),act quetiapine,1,1,True
quetiapine (quetiapine fumarate),ag-quetiapine,1,1,True
quetiapine (quetiapine fumarate),ag-quetiapine fumarate,1,1,True
quetiapine (quetiapine fumarate),ag-quetiapine xr,1,1,True
