Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
levodopa; carbidopa (carbidopa monohydrate),duodopa,1,1,True
levodropropizine,levocalm,1,1,True
levofloxacin,iquix,1,3,False
levofloxacin,levaquin,1,3,False
levofloxacin,levaquin; levaquin in dextrose 5% in plastic container,1,3,False
levofloxacin,levofloxacin,1,3,False
levofloxacin,levofloxacin in 5% dextrose injection,1,3,False
levofloxacin,levofloxacin in dextrose 5% in plastic container,1,3,False
levofloxacin,levofloxacin; dextrose,1,3,False
levofloxacin,quinsair,1,3,False
levofloxacin,quixin,1,3,False
levofloxacin (levofloxacin hemihydrate),act levofloxacin,1,1,True
levofloxacin (levofloxacin hemihydrate),apo-levofloxacin,1,1,True
levofloxacin (levofloxacin hemihydrate),jamp levofloxacin,1,1,True
levofloxacin (levofloxacin hemihydrate),levofloxacin,1,1,True
levofloxacin (levofloxacin hemihydrate),quinsair,1,1,True
levofloxacin (levofloxacin hemihydrate),sandoz levofloxacin,1,1,True
levoketoconazole,recorlev,1,1,True
levoleucovorin,khapzory,1,1,True
levoleucovorin calcium,fusilev,1,1,True
levoleucovorin calcium,levoleucovorin calcium,1,1,True
levomenthol; dichlorobenzyl alcohol; amylmetacresol,cepacol sensations sore throat & blocked nose,1,1,True
levomilnacipran,fetzima,1,2,False
levomilnacipran,levomilnacipran,1,2,False
levomilnacipran (levomilnacipran hydrochloride),fetzima,1,1,True
levomilnacipran hydrochloride,fetzima,1,1,True
levomilnacipran hydrochloride,levomilnacipran hydrochloride,1,1,True
levonorgestrel,athentia next,1,3,False
levonorgestrel,backup plan onestep,1,3,False
levonorgestrel,contingency one,1,3,False
levonorgestrel,fallback solo,1,3,False
levonorgestrel,her style,1,3,False
levonorgestrel,jadelle,1,3,False
levonorgestrel,jaydess,1,3,False
levonorgestrel,kyleena,3,3,True
levonorgestrel,levonorgestrel,1,3,False
levonorgestrel,liletta,1,3,False
levonorgestrel,mirena,2,3,False
levonorgestrel,opcicon one-step,1,3,False
levonorgestrel,plan b,2,3,False
levonorgestrel,plan b one-step,1,3,False
levonorgestrel,skyla,1,3,False
levonorgestrel/ethinyloestradiol,seasonique,1,1,True
levonorgestrel; ethinyl estradiol,alesse 28,1,1,True
levonorgestrel; ethinyl estradiol,alysena 28,1,1,True
levonorgestrel; ethinyl estradiol,aviane 21,1,1,True
levonorgestrel; ethinyl estradiol,min-ovral 28,1,1,True
levonorgestrel; ethinyl estradiol,ovima 21,1,1,True
levonorgestrel; ethinyl estradiol,ovima 28,1,1,True
levonorgestrel; ethinyl estradiol,portia 28,1,1,True
levonorgestrel; ethinyl estradiol,seasonale,1,1,True
levonorgestrel; ethinyl estradiol,seasonique,1,1,True
levorphanol tartrate,levorphanol tartrate,1,1,True
levothyroxine sodium,apo-levothyroxine,1,2,False
levothyroxine sodium,eltroxin,1,2,False
levothyroxine sodium,ermeza,1,2,False
levothyroxine sodium,euthyrox,1,2,False
levothyroxine sodium,levo-t,1,2,False
levothyroxine sodium,levolet,1,2,False
levothyroxine sodium,levothyroxine sodium,1,2,False
levothyroxine sodium,levothyroxine sodium for injection,1,2,False
levothyroxine sodium,levothyroxine sodium injection,1,2,False
levothyroxine sodium,levoxyl,1,2,False
levothyroxine sodium,synthroid,2,2,True
levothyroxine sodium,thyquidity,1,2,False
levothyroxine sodium,thyro-tabs,1,2,False
levothyroxine sodium,tirosint,1,2,False
levothyroxine sodium,tirosint-sol,1,2,False
levothyroxine sodium,unithroid,1,2,False
lidocaine,dentipatch,1,2,False
lidocaine,dr. numb,1,2,False
lidocaine,emla,1,2,False
lidocaine,lidocaine,2,2,True
lidocaine,lidocaine and prilocaine,1,2,False
lidocaine,lidoderm,1,2,False
lidocaine,maxilene 4,1,2,False
lidocaine,maxilene 5,1,2,False
lidocaine,numbskin,1,2,False
lidocaine,oraqix,1,2,False
lidocaine,pliaglis,1,2,False
lidocaine,stud 100,1,2,False
lidocaine,synera,1,2,False
lidocaine,zensa,1,2,False
lidocaine,ztlido,1,2,False
lidocaine (lidocaine hydrochloride),after sun gel,1,1,True
lidocaine (lidocaine hydrochloride),lidodan endotracheal non-aerosol spray,1,1,True
lidocaine / prilocaine,lidocaine/prilocaine plethora,1,1,True
lidocaine / prilocaine,senstend,1,1,True
lidocaine hydrochloride,akten,1,2,False
lidocaine hydrochloride,alocane,1,2,False
lidocaine hydrochloride,cathejell,1,2,False
lidocaine hydrochloride,glydo,1,2,False
lidocaine hydrochloride,jelido,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride injection,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride injection usp,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride preservative free,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride preservative free in plastic container,1,2,False
lidocaine hydrochloride,lidocaine hydrochloride viscous,1,2,False
lidocaine hydrochloride,lidocaine injection bp,1,2,False
lidocaine hydrochloride,lidodan 4% topical solution,1,2,False
lidocaine hydrochloride,lidodan jelly 2%,1,2,False
lidocaine hydrochloride,solarcaine burn pain relief,1,2,False
lidocaine hydrochloride,xylocaine 0.5%,1,2,False
lidocaine hydrochloride,xylocaine 1%,1,2,False
lidocaine hydrochloride,xylocaine 2%,1,2,False
lidocaine hydrochloride,zingo,1,2,False
lidocaine hydrochloride; benzalkonium chloride,bactine first aid spray,1,1,True
lidocaine hydrochloride; benzyl alcohol,salonpas pain relieving solution,1,1,True
lidocaine hydrochloride; epinephrine,"xylocaine dental lidocaine hcl 2% and epinephrine 1:100,000",1,1,True
lidocaine hydrochloride; epinephrine (epinephrine hydrochloride),the solution anorectal spray temporary pain relief,1,1,True
lidocaine hydrochloride; gramicidin; polymyxin b (polymyxin b sulfate),polysporin plus pain relief,1,1,True
lidocaine hydrochloride; polymyxin b (polymyxin b sulfate),polysporin plus pain relief ear drops,1,1,True
lidocaine; cetrimide,xylonor,1,1,True
lidocaine; polymyxin b sulfate; gramicidin; bacitracin zinc,complete antibiotic ointment,1,1,True
lidocaine; prilocaine,oraqix,1,1,True
lidocaine; tetracaine,pliaglis,1,1,True
lifitegrast,lifitegrast,1,3,False
lifitegrast,xiidra,3,3,True
linaclotide,constella,2,3,False
linaclotide,linaclotide,1,3,False
linaclotide,linzess,1,3,False
linagliptin,jentadueto,1,4,False
linagliptin,jentadueto xr,1,4,False
linagliptin,linagliptin,1,4,False
linagliptin,linagliptin and metformin hydrochloride,1,4,False
linagliptin,linagliptin; metformin hydrochloride,1,4,False
linagliptin,tradjenta,1,4,False
linagliptin,trajenta,3,4,False
linagliptin / metformin hydrochloride,jentadueto,1,1,True
linagliptin and metformin hydrochloride,linagliptin and metformin hydrochloride,1,1,True
linagliptin/metformin hcl,trajentamet,1,1,True
linagliptin; metformin hydrochloride,jentadueto,1,1,True
lincomycin hydrochloride,lincomycin hydrochloride,1,1,True
linezolid,apo-linezolid,1,2,False
linezolid,jamp linezolid,1,2,False
linezolid,linezolid,1,2,False
linezolid,linezolid in sodium chloride 0.9% in plastic container,1,2,False
linezolid,linezolid injection,1,2,False
linezolid,sandoz linezolid,1,2,False
linezolid,zyvox,1,2,False
linezolid,zyvoxam,1,2,False
linvoseltamab,lynozyfic,1,1,True
linzagolix choline,yselty,1,1,True
liothyronine (liothyronine sodium),teva-liothyronine,1,1,True
liothyronine sodium,liothyronine sodium,1,1,True
lipase; amylase; protease,creon minimicrospheres 35,1,1,True
lipegfilgrastim,lonquex,2,2,True
"lipids, glucose, amino acids",smofkabiven and smofkabiven electrolyte free emulsion,1,1,True
liraglutide,liraglutide,1,5,False
liraglutide,saxenda,4,5,False
liraglutide,victoza,5,5,True
liraglutide,"victoza, saxenda",1,5,False
lisdexamfetamine dimesilate,vyvanse,1,1,True
lisdexamfetamine dimesylate,apo-lisdexamfetamine capsules,1,2,False
lisdexamfetamine dimesylate,apo-lisdexamfetamine chewable tablets,1,2,False
lisdexamfetamine dimesylate,lisdexamfetamine dimesylate,1,2,False
lisdexamfetamine dimesylate,pro-lisdexamfetamine,1,2,False
lisdexamfetamine dimesylate,sandoz lisdexamfetamine capsules,1,2,False
lisdexamfetamine dimesylate,taro-lisdexamfetamine chewable tablets,1,2,False
lisdexamfetamine dimesylate,teva-lisdexamfetamine,1,2,False
lisdexamfetamine dimesylate,vyvanse,2,2,True
lisinopril,apo-lisinopril,1,2,False
lisinopril,lisinopril,2,2,True
lisinopril,lisinopril (type z),1,2,False
lisinopril,pro-lisinopril - 10,1,2,False
lisinopril,pro-lisinopril - 20,1,2,False
lisinopril,pro-lisinopril - 5,1,2,False
lisinopril,qbrelis,1,2,False
lisinopril,teva-lisinopril (type z),1,2,False
lisinopril (lisinopril dihydrate),auro-lisinopril,1,1,True
lisinopril (lisinopril dihydrate); hydrochlorothiazide,lisinopril/hctz (type z),1,1,True
lisinopril (lisinopril dihydrate); hydrochlorothiazide,sandoz lisinopril hct,1,1,True
lisinopril (lisinopril dihydrate); hydrochlorothiazide,teva-lisinopril/hctz (type p),1,1,True
lisinopril (lisinopril dihydrate); hydrochlorothiazide,teva-lisinopril/hctz (type z),1,1,True
lisinopril; hydrochlorothiazide,zestoretic,1,1,True
lisocabtagene maraleucel,breyanzi,3,3,True
lisuride,nenad,1,1,True
lithium carbonate,apo-lithium carbonate,1,2,False
lithium carbonate,lithium carbonate,1,2,False
lithium carbonate,lithmax,1,2,False
lithium carbonate,pms-lithium carbonate - cap 150mg,1,2,False
lithium carbonate,pms-lithium carbonate - cap 300mg,1,2,False
lithium citrate,lithium citrate,1,1,True
live lactobacillus plantarum p 17630,softigyn,1,1,True
"live, attenuated dengue virus serotype 1; live, attenuated dengue virus serotype 2; live, attenuated dengue virus serotype 3; live, attenuated dengue virus serotype 4",qdenga,1,1,True
"live, attenuated, chimeric yellow fever dengue virus",dengvaxia,1,1,True
lixisenatide,adlyxin,1,4,False
lixisenatide,lyxumia,3,4,False
lixisenatide; insulin glargine,soliqua,1,1,True
lofexidine hydrochloride,lofexidine hydrochloride,1,1,True
lofexidine hydrochloride,lucemyra,1,1,True
lomitapide,lojuxta,1,1,True
lomitapide (lomitapide mesylate),juxtapid,1,1,True
lomitapide mesylate,juxtapid,1,1,True
lonafarnib,zokinvy,2,2,True
lonapegsomatropin,lonapegsomatropin ascendis pharma,1,1,True
lonapegsomatropin-tcgd,skytrofa,1,1,True
loncastuximab tesirine,zynlonta,1,1,True
loncastuximab tesirine-lpyl,zynlonta,1,1,True
lonoctocog alfa,afstyla,3,3,True
loperamide hydrochloride,diarrhea relief,1,2,False
loperamide hydrochloride,diarrhea relief fast dissolve,1,2,False
loperamide hydrochloride,imodium a-d ez chews,1,2,False
loperamide hydrochloride,imodium calming liquid,1,2,False
loperamide hydrochloride,imodium liqui-gels,1,2,False
loperamide hydrochloride,imodium multi-symptom relief,1,2,False
loperamide hydrochloride,imodium quick dissolve,1,2,False
loperamide hydrochloride,jamp loperamide,1,2,False
loperamide hydrochloride,loperamide hydrochloride,1,2,False
loperamide hydrochloride,loperamide hydrochloride and simethicone,1,2,False
loperamide hydrochloride,loperamide-2,1,2,False
loperamide hydrochloride,pms-loperamide - caplet 2mg,1,2,False
loperamide hydrochloride,riva-loperamide,1,2,False
loperamide hydrochloride,teva-loperamide,1,2,False
loperamide hydrochloride; simethicone,imodium complete,1,1,True
lopinavir,kaletra,1,1,True
lopinavir,lopinavir and ritonavir,1,1,True
lopinavir,lopinavir; ritonavir,1,1,True
lopinavir; ritonavir,kaletra,1,1,True
loratadine,24 hour allergy remedy,1,2,False
loratadine,alavert,1,2,False
loratadine,allergy remedy,1,2,False
loratadine,allertin,1,2,False
loratadine,apo-loratadine,1,2,False
loratadine,children's claritin; claritin,1,2,False
loratadine,claritin,1,2,False
loratadine,claritin hives relief reditab; claritin reditabs,1,2,False
loratadine,claritin kids,1,2,False
loratadine,claritin kids rapid dissolve,1,2,False
loratadine,claritin liquid capsules,1,2,False
loratadine,claritin rapid dissolve,1,2,False
loratadine,claritin reditabs,1,2,False
loratadine,claritin-d 24 hour,1,2,False
loratadine,claritin; claritin hives relief,1,2,False
loratadine,loratadine,2,2,True
loratadine,loratadine and pseudoephedrine sulfate,1,2,False
loratadine,loratadine redidose,1,2,False
loratadine,loratadine soft gel capsules,1,2,False
lorazepam,ativan,1,2,False
lorazepam,lorazepam,1,2,False
lorazepam,lorazepam injection usp,1,2,False
lorazepam,lorazepam preservative free,1,2,False
lorazepam,lorazepam sublingual,1,2,False
lorazepam,loreev xr,1,2,False
lorcaserin,belviq,1,1,True
lorcaserin hydrochloride,lorcaserin hydrochloride,1,1,True
lorlatinib,lorbrena,3,5,False
lorlatinib,lorviqua,2,5,False
losartan potassium,arbli,1,2,False
losartan potassium,auro-losartan,1,2,False
losartan potassium,cozaar,2,2,True
losartan potassium,jamp-losartan,1,2,False
losartan potassium,losartan,1,2,False
losartan potassium,losartan potassium,1,2,False
losartan potassium,mint-losartan,1,2,False
losartan potassium,pms-losartan,1,2,False
losartan potassium,sandoz losartan,1,2,False
losartan potassium,teva-losartan,1,2,False
losartan potassium; hydrochlorothiazide,auro-losartan hct,1,1,True
losartan potassium; hydrochlorothiazide,losartan/hctz,1,1,True
losartan potassium; hydrochlorothiazide,mint-losartan/hctz,1,1,True
losartan potassium; hydrochlorothiazide,mint-losartan/hctz ds,1,1,True
losartan potassium; hydrochlorothiazide,pms-losartan-hctz,1,1,True
losartan potassium; hydrochlorothiazide,sandoz losartan hct,1,1,True
losartan potassium; hydrochlorothiazide,teva-losartan/hctz,1,1,True
loteprednol etabonate,alrex,2,3,False
loteprednol etabonate,eysuvis,1,3,False
loteprednol etabonate,inveltys,1,3,False
loteprednol etabonate,lotemax,3,3,True
loteprednol etabonate,lotemax gel,1,3,False
loteprednol etabonate,lotemax ointment,1,3,False
loteprednol etabonate,lotemax sm,1,3,False
loteprednol etabonate,loteprednol etabonate,1,3,False
loteprednol etabonate,zylet,1,3,False
lotilaner,xdemvy,1,1,True
lovastatin,altoprev,1,2,False
lovastatin,lovastatin,2,2,True
loxapine,adasuve,2,2,True
loxapine (loxapine hydrochloride),loxapac im,1,1,True
loxapine (loxapine succinate),xylac,1,1,True
loxapine succinate,loxapine succinate,1,1,True
lubiprostone,amitiza,1,1,True
lubiprostone,lubiprostone,1,1,True
lucinactant,surfaxin,1,1,True
luliconazole,luzu,1,1,True
lumacaftor / ivacaftor,orkambi,1,2,False
lumacaftor / ivacaftor,orkambi 200/125,1,2,False
lumacaftor; ivacaftor,orkambi,1,1,True
lumasiran,oxlumo,3,3,True
lumasiran (lumasiran sodium),oxlumo,1,1,True
lumasiran sodium,oxlumo,1,1,True
lumateperone,lumateperone,1,1,True
lumateperone tosylate,caplyta,1,1,True
lumateperone tosylate,lumateperone tosylate,1,1,True
lurasidone,latuda,1,1,True
lurasidone hydrochloride,auro-lurasidone,1,3,False
lurasidone hydrochloride,jamp lurasidone,1,3,False
lurasidone hydrochloride,latuda,3,3,True
lurasidone hydrochloride,lurasidone,1,3,False
lurasidone hydrochloride,lurasidone hydrochloride,1,3,False
lurasidone hydrochloride,nra-lurasidone,1,3,False
lurasidone hydrochloride,pms-lurasidone,1,3,False
lurasidone hydrochloride,sandoz lurasidone,1,3,False
lurasidone hydrochloride,taro-lurasidone,1,3,False
lurbinectedin,zepzelca,4,4,True
luspatercept,reblozyl,3,3,True
luspatercept-aamt,reblozyl,1,1,True
lusutrombopag,lusutrombopag shionogi,1,3,False
lusutrombopag,mulpleta,2,3,False
lutetium (177 lu) chloride,endolucinbeta,1,1,True
lutetium (177lu) chloride,illuzyce,1,2,False
lutetium (177lu) chloride,lutetium (177lu) chloride,1,2,False
lutetium (177lu) chloride,theralugand,1,2,False
lutetium (177lu) oxodotreotide,lutathera,2,2,True
lutetium (177lu) vipivotide tetraxetan,pluvicto,2,2,True
lutetium lu 177 dotatate,lutathera,1,1,True
lutetium lu-177 vipivotide tetraxetan,pluvicto,1,1,True
"lutetium, isotope of mass 177",lumark,1,1,True
lutropin alfa,luveris,2,2,True
lutropin alfa; follitropin alfa,pergoveris,1,1,True
lymphocyte immunoglobulin anti-thymocyte globulin (equine),atgam,1,1,True
macimorelin,macimorelin aeterna zentaris,1,1,True
macimorelin acetate,macrilen,1,1,True
macitentan,macitentan,1,4,False
macitentan,opsumit,4,4,True
macitentan,opsynvi,1,4,False
macitentan / tadalafil,yuvanci,1,1,True
"macitentan, tadalafil",opsynvi,1,1,True
macitentan; tadalafil,opsynvi,1,1,True
macrogol; propylene glycol,rhinaris nasal gel,1,1,True
mafenide acetate,mafenide acetate,1,1,True
mafenide acetate,sulfamylon,1,1,True
magnesium (magnesium oxide); vitamin e (dl-alpha tocopheryl acetate); copper (copper gluconate); vitamin b6 (pyridoxine hydrochloride); vitamin b12 (cyanocobalamin); beta-carotene; vitamin d3 (cholecalciferol); folic acid; nicotinamide; d-pantothenic acid (calcium pantothenate); iodine (potassium iodide); ascorbic acid (ascorbic acid); vitamin b2 (riboflavin); vitamin b1 (thiamine mononitrate); iron (ferrous fumarate); calcium (calcium carbonate); zinc (zinc oxide),pregnancy multivitamin,1,1,True
magnesium chloride,magnesium-45 0.5-4.5,1,2,False
magnesium chloride,multiple electrolytes injection type 1 usp ph 5.5,1,2,False
magnesium chloride,multiple electrolytes injection type 1 usp ph 7.4,1,2,False
magnesium chloride,normocarb hf 25; normocarb hf 35,1,2,False
magnesium chloride (magnesium chloride hexahydrate),magnesium chloride for hemodialysis 5.15,1,1,True
magnesium chloride; acetic acid; calcium chloride; potassium chloride; dextrose,selectbag one (ax 250 g),1,1,True
magnesium chloride; acetic acid; dextrose; sodium chloride; potassium chloride; calcium chloride,naturalyte h-608,1,1,True
magnesium chloride; acetic acid; potassium chloride; sodium chloride; dextrose; calcium chloride,naturalyte h-208,1,1,True
magnesium chloride; calcium chloride; acetic acid; potassium chloride; dextrose; sodium chloride,naturalyte h-623,1,1,True
magnesium chloride; calcium chloride; dextrose; potassium chloride; sodium chloride; sodium lactate,nxstage pureflow solution rfp-204-can,1,1,True
magnesium chloride; dextrose; calcium chloride; potassium chloride; acetic acid; sodium chloride,acid concentrate a1261,1,1,True
magnesium chloride; dextrose; potassium chloride; calcium chloride; acetic acid; sodium chloride,acid concentrate a1223,1,1,True
magnesium chloride; dextrose; potassium chloride; sodium chloride; acetic acid; calcium chloride,acid concentrate a1263,1,1,True
magnesium chloride; dextrose; sodium chloride; potassium chloride; acetic acid; calcium chloride,naturalyte h-232,1,1,True
magnesium chloride; potassium chloride; acetic acid; calcium chloride; dextrose,selectbag one (ax 225 g),1,1,True
magnesium chloride; potassium chloride; acetic acid; calcium chloride; dextrose; sodium chloride,acid concentrate a1265,1,1,True
magnesium chloride; potassium chloride; acetic acid; dextrose; calcium chloride,selectbag one (ax 450 g),1,1,True
magnesium chloride; potassium chloride; calcium chloride; acetic acid; dextrose; sodium chloride,acid concentrate d12294,1,1,True
magnesium chloride; potassium chloride; sodium chloride; dextrose; acetic acid; calcium chloride,acid concentrate a1267,1,1,True
magnesium chloride; sodium acetate; sodium chloride; dextrose; potassium chloride; citric acid; calcium chloride,hemosate ultra hs2125,1,1,True
magnesium chloride; sodium bicarbonate; sodium chloride,prism0cal b22k0/0,1,1,True
magnesium chloride; sodium chloride; dextrose; sodium lactate; calcium chloride,"balance 4.25% glucose, 1.25 mmol/l calcium",1,1,True
magnesium chloride; sodium chloride; potassium chloride; potassium phosphate monobasic; sodium gluconate; sodium phosphate dibasic; sodium acetate,isolyte s ph 7.4 (multi-electrolyte injection),1,1,True
magnesium hydroxide,magnesium hydroxide and omeprazole and sodium bicarbonate,1,1,True
