DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
96976,02479052,GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,17.07.2018,MARKETED,APOLLO HEALTH AND BEAUTY CARE,2018
96978,02479079,CLEANSING NETTOYANT DANDRUFF PYRITHIONE ZINC SHAMPOO,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,17.07.2018,MARKETED,APOLLO HEALTH AND BEAUTY CARE,2018
96979,02479087,JAMP-TENOFOVIR,TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,APPROVED,24.07.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96980,02479095,GREEN APPLE POMME VERTE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,18.07.2018,MARKETED,APOLLO HEALTH AND BEAUTY CARE,2018
96981,02479109,SODIUM NITROPRUSSIDE FOR INJECTION,SODIUM NITROPRUSSIDE,SOLUTION,INTRAVENOUS,APPROVED,20.07.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
96982,02479206,ALUNBRIG,BRIGATINIB,TABLET,ORAL,APPROVED,26.07.2018,MARKETED,TAKEDA CANADA INC,2018
96983,02479214,ALUNBRIG,BRIGATINIB,TABLET,ORAL,APPROVED,26.07.2018,MARKETED,TAKEDA CANADA INC,2018
96984,02479222,ALUNBRIG,BRIGATINIB,TABLET,ORAL,APPROVED,26.07.2018,MARKETED,TAKEDA CANADA INC,2018
96985,02479230,ALUNBRIG,BRIGATINIB,KIT; TABLET,ORAL,APPROVED,26.07.2018,MARKETED,TAKEDA CANADA INC,2018
96991,02479680,NRA-AZITHROMYCIN,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),TABLET,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
96994,02479346,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96995,02479354,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96996,02479362,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96997,02479370,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96998,02479389,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96999,02479397,RIVA-ARIPIPRAZOLE,ARIPIPRAZOLE,TABLET,ORAL,APPROVED,30.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
97003,02479737,NRA-CELECOXIB,CELECOXIB,CAPSULE,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
97004,02479745,NRA-CELECOXIB,CELECOXIB,CAPSULE,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
97006,02479419,MYL-ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,26.07.2018,MARKETED,MYLAN PHARMACEUTICALS ULC,2018
97007,02479427,MYL-ESOMEPRAZOLE,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,26.07.2018,MARKETED,MYLAN PHARMACEUTICALS ULC,2018
97010,02479753,NRA-PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
97011,02479761,NRA-PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
97012,02479788,NRA-PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,02.08.2018,MARKETED,NORA PHARMA INC,2018
97013,02479451,AURO-ELETRIPTAN,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),TABLET,ORAL,APPROVED,26.07.2018,MARKETED,AURO PHARMA INC,2018
97014,02479478,AURO-ELETRIPTAN,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),TABLET,ORAL,APPROVED,26.07.2018,MARKETED,AURO PHARMA INC,2018
97017,02479508,MINT-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,01.08.2018,APPROVED,MINT PHARMACEUTICALS INC,2018
97018,02479516,MINT-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,01.08.2018,APPROVED,MINT PHARMACEUTICALS INC,2018
97019,02479524,MINT-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,01.08.2018,APPROVED,MINT PHARMACEUTICALS INC,2018
97020,02479532,MINT-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,01.08.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
97024,02479869,BENYLIN EXTRA STRENGTH SORE THROAT & COUGH,GUAIFENESIN; MENTHOL,SYRUP,ORAL,APPROVED,03.08.2018,MARKETED,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,2018
97029,02479613,AIMOVIG,ERENUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,01.08.2018,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2018
97030,02479621,HEMLIBRA,EMICIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,02.08.2018,MARKETED,HOFFMANN-LA ROCHE LIMITED,2018
97031,02479648,HEMLIBRA,EMICIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,02.08.2018,MARKETED,HOFFMANN-LA ROCHE LIMITED,2018
97032,02479656,HEMLIBRA,EMICIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,02.08.2018,MARKETED,HOFFMANN-LA ROCHE LIMITED,2018
97033,02479664,HEMLIBRA,EMICIZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,02.08.2018,MARKETED,HOFFMANN-LA ROCHE LIMITED,2018
97034,02479672,AURO-TRAMADOL,TRAMADOL HYDROCHLORIDE,TABLET,ORAL,APPROVED,08.08.2018,MARKETED,AURO PHARMA INC,2018
97036,02479710,ALLERGY FORMULA CAPLETS,DIPHENHYDRAMINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,01.08.2018,MARKETED,SIGMA LIFE SCIENCES INC.,2018
97037,02479729,ALCOHOL FREE FOAMING HAND SANITIZER,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL,APPROVED,01.08.2018,MARKETED,"VI-JON, LLC",2018
97038,02479796,ACCEL-SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),TABLET,ORAL,APPROVED,03.08.2018,MARKETED,ACCEL PHARMA INC,2018
97039,02479834,PERINDOPRIL ERBUMINE/ INDAPAMIDE,PERINDOPRIL ERBUMINE; INDAPAMIDE,TABLET,ORAL,APPROVED,10.08.2018,MARKETED,SIVEM PHARMACEUTICALS ULC,2018
97040,02479818,ACCEL-SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),TABLET,ORAL,APPROVED,03.08.2018,MARKETED,ACCEL PHARMA INC,2018
97041,02479826,ACCEL-SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),TABLET,ORAL,APPROVED,03.08.2018,MARKETED,ACCEL PHARMA INC,2018
97042,02479842,PERINDOPRIL ERBUMINE/ INDAPAMIDE HD,INDAPAMIDE; PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,10.08.2018,MARKETED,SIVEM PHARMACEUTICALS ULC,2018
97044,02479877,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,03.08.2018,MARKETED,SIVEM PHARMACEUTICALS ULC,2018
97045,02479885,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,03.08.2018,MARKETED,SIVEM PHARMACEUTICALS ULC,2018
97046,02479893,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,03.08.2018,MARKETED,SIVEM PHARMACEUTICALS ULC,2018
97047,02479907,ACCEL-ENTECAVIR,ENTECAVIR (ENTECAVIR MONOHYDRATE),TABLET,ORAL,APPROVED,16.08.2018,MARKETED,ACCEL PHARMA INC,2018
97049,02479923,M-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,08.08.2018,MARKETED,MANTRA PHARMA INC,2018
97050,02479931,M-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,08.08.2018,MARKETED,MANTRA PHARMA INC,2018
97056,02480018,OLUMIANT,BARICITINIB,TABLET,ORAL,APPROVED,17.08.2018,MARKETED,ELI LILLY CANADA INC,2018
97057,02480026,TARO-MELPHALAN,BUFFER SOLUTION; MELPHALAN (MELPHALAN HYDROCHLORIDE),POWDER FOR SOLUTION; KIT,INTRAVENOUS; INTRA-ARTERIAL,APPROVED,10.08.2018,MARKETED,TARO PHARMACEUTICALS INC,2018
97058,02480034,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,POTASSIUM CHLORIDE,SOLUTION,INTRAVENOUS,APPROVED,13.08.2018,MARKETED,OMEGA LABORATORIES LIMITED,2018
97064,02480042,LEUCOVORIN CALCIUM INJECTION,LEUCOVORIN (LEUCOVORIN CALCIUM),SOLUTION,INTRAMUSCULAR; INTRAVENOUS,APPROVED,16.08.2018,MARKETED,GENERIC MEDICAL PARTNERS INC,2018
97065,02480131,COVERGIRL TRUBLEND BASE BUSINESS SKIN PRIMER BASE POUR LA PEAU,ENSULIZOLE,EMULSION,TOPICAL,MARKETED,11.12.2018,MARKETED,HFC PRESTIGE INTERNATIONAL CANADA INC,2018
97066,02480107,MAR-METHIMAZOLE,METHIMAZOLE,TABLET,ORAL,APPROVED,14.08.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97067,02480115,MAR-METHIMAZOLE,METHIMAZOLE,TABLET,ORAL,APPROVED,14.08.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97069,02480158,NUCEIVA,PRABOTULINUMTOXINA,POWDER FOR SOLUTION,INTRAMUSCULAR,APPROVED,16.08.2018,MARKETED,EVOLUS INCORPORATED,2018
97082,02480298,MAR-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,24.08.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97083,02480301,MAR-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,24.08.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97084,02480328,MAR-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,24.08.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97086,02480336,DYE FREE FRAGRANCE FREE ANTIBACTERIAL FOAMING HAND SOAP,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL,APPROVED,23.08.2018,MARKETED,"VI-JON, LLC",2018
97095,02480425,SIGNIFOR LAR,PASIREOTIDE (PASIREOTIDE PAMOATE),"POWDER FOR SUSPENSION, SUSTAINED-RELEASE; KIT",INTRAMUSCULAR,APPROVED,29.08.2018,MARKETED,RECORDATI RARE DISEASES CANADA INC,2018
97096,02480433,SIGNIFOR LAR,PASIREOTIDE (PASIREOTIDE PAMOATE),"KIT; POWDER FOR SUSPENSION, SUSTAINED-RELEASE",INTRAMUSCULAR,APPROVED,29.08.2018,MARKETED,RECORDATI RARE DISEASES CANADA INC,2018
97103,02480980,BIO-SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),TABLET,ORAL,APPROVED,20.09.2018,MARKETED,BIOMED PHARMA,2018
97104,02480514,KYMRIAH,TISAGENLECLEUCEL,SUSPENSION,INTRAVENOUS,APPROVED,05.09.2018,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2018
97105,02480492,TARO-PEMETREXED,PEMETREXED (PEMETREXED DISODIUM),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,30.08.2018,MARKETED,TARO PHARMACEUTICALS INC,2018
97106,02480506,APPLAUD AB ANTISEPTIC LOTIONIZED HAND SOAP,CHLOROXYLENOL,LOTION,TOPICAL (COMMERCIAL),APPROVED,30.08.2018,MARKETED,ZEP MANUFACTURING COMPANY OF CANADA,2018
97107,02480522,XYDALBA,DALBAVANCIN (DALBAVANCIN HYDROCHLORIDE),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,04.09.2018,MARKETED,ENDO OPERATIONS LTD.,2018
97109,02480530,FUROSEMIDE INJECTION USP,FUROSEMIDE,SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,05.09.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97110,02480557,STROMECTOL,IVERMECTIN,TABLET,ORAL,APPROVED,05.09.2018,MARKETED,MERCK CANADA INC,2018
97120,02480700,AG-AZITHROMYCIN,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),TABLET,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97124,02480697,HERCEPTIN SC,TRASTUZUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,11.09.2018,MARKETED,HOFFMANN-LA ROCHE LIMITED,2018
97125,02480727,AG-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97126,02480735,AG-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97127,02480743,AG-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97128,02480751,AG-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97129,02480778,AG-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,10.09.2018,MARKETED,ANGITA PHARMA INC.,2018
97130,02481189,BIO-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97131,02481197,BIO-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97132,02481200,BIO-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97133,02481219,BIO-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97135,02481006,BIO-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,20.09.2018,MARKETED,BIOMED PHARMA,2018
97136,02481014,BIO-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,20.09.2018,MARKETED,BIOMED PHARMA,2018
97137,02480786,XELJANZ,TOFACITINIB (TOFACITINIB CITRATE),TABLET,ORAL,APPROVED,11.09.2018,MARKETED,PFIZER CANADA ULC,2018
97138,02480794,HERZUMA,TRASTUZUMAB,POWDER FOR SOLUTION; KIT,INTRAVENOUS,APPROVED,03.09.2019,MARKETED,CELLTRION INC.,2019
97140,02481057,OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,20.09.2018,MARKETED,SANIS HEALTH INC,2018
97141,02481065,OLMESARTAN,OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,20.09.2018,MARKETED,SANIS HEALTH INC,2018
97143,02481154,BIO-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97145,02481170,BIO-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,25.09.2018,MARKETED,BIOMED PHARMA,2018
97146,02480808,XARELTO,RIVAROXABAN,TABLET,ORAL,APPROVED,14.09.2018,MARKETED,BAYER INC,2018
97147,02480816,SCOTT ANTIMICROBIAL FOAM SKIN CLEANSER,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL,APPROVED,12.09.2018,MARKETED,KIMBERLY-CLARK GLOBAL SALES LLC,2018
97148,02480824,CABOMETYX,CABOZANTINIB (CABOZANTINIB MALATE),TABLET,ORAL,APPROVED,14.09.2018,MARKETED,IPSEN BIOPHARMACEUTICALS CANADA INC,2018
97149,02480832,CABOMETYX,CABOZANTINIB (CABOZANTINIB MALATE),TABLET,ORAL,APPROVED,14.09.2018,MARKETED,IPSEN BIOPHARMACEUTICALS CANADA INC,2018
97150,02480840,CABOMETYX,CABOZANTINIB (CABOZANTINIB MALATE),TABLET,ORAL,APPROVED,14.09.2018,MARKETED,IPSEN BIOPHARMACEUTICALS CANADA INC,2018
97151,02480859,MAR-TRAMADOL,TRAMADOL HYDROCHLORIDE,TABLET,ORAL,APPROVED,14.09.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97159,02480948,TAKHZYRO,LANADELUMAB,SOLUTION,SUBCUTANEOUS,APPROVED,19.09.2018,MARKETED,TAKEDA CANADA INC,2018
97160,02480956,MINT-ABACAVIR,ABACAVIR (ABACAVIR SULFATE),TABLET,ORAL,APPROVED,20.09.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
97162,02481030,AURO-ZOLMITRIPTAN,ZOLMITRIPTAN,TABLET,ORAL,APPROVED,21.09.2018,MARKETED,AURO PHARMA INC,2018
97163,02481073,AMIKACIN SULFATE INJECTION USP,AMIKACIN (AMIKACIN SULFATE),SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,20.09.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97168,02481227,MAR-DAPSONE,DAPSONE,TABLET,ORAL,APPROVED,21.09.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
97173,02481405,AG-TADALAFIL,TADALAFIL,TABLET,ORAL,APPROVED,03.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97175,02481421,AG-TADALAFIL,TADALAFIL,TABLET,ORAL,APPROVED,03.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97176,02481278,LINEZOLID INJECTION,LINEZOLID,SOLUTION,INTRAVENOUS,APPROVED,28.09.2018,MARKETED,JAMP PHARMA CORPORATION,2018
97178,02481294,EXTRA-FIRMING JOUR FPS/SPF 15,HOMOSALATE; OCTOCRYLENE; AVOBENZONE,CREAM,TOPICAL,APPROVED,28.09.2018,MARKETED,CLARINS CANADA INC,2018
97179,02481308,AG-METOPROLOL-L,METOPROLOL TARTRATE,TABLET,ORAL,APPROVED,02.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97180,02481316,AG-METOPROLOL-L,METOPROLOL TARTRATE,TABLET,ORAL,APPROVED,02.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97181,02481324,AG-METOPROLOL-L,METOPROLOL TARTRATE,TABLET,ORAL,APPROVED,02.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97182,02481332,ORILISSA,ELAGOLIX (ELAGOLIX SODIUM),TABLET,ORAL,APPROVED,05.10.2018,MARKETED,ABBVIE CORPORATION,2018
97183,02481340,ORILISSA,ELAGOLIX (ELAGOLIX SODIUM),TABLET,ORAL,APPROVED,05.10.2018,MARKETED,ABBVIE CORPORATION,2018
97184,02481359,VELTASSA,PATIROMER (PATIROMER SORBITEX CALCIUM),POWDER FOR SUSPENSION,ORAL,APPROVED,03.10.2018,MARKETED,VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA LTD,2018
97185,02481367,VELTASSA,PATIROMER (PATIROMER SORBITEX CALCIUM),POWDER FOR SUSPENSION,ORAL,APPROVED,03.10.2018,MARKETED,VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA LTD,2018
97189,02481456,SCOTT FOAM HAND SANITIZER,BENZALKONIUM CHLORIDE,SOLUTION,TOPICAL,APPROVED,03.10.2018,MARKETED,KIMBERLY-CLARK GLOBAL SALES LLC,2018
97192,02481480,FINIPIL 4 MEN ONLY,BENZETHONIUM CHLORIDE,CREAM,TOPICAL,APPROVED,04.10.2018,MARKETED,EQUIBAL LABS INC,2018
97193,02481499,APO-DASATINIB,DASATINIB,TABLET,ORAL,APPROVED,28.11.2019,MARKETED,APOTEX INC,2019
97194,02481502,APO-DASATINIB,DASATINIB,TABLET,ORAL,APPROVED,28.11.2019,MARKETED,APOTEX INC,2019
97199,02481545,PIFELTRO,DORAVIRINE,TABLET,ORAL,APPROVED,12.10.2018,MARKETED,MERCK CANADA INC,2018
97200,02481553,XERMELO,TELOTRISTAT ETHYL (TELOTRISTAT ETIPRATE),TABLET,ORAL,APPROVED,10.10.2018,MARKETED,SERB SAS,2018
97204,02481588,AG-PANTOPRAZOLE SODIUM,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),TABLET (DELAYED-RELEASE),ORAL,APPROVED,11.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97209,02481634,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,12.10.2018,MARKETED,SANIS HEALTH INC,2018
97210,02481642,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,12.10.2018,MARKETED,SANIS HEALTH INC,2018
97211,02481650,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,12.10.2018,MARKETED,SANIS HEALTH INC,2018
97213,02481952,DULOXETINE,DULOXETINE (DULOXETINE HYDROCHLORIDE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,29.10.2018,MARKETED,ALTAMED PHARMA,2018
97214,02481960,DULOXETINE,DULOXETINE (DULOXETINE HYDROCHLORIDE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,29.10.2018,MARKETED,ALTAMED PHARMA,2018
97216,02481677,AG-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,16.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97217,02481685,AG-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,16.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97218,02481693,AG-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,16.10.2018,MARKETED,ANGITA PHARMA INC.,2018
97221,02481723,ONDANSETRON ODT,ONDANSETRON,TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,18.10.2018,MARKETED,SANDOZ CANADA INCORPORATED,2018
97222,02481731,ONDANSETRON ODT,ONDANSETRON,TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,18.10.2018,MARKETED,SANDOZ CANADA INCORPORATED,2018
97224,02481766,JIVI,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.10.2018,MARKETED,BAYER INC,2018
97225,02481774,JIVI,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.10.2018,MARKETED,BAYER INC,2018
97226,02481782,JIVI,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.10.2018,MARKETED,BAYER INC,2018
97227,02481790,JIVI,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,18.10.2018,MARKETED,BAYER INC,2018
97230,02481820,FOLOTYN,PRALATREXATE,SOLUTION,INTRAVENOUS,APPROVED,26.10.2018,MARKETED,SERVIER CANADA INC,2018
97237,02482037,NRA-CLOPIDOGREL,CLOPIDOGREL (CLOPIDOGREL BISULFATE),TABLET,ORAL,APPROVED,30.10.2018,MARKETED,NORA PHARMA INC,2018
97239,02481901,TARO-CIPROFLOXACIN/DEXAMETHASONE,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); DEXAMETHASONE,SUSPENSION,OTIC,APPROVED,11.08.2020,MARKETED,TARO PHARMACEUTICALS INC,2020
97240,02481936,DAYQUIL COMPLETE + VICKS VAPOCOOL,GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE,TABLET,ORAL,APPROVED,24.10.2018,MARKETED,PROCTER & GAMBLE INC,2018
97241,02481928,NYQUIL COMPLETE + VICKS VAPOCOOL,DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE,TABLET,ORAL,APPROVED,24.10.2018,MARKETED,PROCTER & GAMBLE INC,2018
97242,02481944,ULTRA-LIGHT MOISTURIZING LOTION,OCTISALATE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE,LOTION,TOPICAL,MARKETED,26.08.2019,MARKETED,CERAVE CANADA,2019
97243,02482126,NRA-DULOXETINE,DULOXETINE (DULOXETINE HYDROCHLORIDE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,31.10.2018,MARKETED,NORA PHARMA INC,2018
97244,02482134,NRA-DULOXETINE,DULOXETINE (DULOXETINE HYDROCHLORIDE),CAPSULE (DELAYED RELEASE),ORAL,APPROVED,31.10.2018,MARKETED,NORA PHARMA INC,2018
97245,02481987,M-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,29.10.2018,MARKETED,MANTRA PHARMA INC,2018
97246,02481995,M-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,29.10.2018,MARKETED,MANTRA PHARMA INC,2018
97247,02482002,M-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,29.10.2018,MARKETED,MANTRA PHARMA INC,2018
97249,02482010,SHEER HYDRATION SUNSCREEN BROAD SPECTRUM SPF 40,OCTINOXATE; AVOBENZONE; OCTISALATE,LOTION,TOPICAL,APPROVED,26.10.2018,MARKETED,"NEOSTRATA COMPANY, INC",2018
97264,02482177,OLAY REGENERIST SPF 30 REGENERIST MICRO-SCULPTING CREAM,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,LOTION,TOPICAL,APPROVED,01.11.2018,MARKETED,PROCTER & GAMBLE INC,2018
97268,02482207,KUVAN,SAPROPTERIN DIHYDROCHLORIDE,POWDER,ORAL,APPROVED,08.11.2018,MARKETED,BIOMARIN INTERNATIONAL LIMITED,2018
