DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
96608,02475707,GLN-OLMESARTAN HCTZ,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,TABLET,ORAL,APPROVED,14.05.2018,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2018
96609,02475715,GLN-OLMESARTAN HCTZ,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,14.05.2018,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2018
96610,02475723,GLN-OLMESARTAN HCTZ,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,14.05.2018,MARKETED,GLENMARK PHARMACEUTICALS CANADA INC.,2018
96640,02476002,AG-QUETIAPINE,QUETIAPINE (QUETIAPINE FUMARATE),TABLET (IMMEDIATE RELEASE),ORAL,APPROVED,22.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96641,02476142,AG-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,24.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96642,02476150,AG-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,24.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96643,02476169,AG-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,24.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96645,02475774,JULUCA,RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE); DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM),TABLET,ORAL,APPROVED,18.05.2018,MARKETED,VIIV HEALTHCARE ULC,2018
96647,02475804,TARO-BUPROPION XL,BUPROPION HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,22.08.2018,MARKETED,SUN PHARMA CANADA INC,2018
96648,02475812,TARO-BUPROPION XL,BUPROPION HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,22.08.2018,MARKETED,SUN PHARMA CANADA INC,2018
96656,02475839,AG-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,28.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96657,02475847,AG-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,28.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96658,02475855,EXTRA STRENGTH BISMUTH,BISMUTH SUBSALICYLATE,SUSPENSION,ORAL,APPROVED,17.05.2018,MARKETED,JUNO OTC INC,2018
96662,02475863,TEVA-MOMETASONE,MOMETASONE FUROATE,"SPRAY, METERED DOSE",NASAL,APPROVED,18.05.2018,MARKETED,TEVA CANADA LIMITED,2018
96664,02475898,AG-EZETIMIBE,EZETIMIBE,TABLET,ORAL,APPROVED,29.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96678,02476851,NRA-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,04.06.2018,MARKETED,NORA PHARMA INC,2018
96679,02476878,NRA-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,04.06.2018,MARKETED,NORA PHARMA INC,2018
96680,02475936,AG-TOPIRAMATE,TOPIRAMATE,TABLET,ORAL,APPROVED,22.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96681,02475944,AG-TOPIRAMATE,TOPIRAMATE,TABLET,ORAL,APPROVED,22.05.2018,MARKETED,ANGITA PHARMA INC.,2018
96687,02476517,NRA-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,31.05.2018,MARKETED,NORA PHARMA INC,2018
96688,02476525,NRA-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,31.05.2018,MARKETED,NORA PHARMA INC,2018
96689,02476533,NRA-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,31.05.2018,MARKETED,NORA PHARMA INC,2018
96690,02476541,NRA-ATORVASTATIN,ATORVASTATIN (ATORVASTATIN CALCIUM),TABLET,ORAL,APPROVED,31.05.2018,MARKETED,NORA PHARMA INC,2018
96694,02476452,NRA-AMLODIPINE,AMLODIPINE (AMLODIPINE BESYLATE),TABLET,ORAL,APPROVED,30.05.2018,MARKETED,NORA PHARMA INC,2018
96695,02476460,NRA-AMLODIPINE,AMLODIPINE (AMLODIPINE BESYLATE),TABLET,ORAL,APPROVED,30.05.2018,MARKETED,NORA PHARMA INC,2018
96696,02476479,NRA-AMLODIPINE,AMLODIPINE (AMLODIPINE BESYLATE),TABLET,ORAL,APPROVED,30.05.2018,MARKETED,NORA PHARMA INC,2018
96699,02476045,PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN FULL & THICK,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,23.05.2018,MARKETED,PROCTER & GAMBLE INC,2018
96700,02476053,PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN REFRESHING MENTHOL,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,23.05.2018,MARKETED,PROCTER & GAMBLE INC,2018
96701,02476061,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN REFRESHING MENTHOL,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,23.05.2018,MARKETED,PROCTER & GAMBLE INC,2018
96702,02476088,JAMP-VARDENAFIL ODT,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),TABLET (ORALLY DISINTEGRATING),ORAL,APPROVED,05.06.2019,MARKETED,JAMP PHARMA CORPORATION,2019
96704,02476118,FACE & NECK MULTI ACTION VISAGE ET COU MULTI ACTION DAY CREAM / CRÈME DE JOUR SPF 30 / FPS 30,OCTISALATE; AVOBENZONE; OCTOCRYLENE,CREAM,TOPICAL,APPROVED,23.05.2018,MARKETED,THE BOOTS COMPANY PLC,2018
96708,02479117,NRA-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,20.07.2018,MARKETED,NORA PHARMA INC,2018
96709,02479125,NRA-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,20.07.2018,MARKETED,NORA PHARMA INC,2018
96710,02479133,NRA-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,20.07.2018,MARKETED,NORA PHARMA INC,2018
96712,02479168,NRA-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,20.07.2018,MARKETED,NORA PHARMA INC,2018
96715,02479192,NRA-PREGABALIN,PREGABALIN,CAPSULE,ORAL,APPROVED,20.07.2018,MARKETED,NORA PHARMA INC,2018
96718,02476819,NRA-SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),TABLET,ORAL,APPROVED,01.06.2018,MARKETED,NORA PHARMA INC,2018
96721,02476193,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 SWAGGER,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,24.05.2018,MARKETED,PROCTER & GAMBLE INC,2018
96727,02476266,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN SWAGGER,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,25.05.2018,MARKETED,PROCTER & GAMBLE INC,2018
96728,02476274,M-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,28.05.2018,MARKETED,MANTRA PHARMA INC,2018
96729,02476282,M-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,28.05.2018,MARKETED,MANTRA PHARMA INC,2018
96730,02476290,M-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,28.05.2018,MARKETED,MANTRA PHARMA INC,2018
96741,02476487,AURO-OLMESARTAN HCTZ,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,TABLET,ORAL,APPROVED,31.05.2018,MARKETED,AURO PHARMA INC,2018
96742,02476495,AURO-OLMESARTAN HCTZ,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,TABLET,ORAL,APPROVED,31.05.2018,MARKETED,AURO PHARMA INC,2018
96743,02476509,AURO-OLMESARTAN HCTZ,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,TABLET,ORAL,APPROVED,31.05.2018,MARKETED,AURO PHARMA INC,2018
96745,02476576,PMS-PROGESTERONE,PROGESTERONE,CAPSULE,ORAL,APPROVED,01.06.2018,MARKETED,PHARMASCIENCE INC,2018
96760,02476762,MINT-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,04.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96761,02476770,MINT-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,04.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96762,02476789,MINT-PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,04.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96764,02476835,RESTASIS MULTIDOSE,CYCLOSPORINE,EMULSION,OPHTHALMIC,APPROVED,01.06.2018,MARKETED,ABBVIE CORPORATION,2018
96769,02476908,MINT-CANDESARTAN,CANDESARTAN CILEXETIL,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96770,02476916,MINT-CANDESARTAN,CANDESARTAN CILEXETIL,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96771,02476924,MINT-CANDESARTAN,CANDESARTAN CILEXETIL,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96772,02476932,MINT-CANDESARTAN,CANDESARTAN CILEXETIL,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,MINT PHARMACEUTICALS INC,2018
96774,02476991,EUCRISA,CRISABOROLE,OINTMENT,TOPICAL,APPROVED,07.06.2018,MARKETED,PFIZER CANADA ULC,2018
96775,02477009,JAMP PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96776,02477017,JAMP PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96777,02477025,JAMP PERINDOPRIL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,05.06.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96784,02477572,AG-RAMIPRIL,RAMIPRIL,CAPSULE,ORAL,APPROVED,21.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96785,02477580,AG-RAMIPRIL,RAMIPRIL,CAPSULE,ORAL,APPROVED,21.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96786,02477599,AG-RAMIPRIL,RAMIPRIL,CAPSULE,ORAL,APPROVED,21.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96788,02477114,REDDY-ABIRATERONE,ABIRATERONE ACETATE,TABLET,ORAL,APPROVED,01.02.2021,MARKETED,DR REDDY'S LABORATORIES LTD,2021
96789,02477130,APO-ACYCLOVIR OINTMENT,ACYCLOVIR,OINTMENT,TOPICAL,APPROVED,08.06.2018,MARKETED,APOTEX INC,2018
96806,02477211,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 PURE SPORT,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,12.06.2018,MARKETED,PROCTER & GAMBLE INC,2018
96807,02477238,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN PURE SPORT,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,12.06.2018,MARKETED,PROCTER & GAMBLE INC,2018
96809,02477882,AG-SERTRALINE,SERTRALINE (SERTRALINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,27.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96810,02477890,AG-SERTRALINE,SERTRALINE (SERTRALINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,27.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96811,02477904,AG-SERTRALINE,SERTRALINE (SERTRALINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,27.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96812,02477254,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,SUBCUTANEOUS; INTRAMUSCULAR; INTRAVENOUS,APPROVED,12.06.2018,MARKETED,MARCAN PHARMACEUTICALS INC,2018
96819,02477742,AG-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,22.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96821,02477769,AG-ESCITALOPRAM,ESCITALOPRAM (ESCITALOPRAM OXALATE),TABLET,ORAL,APPROVED,22.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96824,02477289,PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 FIJI,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,13.06.2018,MARKETED,PROCTER & GAMBLE INC,2018
96825,02477297,LAIT SOLAIRE CORPS LOTION PROTECTRICE CORPS FPS 30,HOMOSALATE; DROMETRIZOLE TRISILOXANE; OCTISALATE; AVOBENZONE; OXYBENZONE; OCTOCRYLENE,LOTION,TOPICAL,APPROVED,14.06.2018,MARKETED,BIOTHERM CANADA,2018
96827,02477319,SOIN SOLAIRE VISAGE CRÈME PROTECTRICE VISAGE FPS 50 PLUS,AVOBENZONE; DROMETRIZOLE TRISILOXANE; OCTISALATE; OCTOCRYLENE; HOMOSALATE,CREAM,TOPICAL,APPROVED,14.06.2018,MARKETED,BIOTHERM CANADA,2018
96828,02477637,NRA-CITALOPRAM,CITALOPRAM (CITALOPRAM HYDROBROMIDE),TABLET,ORAL,APPROVED,22.06.2018,MARKETED,NORA PHARMA INC,2018
96829,02477645,NRA-CITALOPRAM,CITALOPRAM (CITALOPRAM HYDROBROMIDE),TABLET,ORAL,APPROVED,22.06.2018,MARKETED,NORA PHARMA INC,2018
96830,02477653,NRA-CITALOPRAM,CITALOPRAM (CITALOPRAM HYDROBROMIDE),TABLET,ORAL,APPROVED,22.06.2018,MARKETED,NORA PHARMA INC,2018
96831,02477327,DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION,DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE),SOLUTION,INTRAVENOUS,APPROVED,03.01.2019,MARKETED,ACCORD HEALTHCARE INC,2019
96833,02477343,PMS-BUSULFAN,BUSULFAN,SOLUTION,INTRAVENOUS,APPROVED,15.06.2018,MARKETED,PHARMASCIENCE INC,2018
96835,02477378,NRA-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,18.06.2018,MARKETED,NORA PHARMA INC,2018
96836,02477386,NRA-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,18.06.2018,MARKETED,NORA PHARMA INC,2018
96841,02477432,HANZEMA,ALITRETINOIN,CAPSULE,ORAL,APPROVED,20.08.2018,MARKETED,DR. REDDY'S LABORATORIES INC,2018
96842,02477440,HANZEMA,ALITRETINOIN,CAPSULE,ORAL,APPROVED,20.08.2018,MARKETED,DR. REDDY'S LABORATORIES INC,2018
96844,02477823,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,27.06.2018,MARKETED,ALTAMED PHARMA,2018
96845,02477831,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,27.06.2018,MARKETED,ALTAMED PHARMA,2018
96846,02477858,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),TABLET,ORAL,APPROVED,27.06.2018,MARKETED,ALTAMED PHARMA,2018
96858,02477521,BANANA BOAT ULTRA SPORT SUNSCREEN LOTION SPF 30,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,LOTION,TOPICAL,APPROVED,20.06.2018,MARKETED,"EDGEWELL PERSONAL CARE CANADA, ULC",2018
96859,02477548,BANANA BOAT ULTRA SPORT CLEAR SUNSCREEN SPRAY SPF 30,AVOBENZONE; OCTOCRYLENE; HOMOSALATE,SPRAY,TOPICAL,APPROVED,20.06.2018,MARKETED,"EDGEWELL PERSONAL CARE CANADA, ULC",2018
96860,02477556,BANANA BOAT ULTRA SPORT CLEAR SUNSCREEN SPRAY SPF 50 PLUS,OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OCTISALATE,SPRAY,TOPICAL,APPROVED,20.06.2018,MARKETED,"EDGEWELL PERSONAL CARE CANADA, ULC",2018
96863,02477696,VORICONAZOLE FOR INJECTION,VORICONAZOLE,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,12.12.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96865,02477726,AG-AMOXICILLIN,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),CAPSULE,ORAL,APPROVED,27.06.2018,MARKETED,ANGITA PHARMA INC.,2018
96866,02477777,MONOFERRIC,IRON (FERRIC DERISOMALTOSE),SOLUTION,INTRAVENOUS,APPROVED,22.06.2018,MARKETED,PHARMACOSMOS A/S,2018
96873,02477947,OLIMEL 7.6%,OLIVE OIL; ALANINE; L-ASPARTIC ACID; L-VALINE; L-PHENYLALANINE; L-THREONINE; SERINE; HISTIDINE; GLYCINE; METHIONINE; L-ISOLEUCINE; L-TYROSINE; SOYBEAN OIL; L-ARGININE; L-PROLINE; L-LEUCINE; DEXTROSE; LYSINE (L-LYSINE ACETATE); GLUTAMIC ACID; TRYPTOPHAN,EMULSION,INTRAVENOUS,APPROVED,26.06.2018,MARKETED,BAXTER CORPORATION,2018
96874,02477955,OLIMEL 7.6% E,DEXTROSE; GLUTAMIC ACID; ALANINE; L-THREONINE; L-LEUCINE; L-PROLINE; SERINE; HISTIDINE; SODIUM ACETATE TRIHYDRATE; METHIONINE; SOYBEAN OIL; OLIVE OIL; GLYCINE; L-PHENYLALANINE; TRYPTOPHAN; SODIUM GLYCEROPHOSPHATE; POTASSIUM CHLORIDE; L-ISOLEUCINE; MAGNESIUM CHLORIDE; L-ARGININE; L-TYROSINE; L-ASPARTIC ACID; L-VALINE; CALCIUM CHLORIDE; LYSINE (L-LYSINE ACETATE),EMULSION,INTRAVENOUS,APPROVED,26.06.2018,MARKETED,BAXTER CORPORATION,2018
96880,02478072,CHILDREN'S BENADRYL BUG BITE RELIEF,ZINC ACETATE; DIPHENHYDRAMINE HYDROCHLORIDE,SOLUTION,TOPICAL,APPROVED,26.06.2018,MARKETED,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,2018
96881,02478080,SYMDEKO,IVACAFTOR; TEZACAFTOR,TABLET,ORAL,APPROVED,27.06.2018,MARKETED,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,2018
96884,02478110,EXTRA STRENGTH TYLENOL SINUS PRESSURE & PAIN,ACETAMINOPHEN; PSEUDOEPHEDRINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,26.06.2018,MARKETED,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,2018
96892,02478196,PHARMA-LACOSAMIDE,LACOSAMIDE,TABLET,ORAL,APPROVED,01.10.2018,MARKETED,PHARMASCIENCE INC,2018
96893,02478218,PHARMA-LACOSAMIDE,LACOSAMIDE,TABLET,ORAL,APPROVED,01.10.2018,MARKETED,PHARMASCIENCE INC,2018
96894,02478226,PHARMA-LACOSAMIDE,LACOSAMIDE,TABLET,ORAL,APPROVED,01.10.2018,MARKETED,PHARMASCIENCE INC,2018
96895,02478234,PHARMA-LACOSAMIDE,LACOSAMIDE,TABLET,ORAL,MARKETED,01.10.2018,APPROVED,PHARMASCIENCE INC,2018
96896,02478242,CHILDREN'S CLEAR ALLERGY FORMULA,DIPHENHYDRAMINE HYDROCHLORIDE,SOLUTION,ORAL,APPROVED,28.06.2018,MARKETED,JUNO OTC INC,2018
96901,02478250,COPPERTONE SPRAY SUNSCREEN SPF 30 SPORT,OCTISALATE; OCTOCRYLENE; AVOBENZONE; HOMOSALATE,SPRAY,TOPICAL,APPROVED,28.06.2018,MARKETED,BEIERSDORF CANADA INC,2018
96902,02478269,COPPERTONE LOTION SUNSCREEN SPF 50 KIDS,OCTISALATE; OCTOCRYLENE; HOMOSALATE; AVOBENZONE,LOTION,TOPICAL,APPROVED,28.06.2018,MARKETED,BEIERSDORF CANADA INC,2018
96904,02478285,COPPERTONE SPRAY SUNSCREEN SPF 30 SUN GUARD,AVOBENZONE; OCTISALATE; OCTOCRYLENE; HOMOSALATE,SPRAY,TOPICAL,APPROVED,28.06.2018,MARKETED,BEIERSDORF CANADA INC,2018
96905,02478587,AMLODIPINE,AMLODIPINE (AMLODIPINE BESYLATE),TABLET,ORAL,APPROVED,11.07.2018,MARKETED,SANIS HEALTH INC,2018
96906,02478293,SOLIQUA,LIXISENATIDE; INSULIN GLARGINE,SOLUTION,SUBCUTANEOUS,APPROVED,06.07.2018,MARKETED,SANOFI-AVENTIS CANADA INC,2018
96907,02478307,TEVA-DASATINIB,DASATINIB (DASATINIB MONOHYDRATE),TABLET,ORAL,APPROVED,14.04.2020,MARKETED,TEVA CANADA LIMITED,2020
96908,02478315,TEVA-DASATINIB,DASATINIB (DASATINIB MONOHYDRATE),TABLET,ORAL,APPROVED,14.04.2020,MARKETED,TEVA CANADA LIMITED,2020
96909,02478323,TEVA-DASATINIB,DASATINIB (DASATINIB MONOHYDRATE),TABLET,ORAL,APPROVED,14.04.2020,MARKETED,TEVA CANADA LIMITED,2020
96910,02478331,TEVA-DASATINIB,DASATINIB (DASATINIB MONOHYDRATE),TABLET,ORAL,APPROVED,14.04.2020,MARKETED,TEVA CANADA LIMITED,2020
96911,02478358,TEVA-DASATINIB,DASATINIB (DASATINIB MONOHYDRATE),TABLET,ORAL,APPROVED,14.04.2020,MARKETED,TEVA CANADA LIMITED,2020
96912,02478366,SODIUM IODIDE I-123 ORAL SOLUTION,SODIUM IODIDE 123 I,SOLUTION,ORAL,APPROVED,29.06.2018,MARKETED,BWXT MEDICAL LTD.,2018
96913,02478374,ERLEADA,APALUTAMIDE,TABLET,ORAL,APPROVED,03.07.2018,MARKETED,JANSSEN INC,2018
96914,02478382,TRUXIMA,RITUXIMAB,SOLUTION,INTRAVENOUS,APPROVED,04.04.2019,MARKETED,CELLTRION INC.,2019
96915,02478390,TRUXIMA,RITUXIMAB,SOLUTION,INTRAVENOUS,APPROVED,04.04.2019,MARKETED,CELLTRION INC.,2019
96916,02478404,AURO-EFAVIRENZ-EMTRICITABINE-TENOFOVIR,EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,APPROVED,04.07.2018,MARKETED,AURO PHARMA INC,2018
96929,02478501,AURO-SILODOSIN,SILODOSIN,CAPSULE,ORAL,APPROVED,15.06.2021,MARKETED,AURO PHARMA INC,2021
96930,02478528,AURO-SILODOSIN,SILODOSIN,CAPSULE,ORAL,APPROVED,15.06.2021,MARKETED,AURO PHARMA INC,2021
96932,02478544,EZETIMIBE,EZETIMIBE,TABLET,ORAL,APPROVED,11.07.2018,MARKETED,LABORATOIRE RIVA INC.,2018
96935,02478579,BIKTARVY,BICTEGRAVIR (BICTEGRAVIR SODIUM); TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE); EMTRICITABINE,TABLET,ORAL,APPROVED,10.07.2018,MARKETED,GILEAD SCIENCES CANADA INC,2018
96937,02478595,JAMP-CHOLESTYRAMINE,CHOLESTYRAMINE RESIN,POWDER FOR SUSPENSION,ORAL,APPROVED,13.07.2018,MARKETED,JAMP PHARMA CORPORATION,2018
96950,02478757,SLEEP-EZE EXTRA STRENGTH MINIS,DIPHENHYDRAMINE HYDROCHLORIDE,TABLET,ORAL,APPROVED,11.07.2018,MARKETED,MEDTECH PRODUCTS INC,2018
96951,02478765,PANHEMATIN,HEMIN,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,13.07.2018,MARKETED,RECORDATI RARE DISEASES CANADA INC,2018
96957,02478862,ACCEL-LEFLUNOMIDE,LEFLUNOMIDE,TABLET,ORAL,APPROVED,18.07.2018,MARKETED,ACCEL PHARMA INC,2018
96958,02478870,ACCEL-LEFLUNOMIDE,LEFLUNOMIDE,TABLET,ORAL,APPROVED,18.07.2018,MARKETED,ACCEL PHARMA INC,2018
96959,02478889,SANDOZ MORPHINE SR,MORPHINE SULFATE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,13.07.2018,MARKETED,SANDOZ CANADA INCORPORATED,2018
96960,02478900,AURO-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,16.10.2018,MARKETED,AURO PHARMA INC,2018
96961,02478897,SANDOZ MORPHINE SR,MORPHINE SULFATE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,13.07.2018,MARKETED,SANDOZ CANADA INCORPORATED,2018
96962,02478919,AURO-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,16.10.2018,MARKETED,AURO PHARMA INC,2018
96963,02478927,ACCEL-ONDANSETRON,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),TABLET,ORAL,APPROVED,18.07.2018,MARKETED,ACCEL PHARMA INC,2018
96964,02478935,ACCEL-ONDANSETRON,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),TABLET,ORAL,APPROVED,18.07.2018,MARKETED,ACCEL PHARMA INC,2018
96965,02478943,AURO-CINACALCET,CINACALCET (CINACALCET HYDROCHLORIDE),TABLET,ORAL,APPROVED,16.10.2018,MARKETED,AURO PHARMA INC,2018
96967,02479281,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP 1%,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR,APPROVED,23.07.2018,MARKETED,MONT-PHARMA INC,2018
96970,02478986,PREMIUM SUNSCREEN FACE LOTION SUN BUM FACE 50,OCTOCRYLENE; AVOBENZONE; OCTISALATE; HOMOSALATE,LOTION,TOPICAL,APPROVED,17.07.2018,MARKETED,SUN BUM LLC,2018
96971,02478994,PREMIUM SUNSCREEN LOTION SUN BUM 30,AVOBENZONE; OCTOCRYLENE; OCTISALATE; HOMOSALATE,LOTION,TOPICAL,MARKETED,08.04.2019,MARKETED,SUN BUM LLC,2019
96972,02479001,PREMIUM SUNSCREEN LOTION SUN BUM 50,HOMOSALATE; OCTISALATE; OCTOCRYLENE; AVOBENZONE,LOTION,TOPICAL,MARKETED,08.04.2019,MARKETED,SUN BUM LLC,2019
96973,02479028,BENEFIANCE WRINKLE SMOOTHING DAY CREAM,OXYBENZONE; OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OCTINOXATE,CREAM,TOPICAL,APPROVED,17.07.2018,MARKETED,SHISEIDO AMERICAS CORPORATION DIST,2018
96975,02479044,ORIGINAL / ORIGINALE DANDRUFF PYRITHIONE ZINC SHAMPOO & CONDITIONER,PYRITHIONE ZINC,SHAMPOO,TOPICAL,APPROVED,17.07.2018,MARKETED,APOLLO HEALTH AND BEAUTY CARE,2018
