Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda040800,,oxycodone and acetaminophen,acetaminophen,actavis elizabeth,small molecule,tablet,oral,approved,discontinued,03.04.2012,2012,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda040813,,hydrocodone bitartrate and acetaminophen,acetaminophen,amneal pharms ny,small molecule,tablet,oral,approved,discontinued,23.02.2007,2007,no,,,,,,,yes,,,amneal,FDA,,fda,no,,
anda040822,,hydrocodone bitartrate and acetaminophen,acetaminophen,ranbaxy labs ltd,small molecule,tablet,oral,approved,discontinued,16.08.2007,2007,no,,,,,,,yes,,,ranbaxy,FDA,,fda,no,,
anda040824,,hydrocodone bitartrate and acetaminophen,acetaminophen,ranbaxy,small molecule,tablet,oral,approved,discontinued,16.08.2007,2007,no,,,,,,,yes,,,ranbaxy,FDA,,fda,no,,
anda040825,,hydrocodone bitartrate and acetaminophen,acetaminophen,ranbaxy,small molecule,tablet,oral,approved,discontinued,16.08.2007,2007,no,,,,,,,yes,,,ranbaxy,FDA,,fda,no,,
anda040826,,hydrocodone bitartrate and acetaminophen,acetaminophen,sun pharm inds ltd,small molecule,tablet,oral,approved,discontinued,16.08.2007,2007,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda040834,,hydrocodone bitartrate and acetaminophen,acetaminophen,pharm assoc,small molecule,solution,oral,approved,authorised,18.04.2008,2008,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda040838,,hydrocodone bitartrate and acetaminophen,acetaminophen,pharm assoc,small molecule,solution,oral,approved,authorised,10.05.2013,2013,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda040846,,hydrocodone bitartrate and acetaminophen,acetaminophen,mikart,small molecule,tablet,oral,approved,discontinued,09.06.2010,2010,no,,,,,,,yes,,,mikart,FDA,,fda,no,,
anda040849,,hydrocodone bitartrate and acetaminophen,acetaminophen,mikart,small molecule,tablet,oral,approved,discontinued,09.06.2010,2010,no,,,,,,,yes,,,mikart,FDA,,fda,no,,
anda040864,,"butalbital, acetaminophen and caffeine",acetaminophen,granule,small molecule,tablet,oral,approved,authorised,01.12.2008,2008,no,,,,,,,yes,,,granule,FDA,,fda,no,,
anda040881,,hydrocodone bitartrate and acetaminophen,acetaminophen,mikart,small molecule,solution,oral,approved,authorised,25.02.2010,2010,no,,,,,,,yes,,,mikart,FDA,,fda,no,,
anda040883,,"butalbital, acetaminophen and caffeine",acetaminophen,mirror pharms llc,small molecule,tablet,oral,approved,discontinued,23.12.2008,2008,no,,,,,,,yes,,,mirror,FDA,,fda,no,,
anda040885,,"butalbital, acetaminophen and caffeine",acetaminophen,lgm pharma,small molecule,capsule,oral,approved,authorised,16.11.2009,2009,no,,,,,,,yes,,,lgm,FDA,,fda,no,,
anda040894,,hydrocodone bitartrate and acetaminophen,acetaminophen,genus,small molecule,solution,oral,approved,authorised,19.07.2011,2011,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,genus,FDA,"indications and usage hydrocodone bitartrate and acetaminophen oral solution is indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration [see warnings ], reserve hydrocodone bitartrate and acetaminophen oral solution for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): have not been tolerated or are not expected to be tolerated, have not provided adequate analgesia or are not expected to provide adequate analgesia hydrocodone bitartrate and acetaminophen oral solution should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",fda,no,<pain>,
anda074699,,acetaminophen and pentazocine hydrochloride,acetaminophen,watson labs,small molecule,tablet,oral,approved,discontinued,24.03.2000,2000,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda074843,,propoxyphene napsylate and acetaminophen,acetaminophen,vintage pharms,small molecule,tablet,oral,approved,discontinued,12.02.1997,1997,no,,,,,,,yes,,,vintage,FDA,,fda,no,,
anda074911,,phrenilin with caffeine and codeine,acetaminophen,valeant,small molecule,capsule,oral,approved,discontinued,22.08.2001,2001,no,,,,,,,yes,,,valeant,FDA,,fda,no,,
anda075077,,acetaminophen,acetaminophen,perrigo,small molecule,tablet,oral,approved,authorised,25.02.2000,2000,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda075618,,"butalbital, acetaminophen, caffeine and codeine phosphate",acetaminophen,hikma intl pharms,small molecule,capsule,oral,approved,discontinued,23.03.2001,2001,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda075738,,propoxyphene napsylate and acetaminophen,acetaminophen,mallinckrodt,small molecule,tablet,oral,approved,discontinued,02.02.2001,2001,no,,,,,,,yes,,,mallinckrodt,FDA,,fda,no,,
anda075794,,"acetaminophen, aspirin and caffeine",acetaminophen,perrigo,small molecule,tablet,oral,approved,authorised,26.11.2001,2001,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda075838,,propoxyphene napsylate and acetaminophen,acetaminophen,able,small molecule,tablet,oral,approved,discontinued,11.07.2001,2001,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda075929,,"butalbital, acetaminophen, caffeine and codeine phosphate",acetaminophen,nostrum labs inc,small molecule,capsule,oral,approved,discontinued,22.04.2002,2002,no,,,,,,,yes,,,nostrum,FDA,,fda,no,,
anda076200,,acetaminophen,acetaminophen,ohm labs,small molecule,tablet,oral,approved,authorised,19.03.2002,2002,no,,,,,,,yes,,,ohm,FDA,,fda,no,,
anda076202,,acetaminophen and pentazocine hydrochloride,acetaminophen,gavis pharms,small molecule,tablet,oral,approved,discontinued,02.08.2002,2002,no,,,,,,,yes,,,gavis,FDA,,fda,no,,
anda076429,,darvocet a500,acetaminophen,xanodyne pharm,small molecule,tablet,oral,approved,discontinued,10.09.2003,2003,no,,,,,,,yes,,,xanodyne,FDA,,fda,no,,
anda076475,,tramadol hydrochloride and acetaminophen,acetaminophen,chartwell rx,small molecule,tablet,oral,approved,discontinued,21.04.2005,2005,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda076560,,"butalbital, acetaminophen, caffeine and codeine phosphate",acetaminophen,lgm pharma,small molecule,capsule,oral,approved,authorised,10.06.2004,2004,no,,,,,,,yes,,,lgm,FDA,,fda,no,,
anda076609,,propoxyphene napsylate and acetaminophen,acetaminophen,watson labs florida,,tablet,oral,approved,discontinued,16.11.2004,2004,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda076743,,propoxyphene napsylate and acetaminophen,acetaminophen,cornerstone,,tablet,oral,approved,discontinued,07.05.2004,2004,no,,,,,,,yes,,,cornerstone,FDA,,fda,no,,
anda076750,,propoxyphene napsylate and acetaminophen,acetaminophen,cornerstone,,tablet,oral,approved,discontinued,28.06.2004,2004,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda076914,,tramadol hydrochloride and acetaminophen,acetaminophen,graviti pharms,,tablet,oral,approved,discontinued,26.07.2006,2006,no,,,,,,,yes,,,graviti,FDA,,fda,no,,
anda077184,,tramadol hydrochloride and acetaminophen,acetaminophen,sun pharm inds inc,,tablet,oral,approved,discontinued,16.12.2005,2005,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda077196,,propoxyphene napsylate and acetaminophen,acetaminophen,watson labs florida,,tablet,oral,approved,discontinued,28.06.2005,2005,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda077677,,propoxyphene napsylate and acetaminophen,acetaminophen,wockhardt ltd,,tablet,oral,approved,discontinued,16.03.2007,2007,no,,,,,,,yes,,,wockhardt,FDA,,fda,no,,
anda077821,,propoxyphene napsylate and acetaminophen,acetaminophen,mirror pharms,,tablet,oral,approved,discontinued,11.02.2008,2008,no,,,,,,,yes,,,mirror,FDA,,fda,no,,
anda077858,,tramadol hydrochloride and acetaminophen,acetaminophen,rising,,tablet,oral,approved,authorised,26.09.2008,2008,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda078569,,acetaminophen,acetaminophen,sun pharm inds ltd,,tablet,oral,approved,discontinued,14.12.2011,2011,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda078778,,tramadol hydrochloride and acetaminophen,acetaminophen,nostrum labs inc,,tablet,oral,approved,discontinued,07.04.2014,2014,no,,,,,,,yes,,,nostrum,FDA,,fda,no,,
anda089718,,"butalbital, acetaminophen and caffeine",acetaminophen,hikma pharms,,tablet,oral,approved,discontinued,12.06.1995,1995,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda090118,,hydrocodone bitartrate and acetaminophen,acetaminophen,sun pharm inds inc,,tablet,oral,approved,discontinued,23.12.2008,2008,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090177,,oxycodone and acetaminophen,acetaminophen,dr reddys labs sa,,tablet,oral,approved,discontinued,20.10.2008,2008,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda090205,,acetaminophen,acetaminophen,sun pharm inds ltd,,tablet,oral,approved,discontinued,18.11.2009,2009,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090265,,hydrocodone bitartrate and acetaminophen,acetaminophen,caraco,,tablet,oral,approved,discontinued,23.12.2008,2008,no,,,,,,,yes,,,caraco,FDA,,fda,no,,
anda090380,,hydrocodone bitartrate and acetaminophen,acetaminophen,caraco,,tablet,oral,approved,discontinued,23.12.2008,2008,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda090415,,hydrocodone bitartrate and acetaminophen,acetaminophen,endo operations,,tablet,oral,approved,discontinued,24.01.2011,2011,no,,,,,,,yes,,,endo,FDA,,fda,no,,
anda090460,,tramadol hydrochloride and acetaminophen,acetaminophen,zydus pharms usa inc,,tablet,oral,approved,authorised,06.09.2012,2012,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda090468,,zyfrel,acetaminophen,cypress pharm inc,,solution,oral,approved,discontinued,14.04.2016,2016,no,,,,,,,yes,,,cypress,FDA,,fda,no,,
anda090485,,tramadol hydrochloride and acetaminophen,acetaminophen,amneal pharms,,tablet,oral,approved,authorised,09.12.2009,2009,no,,,,,,,yes,,,amneal,FDA,,fda,no,,
anda090535,,oxycodone and acetaminophen,acetaminophen,sun pharm inds inc,,tablet,oral,approved,discontinued,26.12.2013,2013,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda090733,,oxycodone and acetaminophen,acetaminophen,endo operations,,tablet,oral,approved,discontinued,11.07.2013,2013,no,,,,,,,yes,,,endo,FDA,,fda,no,,
anda090734,,oxycodone and acetaminophen,acetaminophen,endo operations,,tablet,oral,approved,discontinued,11.07.2013,2013,no,,,,,,,yes,,,endo,FDA,,fda,no,,
anda090956,,butalbital and acetaminophen,acetaminophen,lgm pharma,,tablet,oral,approved,authorised,23.08.2011,2011,no,,,,,,,yes,,,lgm,FDA,,fda,no,,
anda091238,,acetaminophen and codeine phosphate,acetaminophen,chartwell molecular,,solution,oral,approved,discontinued,10.11.2011,2011,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda200243,,"butalbital, acetaminophen and caffeine",acetaminophen,lannett co inc,,tablet,oral,approved,authorised,13.09.2012,2012,no,,,,diseases of the nervous system,,,yes,,,lannett,FDA,"indications and usage butalbital, acetaminophen, and caffeine tablets, usp are indicated for the relief of the symptom complex of tension (or muscle contraction) headache. evidence supporting the efficacy and safety of this combination product in the treatment of multiple recurrent headaches is unavailable. caution in this regard is required because butalbital is habit-forming and potentially abusable.",fda,no,<headache disorders>,
anda200343,,hydrocodone bitartrate and acetaminophen,acetaminophen,genus,,solution,oral,approved,discontinued,25.01.2012,2012,no,,,,,,,yes,,,genus,FDA,,fda,no,,
anda201013,,hydrocodone bitartrate and acetaminophen,acetaminophen,aurolife pharma llc,,tablet,oral,approved,authorised,11.04.2012,2012,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,aurolife,FDA,"indications and usage hydrocodone bitartrate and acetaminophen tablets are indicated for the management of, pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, even at recommended doses [see warnings ], reserve hydrocodone bitartrate and acetaminophen tablets for use in patients for whom alternative treatment options [e.g., non-opioid analgesics] have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia",fda,no,not reported,
anda201278,,oxycodone and acetaminophen,acetaminophen,rhodes pharms,,tablet,oral,approved,authorised,28.08.2014,2014,no,,,,,,,yes,,,rhodes,FDA,,fda,no,,
anda201295,,hydrocodone bitartrate and acetaminophen,acetaminophen,tris pharma inc,,solution,oral,approved,discontinued,30.12.2021,2021,no,,,,,,,yes,,,tris,FDA,,fda,no,,
anda201447,,oxycodone and acetaminophen,acetaminophen,actavis elizabeth,,tablet,oral,approved,authorised,12.04.2013,2013,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda201448,,oxycodone and acetaminophen,acetaminophen,sankalp lifecare,,solution,oral,approved,authorised,26.08.2021,2021,no,,,,,,,yes,,,sankalp,FDA,,fda,no,,
anda201952,,tramadol hydrochloride and acetaminophen,acetaminophen,micro labs ltd india,,tablet,oral,approved,authorised,14.12.2012,2012,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,micro labs,FDA,"1 indications and usage tramadol hydrochloride and acetaminophen tablets are indicated for the management of acute pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use tramadol hydrochloride and acetaminophen tablets are indicated for short-term use of five days or less. because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses [see warnings and precautions (5.1) ] , reserve tramadol hydrochloride and acetaminophen for use in patients for whom alternative treatment options [e.g., non-opioid analgesics]: have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia. tramadol hydrochloride and acetaminophen tablet is a combination of tramadol hydrochloride, an opioid agonist, and acetaminophen, and is indicated for the management of acute pain, severe enough to require an opioid analgesic and for which alternative treatments are inadequate. ( 1 ) limitations of use ( 1 ) tramadol hydrochloride and acetaminophen tablets are indicated for short-term use of five days or less. because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses, reserve tramadol hydrochloride and acetaminophen tablets for use in patients for whom alternative treatment options [e.g., non-opioid analgesics]: have not been tolerated, or are not expected to be tolerated. have not provided adequate analgesia, or are not expected to provide adequate analgesia.",fda,no,<acute pain>,
anda201972,,oxycodone and acetaminophen,acetaminophen,aurolife pharma llc,,tablet,oral,approved,authorised,15.07.2013,2013,no,,,,,,,yes,,,aurolife,FDA,,fda,no,,
anda202076,,tramadol hydrochloride and acetaminophen,acetaminophen,alkem labs ltd,,tablet,oral,approved,authorised,30.03.2012,2012,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda202142,,oxycodone and acetaminophen,acetaminophen,mikart,,solution,oral,approved,authorised,27.11.2018,2018,no,,,,,,,yes,,,mikart,FDA,,fda,no,,
anda202214,,hydrocodone bitartrate and acetaminophen,acetaminophen,tris pharma inc,,tablet,oral,approved,authorised,27.03.2013,2013,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,tris,FDA,"indications and usage hydrocodone bitartrate and acetaminophen tablets are indicated for the management of pain severe enough to require opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration [see warnings ] , reserve hydrocodone bitartrate and acetaminophen tablets for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia hydrocodone bitartrate and acetaminophen tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",fda,no,not reported,
anda202605,,acetaminophen,acetaminophen,hikma,,solution,intravenous,approved,authorised,13.06.2016,2016,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda202677,,oxycodone and acetaminophen,acetaminophen,alvogen,,tablet,oral,approved,authorised,26.07.2012,2012,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,alvogen,FDA,"indications and usage oxycodone and acetaminophen tablets is indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use: because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration [see warnings ] , reserve oxycodone and acetaminophen tablets for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): • have not been tolerated, or are not expected to be tolerated, • have not provided adequate analgesia, or are not expected to provide adequate analgesia oxycodone and acetaminophen tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",fda,no,not reported,
anda202800,,acetaminophen and codeine phosphate,acetaminophen,aurolife pharma llc,,tablet,oral,approved,authorised,15.04.2013,2013,no,,,,"injury, poisoning and certain other consequences of external causes",,,yes,,,aurolife,FDA,"indications and usage acetaminophen and codeine phosphate tablets are indicated for the management of mild to moderate pain,where treatment with an opioid is appropriate and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration [see warnings ], reserve acetaminophen and codeine phosphate tablets for use in patients for whom alternative treatment options [e.g., non-opioid analgesics] · have not been tolerated or are not expected to be tolerated. · have not provided adequate analgesia or are not expected to provide adequate analgesia, acetaminophen and codeine phosphate tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate",fda,no,not reported,
anda202935,,hydrocodone bitartrate and acetaminophen,acetaminophen,strides pharma,,tablet,oral,approved,authorised,15.06.2016,2016,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda202991,,hydrocodone bitartrate and acetaminophen,acetaminophen,rhodes pharms,,tablet,oral,approved,authorised,12.04.2016,2016,no,,,,,,,yes,,,rhodes,FDA,,fda,no,,
anda203484,,allzital; butalbital and acetaminophen,acetaminophen,larken labs inc,,tablet,oral,approved,authorised,04.12.2015,2015,no,,,,,,,yes,,,larken,FDA,,fda,no,,
anda203573,,oxycodone hydrochloride and acetaminophen,acetaminophen,endo operations,,solution,oral,approved,discontinued,18.12.2014,2014,no,,,,,,,yes,,,endo,FDA,,fda,no,,
