Origin,Marketing authorisation Number,Drug name,Non proprietary name,Marketing authorisation holder/ applicant,Pharmaceutical form,Administration route,Decision,Decision date,Current status,Non-clinical abridge,Referral
FDA,NDA216157,OXBRYTA,VOXELOTOR,GLOBAL BLOOD THERAPS,"TABLET; TABLET, FOR SUSPENSION",ORAL,Approved,17.12.2021,Discontinued,no,No; Yes
FDA,NDA216165,EXBLIFEP,CEFEPIME HYDROCHLORIDE,ALLECRA THERAPS,POWDER,INTRAVENOUS,Approved,22.02.2024,Discontinued,no,Yes
FDA,ANDA216172,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,MANKIND PHARMA,TABLET,ORAL,Approved,14.11.2022,authorised,yes,No
FDA,ANDA216202,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,NOVITIUM PHARMA,TABLET,ORAL,Approved,13.06.2022,authorised,yes,No
FDA,ANDA216209,RAMELTEON,RAMELTEON,XIROMED,TABLET,ORAL,Approved,25.11.2022,authorised,yes,No
FDA,ANDA216213,LENALIDOMIDE,LENALIDOMIDE,AMNEAL,CAPSULE,ORAL,Approved,31.01.2025,authorised,yes,No
FDA,ANDA216252,GABAPENTIN,GABAPENTIN,HUMANWELL,TABLET,ORAL,Approved,26.02.2024,authorised,yes,No
FDA,ANDA216283,DEXAMETHASONE,DEXAMETHASONE,ZYDUS LIFESCIENCES,TABLET,ORAL,Approved,07.02.2024,authorised,yes,No
FDA,ANDA216389,FLUOCINONIDE,FLUOCINONIDE,QUAGEN,SOLUTION,TOPICAL,Approved,26.02.2025,authorised,yes,No
FDA,NDA216403,FILSPARI,SPARSENTAN,TRAVERE,TABLET,ORAL,Approved,17.02.2023,authorised,no,Yes
FDA,ANDA216419,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,AUROBINDO PHARMA LTD,CAPSULE,ORAL,Approved,14.09.2023,authorised,yes,No
FDA,ANDA216424,MEROPENEM,MEROPENEM,QILU,INJECTABLE,INJECTION,Approved,22.07.2024,authorised,yes,No
FDA,ANDA216448,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,NOVITIUM PHARMA,SOLUTION,ORAL,Approved,09.11.2022,authorised,yes,No
FDA,NDA216472,IYUZEH,LATANOPROST,THEA PHARMA,SOLUTION/DROPS,OPHTHALMIC,Approved,13.12.2022,authorised,no,Yes
FDA,ANDA216501,CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN,AMNEAL,SUSPENSION/DROPS,OTIC,Approved,22.03.2024,authorised,yes,No
FDA,ANDA216511,,,LUPIN LTD,,,Tentative Approval,28.01.2025,None (Tentative Approval),yes,
FDA,ANDA216534,,,SHANDONG NEW TIME PHARMACEUTICAL CO LTD,,,Tentative Approval,27.03.2024,None (Tentative Approval),yes,
FDA,ANDA216576,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,AMNEAL,"SPRAY, METERED",NASAL,Approved,05.06.2024,authorised,yes,No
FDA,NDA004782,PREMARIN,"ESTROGENS, CONJUGATED",WYETH PHARMS,TABLET,ORAL,Approved,08.05.1942,authorised,no,No; Yes
FDA,ANDA216653,TIMOLOL MALEATE,TIMOLOL MALEATE,SOMERSET THERAPS LLC,SOLUTION/DROPS,OPHTHALMIC,Approved,03.07.2024,authorised,yes,No
FDA,NDA216743,ZITUVIMET,METFORMIN HYDROCHLORIDE,ZYDUS LIFESCIENCES,TABLET,ORAL,Approved,03.11.2023,authorised,no,Yes
FDA,ANDA216750,METRONIDAZOLE,METRONIDAZOLE,SAPTALIS PHARMS,GEL,VAGINAL,Approved,31.12.2024,authorised,yes,No
FDA,ANDA216795,METRONIDAZOLE,METRONIDAZOLE,ENCUBE,GEL,VAGINAL,Approved,18.03.2024,Discontinued,yes,No
FDA,ANDA216806,LACOSAMIDE,LACOSAMIDE,HIKMA,SOLUTION,INTRAVENOUS,Approved,05.04.2024,authorised,yes,No
FDA,NDA020655,ALORA,ESTRADIOL,ABBVIE,"FILM, EXTENDED RELEASE",TRANSDERMAL,Approved,20.12.1996,Discontinued,no,No
FDA,ANDA216860,FUROSEMIDE,FUROSEMIDE,MANKIND PHARMA,INJECTABLE,INJECTION,Approved,16.12.2022,authorised,yes,No
FDA,ANDA216891,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,BRECKENRIDGE,TABLET,ORAL,Approved,15.11.2022,authorised,yes,No
FDA,ANDA216899,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,HIKMA,INJECTABLE,INJECTION,Approved,09.02.2024,authorised,yes,No
FDA,ANDA216906,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,SOMERSET THERAPS LLC,SOLUTION/DROPS,OPHTHALMIC,Approved,09.08.2024,authorised,yes,No
FDA,ANDA216917,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,UNICHEM,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,27.08.2024,authorised,yes,No
FDA,ANDA216920,SODIUM ACETATE,SODIUM ACETATE,HIKMA,SOLUTION,INTRAVENOUS,Approved,15.03.2024,authorised,yes,No
FDA,ANDA216922,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,GLAND,INJECTABLE,INJECTION,Approved,16.11.2022,authorised,yes,No
FDA,ANDA216937,NIMODIPINE,NIMODIPINE,ANNORA PHARMA,SOLUTION,ORAL,Approved,09.07.2024,authorised,yes,No
FDA,ANDA216941,MESALAMINE,MESALAMINE,ENCUBE,ENEMA,RECTAL,Approved,30.05.2023,authorised,yes,No
FDA,NDA020666,ALBENZA,ALBENDAZOLE,IMPAX LABS INC,TABLET,ORAL,Approved,11.06.1996,Discontinued,no,Yes
FDA,ANDA216999,ACETAMINOPHEN AND IBUPROFEN,ACETAMINOPHEN,BIONPHARMA,TABLET,ORAL,Approved,01.08.2023,authorised,yes,No
FDA,NDA217006,ABILIFY ASIMTUFII,ARIPIPRAZOLE,OTSUKA,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,Approved,27.04.2023,authorised,no,Yes
FDA,ANDA217027,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE,GRANULES,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,23.01.2023,authorised,yes,No
FDA,ANDA217034,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,HIKMA,INJECTABLE,INJECTION,Approved,24.05.2023,Discontinued,yes,No
FDA,ANDA217038,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,ZYDUS LIFESCIENCES,TABLET,ORAL,Approved,21.10.2022,authorised,yes,No
FDA,NDA217062,,,AUSON PHARM,,,Tentative Approval,20.05.2025,,no,
FDA,ANDA217071,ERTUGLIFLOZIN,ERTUGLIFLOZIN,HETERO LABS LTD V,TABLET,ORAL,Approved,17.09.2024,Discontinued,yes,No
FDA,ANDA217078,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,PRECISION DOSE INC,INJECTABLE,INJECTION,Approved,21.02.2025,authorised,yes,No
FDA,ANDA217088,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,AUROBINDO PHARMA LTD,"SPRAY, METERED",NASAL,Approved,10.05.2024,authorised,yes,No
FDA,ANDA217092,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,STERISCIENCE,INJECTABLE,INJECTION,Approved,22.07.2024,authorised,yes,No
FDA,ANDA217094,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,TORRENT,TABLET,ORAL,Approved,22.01.2024,Discontinued,yes,No
FDA,ANDA217137,FAMOTIDINE,FAMOTIDINE,CARNEGIE,FOR SUSPENSION,ORAL,Approved,07.07.2023,authorised,yes,No
FDA,NDA217150,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,SANDOZ,SOLUTION,INTRAVENOUS,Approved,12.09.2023,authorised,no,Yes
FDA,ANDA217181,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,29.10.2024,authorised,yes,No
FDA,ANDA217183,LITHIUM CITRATE,LITHIUM CITRATE,SCIEGEN PHARMS INC,SYRUP,ORAL,Approved,18.03.2024,authorised,yes,No
FDA,ANDA217192,EPINEPHRINE,EPINEPHRINE,AM REGENT,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Approved,06.09.2024,authorised,yes,No
FDA,ANDA217193,LANREOTIDE ACETATE,LANREOTIDE ACETATE,INVAGEN PHARMS,SOLUTION,SUBCUTANEOUS,Approved,21.05.2024,authorised,yes,No
FDA,ANDA217213,METHSUXIMIDE,METHSUXIMIDE,NOVITIUM PHARMA,CAPSULE,ORAL,Approved,01.05.2023,authorised,yes,No
FDA,ANDA217230,RUFINAMIDE,RUFINAMIDE,AUROBINDO PHARMA,TABLET,ORAL,Approved,16.06.2023,authorised,yes,No
FDA,NDA020683,ALESSE,ETHINYL ESTRADIOL,CADENCE HEALTH,TABLET,ORAL-21; ORAL-28,Approved,27.03.1997,Discontinued,no,Yes
FDA,ANDA217241,ACETAMINOPHEN AND IBUPROFEN,ACETAMINOPHEN,STRIDES PHARMA,TABLET,ORAL,Approved,17.01.2025,authorised,yes,No
FDA,NDA217242,ZORYVE,ROFLUMILAST,ARCUTIS,FOAM,TOPICAL,Approved,15.12.2023,authorised,no,Yes
FDA,ANDA217243,PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN SODIUM,SHANDONG,INJECTABLE,INJECTION,Approved,14.04.2023,authorised,yes,No
FDA,ANDA217258,,,APOTEX,,,Tentative Approval,24.01.2024,None (Tentative Approval),yes,
FDA,ANDA217281,LENALIDOMIDE,LENALIDOMIDE,NOVUGEN,CAPSULE,ORAL,Approved,11.09.2024,authorised,yes,No
FDA,NDA020688,PATADAY TWICE DAILY RELIEF,OLOPATADINE HYDROCHLORIDE,ALCON LABS INC,SOLUTION/DROPS,OPHTHALMIC,Approved,18.12.1996,authorised,no,Yes
FDA,ANDA217329,,,ANNORA PHARMA,,,Tentative Approval,23.09.2024,None (Tentative Approval),yes,
FDA,ANDA217343,TIMOLOL MALEATE,TIMOLOL MALEATE,MICRO LABS,SOLUTION/DROPS,OPHTHALMIC,Approved,26.05.2023,authorised,yes,No
FDA,ANDA217409,PIPERACILLIN AND TAZOBACTAM,"PIPERACILLIN SODIUM; PIPERACILLIN,TAZOBACTAM",EUGIA PHARMA,INJECTABLE; INJECTION,"INJECTION; POWDER,FOR SOLUTION",Approved,12.10.2023,authorised,yes,No
FDA,ANDA217416,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,AJANTA PHARMA LTD,"FOR SUSPENSION, DELAYED RELEASE",ORAL,Approved,09.02.2023,authorised,yes,No
FDA,ANDA217482,CARBIDOPA AND LEVODOPA,CARBIDOPA,RUBICON,"TABLET, EXTENDED RELEASE",ORAL,Approved,04.06.2024,authorised,yes,No
FDA,ANDA217484,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,AMNEAL,SUSPENSION/DROPS,OPHTHALMIC,Approved,20.05.2025,,yes,No
FDA,ANDA217538,DEXAMETHASONE,DEXAMETHASONE,BIONPHARMA,TABLET,ORAL,Approved,26.04.2023,authorised,yes,No
FDA,ANDA217542,BARICITINIB,BARICITINIB,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,22.07.2024,Discontinued,yes,No
FDA,ANDA217565,EDARAVONE,EDARAVONE,XGEN PHARMS,SOLUTION,INTRAVENOUS,Approved,31.10.2024,authorised,yes,No
FDA,NDA020702,LIPITOR,ATORVASTATIN CALCIUM,UPJOHN,TABLET,ORAL,Approved,17.12.1996,authorised,no,Yes
FDA,ANDA217587,TRETINOIN,TRETINOIN,ENCUBE,GEL,TOPICAL,Approved,03.03.2025,authorised,yes,No
FDA,ANDA217606,TADALAFIL,TADALAFIL,FOURRTS LABS,TABLET,ORAL,Approved,13.08.2024,authorised,yes,No
FDA,ANDA217610,ESTRADIOL,ESTRADIOL,NOVITIUM PHARMA,GEL,TRANSDERMAL,Approved,24.08.2023,authorised,yes,No
FDA,NDA217639,ORSERDU,ELACESTRANT HYDROCHLORIDE,STEMLINE THERAP,TABLET,ORAL,Approved,27.01.2023,authorised,no,Yes
FDA,ANDA217657,CARBOPROST TROMETHAMINE,CARBOPROST TROMETHAMINE,GLAND,INJECTABLE,INJECTION,Approved,07.08.2023,authorised,yes,No
FDA,NDA217677,OGSIVEO,NIROGACESTAT HYDROBROMIDE,SPRINGWORKS,TABLET,ORAL,Approved,27.11.2023,authorised,no,Yes
FDA,ANDA217682,GABAPENTIN,GABAPENTIN,ANNORA PHARMA,SOLUTION,ORAL,Approved,17.01.2024,authorised,yes,No
FDA,ANDA217687,BACLOFEN,BACLOFEN,MICRO LABS,TABLET,ORAL,Approved,08.11.2023,authorised,yes,No
FDA,ANDA217749,,,HETERO LABS LTD,,,Tentative Approval,09.09.2024,None (Tentative Approval),yes,
FDA,ANDA217768,,,ALEMBIC PHARMS LTD,,,Tentative Approval,03.07.2024,None (Tentative Approval),yes,
FDA,NDA020713,MIRCETTE,DESOGESTREL,TEVA BRANDED PHARM,TABLET,ORAL-28,Approved,22.04.1998,Discontinued,no,Yes
FDA,ANDA217774,ACITRETIN,ACITRETIN,ALEMBIC,CAPSULE,ORAL,Approved,05.08.2024,authorised,yes,No
FDA,NDA217779,RYTELO,IMETELSTAT SODIUM,GERON,POWDER,INTRAVENOUS,Approved,06.06.2024,authorised,no,Yes
FDA,ANDA217788,BACLOFEN,BACLOFEN,GRAVITI PHARMS,TABLET,ORAL,Approved,10.01.2024,authorised,yes,No
FDA,ANDA217792,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,SOMERSET,INJECTABLE,INJECTION,Approved,20.11.2023,authorised,yes,No
FDA,ANDA217810,RIVAROXABAN,RIVAROXABAN,APOTEX,TABLET,ORAL,Approved,02.05.2025,authorised,yes,No
FDA,ANDA217839,CYANOCOBALAMIN,CYANOCOBALAMIN,MANKIND PHARMA,INJECTABLE,INJECTION,Approved,10.07.2024,authorised,yes,No
FDA,ANDA217847,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,CEROVENE INC,TABLET,ORAL,Approved,19.05.2025,authorised,yes,No
FDA,ANDA217848,ARGATROBAN,ARGATROBAN,GLAND,INJECTABLE,INJECTION,Approved,31.07.2023,authorised,yes,No
FDA,ANDA217868,,,ORBICULAR,,,Tentative Approval,19.11.2024,None (Tentative Approval),yes,
FDA,ANDA217883,INDOMETHACIN,INDOMETHACIN,NOVITIUM PHARMA,SUSPENSION,ORAL,Approved,12.01.2024,authorised,yes,No
FDA,NDA217901,ATZUMI,DIHYDROERGOTAMINE MESYLATE,SATSUMA PHARMS,POWDER,NASAL,Approved,30.04.2025,authorised,no,Yes
FDA,NDA020720,REZULIN,TROGLITAZONE,PFIZER PHARMS,TABLET,ORAL,Approved,29.01.1997,Discontinued,no,No
FDA,ANDA217925,OXALIPLATIN,OXALIPLATIN,HETERO LABS LTD VI,INJECTABLE,INTRAVENOUS,Approved,27.01.2025,authorised,yes,No
FDA,ANDA217961,CARBIDOPA,CARBIDOPA,BEXIMCO PHARMS USA,TABLET,ORAL,Approved,11.12.2023,authorised,yes,No
FDA,ANDA218002,TAFLUPROST,TAFLUPROST,INGENUS PHARMS LLC,SOLUTION/DROPS,OPHTHALMIC,Approved,05.04.2024,authorised,yes,No
FDA,NDA218010,IDOSE TR,TRAVOPROST,GLAUKOS,IMPLANT,INTRACAMERAL,Approved,13.12.2023,authorised,no,Yes
FDA,NDA020727,BIDIL,HYDRALAZINE HYDROCHLORIDE,AZURITY,TABLET,ORAL,Approved,23.06.2005,authorised,no,Yes
FDA,NDA020733,SUBOXONE,BUPRENORPHINE HYDROCHLORIDE,INDIVIOR,TABLET,SUBLINGUAL,Approved,08.10.2002,Discontinued,no,Yes
FDA,NDA218139,TEZRULY,TERAZOSIN HYDROCHLORIDE,NOVITIUM PHARMA,SOLUTION,ORAL,Approved,29.07.2024,authorised,no,Yes
FDA,ANDA218148,ATROPINE SULFATE,ATROPINE SULFATE,MANKIND PHARMA,SOLUTION/DROPS,OPHTHALMIC,Approved,08.01.2024,authorised,yes,No
FDA,ANDA218191,DIFLUPREDNATE,DIFLUPREDNATE,UPSHER SMITH LABS,EMULSION,OPHTHALMIC,Approved,11.02.2025,authorised,yes,No
FDA,NDA218193,,,MYLAN PHARMS INC,,,Tentative Approval,16.08.2023,None (Tentative Approval),no,
FDA,NDA218197,TRUQAP,CAPIVASERTIB,ASTRAZENECA,TABLET,ORAL,Approved,16.11.2023,authorised,no,Yes
FDA,NDA020742,BSS,CALCIUM CHLORIDE,ALCON,SOLUTION,IRRIGATION,Approved,10.12.1997,authorised,no,Yes
FDA,ANDA218228,SIPONIMOD,SIPONIMOD,CIPLA LTD,TABLET,ORAL,Tentative Approval,10.01.2025,None (Tentative Approval),yes,No
FDA,ANDA218281,ERIBULIN MESYLATE,ERIBULIN MESYLATE,JIANGXI KVVIT PHARM,SOLUTION,INTRAVENOUS,Approved,28.06.2024,authorised,yes,No
FDA,ANDA218289,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,AUROBINDO PHARMA LTD,"OINTMENT, AUGMENTED",TOPICAL,Approved,10.04.2024,authorised,yes,No
FDA,ANDA218290,CEVIMELINE HYDROCHLORIDE,CEVIMELINE HYDROCHLORIDE,BIONPHARMA,CAPSULE,ORAL,Approved,08.11.2023,authorised,yes,No
FDA,ANDA218380,ARFORMOTEROL TARTRATE,ARFORMOTEROL TARTRATE,AUCTA,SOLUTION,INHALATION,Approved,03.02.2025,authorised,yes,No
FDA,ANDA218404,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,MANKIND PHARMA,INJECTABLE,INJECTION,Approved,29.02.2024,authorised,yes,No
FDA,ANDA218411,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,THE J MOLNER,SOLUTION,TOPICAL,Approved,29.04.2024,authorised,yes,No
FDA,ANDA218434,POSACONAZOLE,POSACONAZOLE,MSN,"TABLET, DELAYED RELEASE",ORAL,Approved,24.02.2025,authorised,yes,No
FDA,NDA020750,TILADE,NEDOCROMIL SODIUM,SANOFI AVENTIS US,SOLUTION,INHALATION,Approved,01.10.1997,Discontinued,no,No
FDA,ANDA218497,NAPROXEN,NAPROXEN,NOVITIUM PHARMA,"TABLET, DELAYED RELEASE",ORAL,Approved,12.06.2024,authorised,yes,No
FDA,ANDA218498,KETOCONAZOLE,KETOCONAZOLE,NOVITIUM PHARMA,SHAMPOO,TOPICAL,Approved,16.09.2024,authorised,yes,No
FDA,ANDA218532,NILOTINIB,NILOTINIB,TORRENT PHARMS LTD,CAPSULE,,Tentative Approval,14.05.2025,,yes,No
FDA,ANDA218554,NELARABINE,NELARABINE,ALEMBIC,INJECTABLE,INTRAVENOUS,Approved,01.08.2024,authorised,yes,No
FDA,ANDA218620,METYROSINE,METYROSINE,CEROVENE INC,CAPSULE,ORAL,Approved,09.04.2025,authorised,yes,No
FDA,ANDA218640,LUBIPROSTONE,LUBIPROSTONE,ASCENT PHARMS INC,CAPSULE,ORAL,Approved,02.01.2025,authorised,yes,No
FDA,NDA218772,ARBLI,LOSARTAN POTASSIUM,SCIENTURE,SUSPENSION,ORAL,Approved,13.03.2025,authorised,no,Yes
FDA,ANDA218773,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,DR REDDYS,INJECTABLE,INJECTION,Approved,12.03.2025,authorised,yes,No
FDA,NDA020764,LAMICTAL CD,LAMOTRIGINE,GLAXOSMITHKLINE LLC,"TABLET, FOR SUSPENSION",ORAL,Approved,24.08.1998,authorised,no,No; Yes
FDA,ANDA218878,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE,BAXTER HLTHCARE CORP,INJECTABLE,INJECTION,Approved,24.09.2024,authorised,yes,No
FDA,ANDA218933,AVERI,DESOGESTREL,AVION PHARMS,TABLET,ORAL-21; ORAL-28,Approved,02.05.2025,authorised,yes,No
FDA,ANDA218941,METRONIDAZOLE,METRONIDAZOLE,AUROBINDO PHARMA LTD,GEL,TOPICAL,Approved,15.10.2024,authorised,yes,No
FDA,NDA218944,REVUFORJ,REVUMENIB CITRATE,SYNDAX,TABLET,ORAL,Approved,15.11.2024,authorised,no,Yes
FDA,NDA219008,LAZCLUZE,LAZERTINIB MESYLATE,JANSSEN BIOTECH,TABLET,ORAL,Approved,19.08.2024,authorised,no,Yes
FDA,NDA219019,QFITLIA,FITUSIRAN SODIUM,GENZYME CORP,SOLUTION,SUBCUTANEOUS,Approved,28.03.2025,authorised,no,Yes
FDA,ANDA219044,BISOPROLOL FUMARATE,BISOPROLOL FUMARATE,UNIQUE PHARM,TABLET,ORAL,Approved,16.04.2025,authorised,yes,No
FDA,ANDA219160,,,ANNORA PHARMA PRIVATE LIMITED,,,Tentative Approval,13.02.2025,None (Tentative Approval),yes,
FDA,ANDA219194,ACETYLCYSTEINE,ACETYLCYSTEINE,SOMERSET THERAPS LLC,SOLUTION,"INHALATION, ORAL",Approved,12.02.2025,authorised,yes,No
FDA,NDA020778,VIRACEPT,NELFINAVIR MESYLATE,AGOURON PHARMS,POWDER,ORAL,Approved,14.03.1997,Discontinued,no,No
FDA,ANDA219289,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,BIONPHARMA,SYRUP,ORAL,Approved,28.04.2025,authorised,yes,No
FDA,NDA219379,GOMEKLI,MIRDAMETINIB,SPRINGWORKS,"TABLET, FOR SUSPENSION",ORAL,Approved,11.02.2025,authorised,no,Yes
FDA,ANDA219441,DIFLUPREDNATE,DIFLUPREDNATE,CAPLIN,EMULSION,OPHTHALMIC,Approved,13.12.2024,authorised,yes,No
FDA,ANDA219507,ZONISAMIDE,ZONISAMIDE,MACLEODS PHARMS LTD,CAPSULE,ORAL,Approved,12.05.2025,authorised,yes,No
FDA,ANDA219562,LEVETIRACETAM IN SODIUM CHLORIDE,LEVETIRACETAM,CAPLIN,INJECTABLE,INTRAVENOUS,Approved,16.01.2025,authorised,yes,No
FDA,NDA219616,AVMAPKI FAKZYNJA CO-PACK (COPACKAGED),AVUTOMETINIB POTASSIUM,VERASTEM INC,"CAPSULE, TABLET",ORAL,Approved,08.05.2025,authorised,no,Yes
FDA,BLA761033,CINQAIR,RESLIZUMAB,TEVA RESPIRATORY LLC,INJECTABLE,INJECTION,Approved,23.03.2016,authorised,no,No
FDA,BLA761036,DARZALEX,DARATUMUMAB,JANSSEN BIOTECH,INJECTABLE,INJECTION,Approved,16.11.2015,authorised,no,TBD
FDA,BLA761044,STELARA,USTEKINUMAB,JANSSEN BIOTECH,INJECTABLE,INJECTION,Approved,23.09.2016,authorised,no,No
FDA,BLA761046,ZINPLAVA,BEZLOTOXUMAB,MERCK SHARP DOHME,INJECTABLE,INJECTION,Approved,21.10.2016,authorised,no,No
FDA,BLA761052,BRINEURA,CERLIPONASE ALFA,BIOMARIN PHARM,INJECTABLE,INJECTION,Approved,27.04.2017,authorised,no,No
FDA,BLA761067,ILUMYA,TILDRAKIZUMAB-ASMN,SUN PHARMA GLOBAL,INJECTABLE,INJECTION,Approved,20.03.2018,authorised,no,No
FDA,BLA761069,IMFINZI,DURVALUMAB,ASTRAZENECA UK LTD,INJECTABLE,INJECTION,Approved,01.05.2017,authorised,no,TBD
FDA,BLA761070,FASENRA,BENRALIZUMAB,ASTRAZENECA AB,INJECTABLE,INJECTION,Approved,14.11.2017,authorised,no,TBD
FDA,BLA761075,FULPHILA,PEGFILGRASTIM-JMDB,MYLAN GMBH,INJECTABLE,INJECTION,Approved,04.06.2018,authorised,no,No
FDA,BLA761082,RELEUKO,FILGRASTIM-AYOW,KASHIV BIOSCIENCES LLC,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS; SUBCUTANEOUS",Approved,25.02.2022,authorised,no,No
FDA,BLA761086,AVSOLA,INFLIXIMAB-AXXQ,AMGEN INC,INJECTABLE,INJECTION,Approved,06.12.2019,authorised,no,No
FDA,BLA761089,AJOVY,FREMANEZUMAB-VFRM,TEVA PHARMS USA,INJECTABLE,INJECTION,Approved,14.09.2018,authorised,no,No
FDA,BLA761090,TAKHZYRO,LANADELUMAB-FLYO,DYAX CORP.,SOLUTION,SUBCUTANEOUS,Approved,23.08.2018,authorised,no,No
FDA,BLA761091,HERZUMA,TRASTUZUMAB-PKRB,CELLTRION INC,INJECTABLE,INJECTION,Approved,14.12.2018,authorised,no,No
FDA,BLA761099,ZIRABEV,BEVACIZUMAB-BVZR,PFIZER INC,INJECTABLE,INJECTION,Approved,27.06.2019,authorised,no,No
FDA,BLA761108,ULTOMIRIS,RAVULIZUMAB-CWVZ,ALEXION PHARM,INJECTABLE,INJECTION,Approved,21.12.2018,authorised,no,No
FDA,BLA761116,ELZONRIS,TAGRAXOFUSP-ERZS,STEMLINE THERAPEUTICS INC,SOLUTION,INJECTION,Approved,21.12.2018,authorised,no,No
FDA,BLA761122,NUCALA,MEPOLIZUMAB,GLAXOSMITHKLINE,INJECTABLE,SUBCUTANEOUS,Approved,06.06.2019,authorised,no,No
FDA,BLA761143,TEPEZZA,TEPROTUMUMAB-TRBW,HORIZON THERAPEUTICS IRELAND,INJECTABLE,INJECTION,Approved,21.01.2020,authorised,no,TBD
FDA,BLA761146,QWO,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,ENDO GLOBAL AESTHETICS LTD,SOLUTION,SUBCUTANEOUS,Approved,06.07.2020,authorised,no,No
FDA,BLA761179,RYLAZE,ASPARAGINASE ERWINIA CHRYSANTHEMI (RECOMBINANT)-RYWN,JAZZ PHARMS,INJECTABLE,INTRAMUSCULAR,Approved,30.06.2021,authorised,no,No
FDA,BLA761202,BYOOVIZ,RANIBIZUMAB-NUNA,SAMSUNG BIOEPIS CO LTD,INJECTABLE,INJECTION,Approved,17.09.2021,authorised,no,No
FDA,BLA761210,RYBREVANT,AMIVANTAMAB-VMJW,JANSSEN BIOTECH,INJECTABLE,INJECTION,Approved,21.05.2021,authorised,no,No
FDA,BLA761255,IDACIO,ADALIMUMAB-AACF,FRESENIUS KABI USA,INJECTABLE,SUBCUTANEOUS,Approved,05.01.2024,authorised,no,No
FDA,BLA761263,LUNSUMIO,MOSUNETUZUMAB-AXGB,GENENTECH INC,INJECTABLE,INJECTION,Approved,22.12.2022,authorised,no,No
FDA,BLA761269,LEQEMBI,LECANEMAB-IRMB,EISAI INC,INJECTABLE,INJECTION,Approved,06.01.2023,authorised,no,TBD
FDA,NDA020812,INFANT'S ADVIL; PEDIATRIC ADVIL,IBUPROFEN,HALEON US HOLDINGS,SUSPENSION/DROPS,ORAL,Approved,30.01.1998,authorised,no,Yes
FDA,BLA761315,ALHEMO,CONCIZUMAB-MTCI,NOVO NORDISK INC,Injectable,Subcutaneous,Approved,20.12.2024,authorised,no,No
FDA,BLA761333,BKEMV,ECULIZUMAB-AEEB,AMGEN INC,INJECTABLE,INJECTION,Approved,28.05.2024,authorised,no,No
FDA,BLA761338,STEQEYMA,USTEKINUMAB-STBA,"CELLTRION, INC.",INJECTABLE,INTRAVENOUS; SUBCUTANEOUS,Approved,17.12.2024,authorised,no,No
FDA,BLA761342,TALVEY,TALQUETAMAB-TGVS,JANSSEN BIOTECH,INJECTABLE,INJECTION,Approved,09.08.2023,authorised,no,No
