Origin,Marketing authorisation Number,Drug name,Non proprietary name,Marketing authorisation holder/ applicant,Pharmaceutical form,Administration route,Decision,Decision date,Current status,Non-clinical abridge,Referral
FDA,ANDA062757,MEFOXIN,CEFOXITIN SODIUM,NORVIUM BIOSCIENCE,INJECTABLE,INJECTION,Approved,08.01.1987,Discontinued,yes,No
FDA,ANDA062758,ERYZOLE,ERYTHROMYCIN ETHYLSUCCINATE,ALRA,GRANULE,ORAL,Approved,15.06.1988,Discontinued,yes,No
FDA,ANDA062778,CEPHALEXIN,CEPHALEXIN,BARR,FOR SUSPENSION,ORAL,Approved,06.08.1987,Discontinued,yes,No
FDA,ANDA062873,CEPHALEXIN,CEPHALEXIN,TEVA,FOR SUSPENSION,ORAL,,,Discontinued,yes,No
FDA,ANDA062877,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,ANDA062900,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,WATSON LABS,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA062912,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,04.08.1988,authorised,yes,No
FDA,ANDA062956,VANCOR,VANCOMYCIN HYDROCHLORIDE,PHARMACIA AND UPJOHN,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA062988,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,DR REDDYS,INJECTABLE,INJECTION,Approved,29.12.1989,Discontinued,yes,No
FDA,ANDA063010,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN,ALPHARMA US PHARMS,CREAM,TOPICAL,,,Discontinued,yes,No
FDA,ANDA063065,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,WATSON LABS,CAPSULE,ORAL,Approved,30.12.1991,authorised,yes,No
FDA,ANDA063086,E-BASE,ERYTHROMYCIN,BARR,"TABLET, DELAYED RELEASE",ORAL,Approved,15.05.1990,Discontinued,yes,No
FDA,ANDA063099,TRIMOX,AMOXICILLIN,APOTHECON,CAPSULE,ORAL,Approved,20.03.1992,Discontinued,yes,No
FDA,NDA012675,HEXADROL,DEXAMETHASONE,ASPEN GLOBAL INC,TABLET,ORAL,Approved,20.04.1962,Discontinued,no,No
FDA,ANDA063165,ADRIAMYCIN PFS,DOXORUBICIN HYDROCHLORIDE,PFIZER,INJECTABLE,INJECTION,Approved,30.01.1991,Discontinued,yes,No
FDA,ANDA063182,MEFOXIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,NORVIUM BIOSCIENCE,INJECTABLE,INJECTION,Approved,25.01.1993,Discontinued,yes,No
FDA,ANDA064036,CEFUROXIME SODIUM,CEFUROXIME SODIUM,WATSON LABS INC,INJECTABLE,INJECTION,Approved,26.02.1993,Discontinued,yes,No
FDA,ANDA064039,ERYTHROMYCIN,ERYTHROMYCIN,BAUSCH,SOLUTION,TOPICAL,Approved,27.01.1994,Discontinued,yes,No
FDA,ANDA064065,OTICAIR,HYDROCORTISONE,BAUSCH AND LOMB,SUSPENSION/DROPS,OTIC,Approved,28.08.1996,authorised,yes,No
FDA,ANDA064136,CLINDETS,CLINDAMYCIN PHOSPHATE,PADAGIS US,SWAB,TOPICAL,Approved,30.09.1996,authorised,yes,No
FDA,ANDA064159,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,FOUGERA PHARMS INC,SOLUTION,TOPICAL,Approved,05.06.1997,authorised,yes,No
FDA,ANDA064201,CEFOTAXIME,CEFOTAXIME SODIUM,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,24.03.2000,Discontinued,yes,No
FDA,ANDA064216,COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,ADRASTEA PHARMA,INJECTABLE,INJECTION,Approved,26.02.1999,authorised,yes,No
FDA,NDA001504,VERARD,VERARD,THE VERARD COMPANY,UNKNOWN,UNKNOWN,Approved,30.08.1939,authorised,no,No
FDA,ANDA065013,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,XGEN PHARMS,INJECTABLE,INJECTION,Approved,17.08.2001,authorised,yes,No
FDA,ANDA065022,BACITRACIN ZINC AND POLYMYXIN B SULFATE,BACITRACIN ZINC,PADAGIS US,OINTMENT,OPHTHALMIC,Approved,27.02.2002,authorised,yes,No
FDA,ANDA065024,GENTAMICIN SULFATE,GENTAMICIN SULFATE,FERA PHARMS LLC,OINTMENT,OPHTHALMIC,Approved,30.07.2004,authorised,yes,No
FDA,ANDA065034,DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN HYDROCHLORIDE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,20.11.2001,authorised,yes,No
FDA,ANDA065051,CEFOXITIN,CEFOXITIN SODIUM,HIKMA,INJECTABLE,INJECTION,Approved,11.09.2000,authorised,yes,No
FDA,ANDA065070,DOXYCYCLINE,DOXYCYCLINE,STRIDES PHARMA,TABLET,ORAL,Approved,15.12.2000,authorised,yes,No
FDA,ANDA065078,CYCLOSPORINE,CYCLOSPORINE,IVAX SUB TEVA PHARMS,SOLUTION,ORAL,Approved,25.03.2005,authorised,yes,No
FDA,ANDA065085,MUPIROCIN,MUPIROCIN,TEVA,OINTMENT,TOPICAL,Approved,07.11.2003,authorised,yes,No
FDA,ANDA065103,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,HIKMA INTL PHARMS,CAPSULE,ORAL,Approved,13.05.2005,Discontinued,yes,No
FDA,ANDA065111,KANAMYCIN SULFATE,KANAMYCIN SULFATE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,17.12.2002,Discontinued,yes,No
FDA,ANDA065139,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,FOUGERA PHARMS,CREAM,VAGINAL,Approved,27.12.2004,authorised,yes,No
FDA,ANDA065162,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN,TEVA,FOR SUSPENSION,ORAL,Approved,12.03.2004,authorised,yes,No
FDA,ANDA065166,CEFUROXIME AXETIL,CEFUROXIME AXETIL,CHARTWELL RX,TABLET,ORAL,Approved,29.07.2005,authorised,yes,No
FDA,ANDA065167,CYCLOSPORINE,CYCLOSPORINE,PHARM ASSOC,SOLUTION,ORAL,Approved,05.01.2005,Discontinued,yes,No
FDA,ANDA065174,CLARITHROMYCIN,CLARITHROMYCIN,SUN PHARM INDS LTD,TABLET,ORAL,Approved,24.09.2004,Discontinued,yes,No
FDA,ANDA065184,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,TARO PHARM INDS,SOLUTION,TOPICAL,Approved,31.03.2004,authorised,yes,No
FDA,ANDA065187,NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,GRAMICIDIN,SAPTALIS PHARMS,SOLUTION/DROPS,OPHTHALMIC,Approved,28.10.2005,authorised,yes,No
FDA,ANDA065205,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN,TEVA,"TABLET, CHEWABLE",ORAL,Approved,09.02.2005,authorised,yes,No
FDA,ANDA065223,AZITHROMYCIN,AZITHROMYCIN,PLIVA,TABLET,ORAL,Approved,14.11.2005,authorised,yes,No
FDA,ANDA065226,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,HOSPIRA INC,INJECTABLE,INJECTION,Approved,21.04.2005,Discontinued,yes,No
FDA,ANDA065230,CEFTRIAXONE,CEFTRIAXONE SODIUM,HOSPIRA INC,INJECTABLE,"INTRAMUSCULAR, INTRAVENOUS",Approved,02.08.2005,Discontinued,yes,No
FDA,ANDA065238,CEFOXITIN,CEFOXITIN SODIUM,HIKMA FARMACEUTICA,INJECTABLE,INJECTION,Approved,12.03.2010,authorised,yes,No
FDA,ANDA065246,AZITHROMYCIN,AZITHROMYCIN,PLIVA,FOR SUSPENSION,ORAL,Approved,06.07.2006,authorised,yes,No
FDA,ANDA065248,CEPHALEXIN,CEPHALEXIN,ANDA REPOSITORY,CAPSULE,ORAL,Approved,28.06.2005,authorised,yes,No
FDA,NDA012967,ORAGRAFIN SODIUM,IPODATE SODIUM,BRACCO,CAPSULE,ORAL,Approved,25.06.1962,Discontinued,no,No
FDA,ANDA065276,CEFPROZIL,CEFPROZIL,LUPIN,TABLET,ORAL,Approved,08.12.2005,authorised,yes,No
FDA,ANDA065302,AZITHROMYCIN,AZITHROMYCIN,CHARTWELL RX,TABLET,ORAL,Approved,11.02.2008,authorised,yes,No
FDA,ANDA065310,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,SANDOZ,INJECTABLE,INJECTION,Approved,25.07.2006,authorised,yes,No
FDA,ANDA065313,CEFOXITIN,CEFOXITIN SODIUM,HOSPIRA INC,INJECTABLE,INJECTION,Approved,23.01.2006,Discontinued,yes,No
FDA,ANDA065317,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN,APOTEX INC,TABLET,ORAL,Approved,20.10.2008,Discontinued,yes,No
FDA,ANDA065336,CEPHALEXIN,CEPHALEXIN,YUNG SHIN PHARM,FOR SUSPENSION,ORAL,Approved,25.07.2007,authorised,yes,No
FDA,ANDA065343,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,19.04.2007,Discontinued,yes,No
FDA,ANDA065350,CEFACLOR,CEFACLOR,HIKMA,CAPSULE,ORAL,Approved,03.04.2007,Discontinued,yes,No
FDA,ANDA065374,CEFOTETAN,CEFOTETAN DISODIUM,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,09.08.2007,authorised,yes,No
FDA,ANDA065382,CLARITHROMYCIN,CLARITHROMYCIN,SUN PHARM INDS LTD,FOR SUSPENSION,ORAL,Approved,30.08.2007,Discontinued,yes,No
FDA,ANDA065395,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,AUROBINDO PHARMA,INJECTABLE,INJECTION,Approved,08.08.2008,Discontinued,yes,No
FDA,ANDA065409,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,Approved,08.06.2007,authorised,yes,No
FDA,ANDA065410,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,HIKMA,CAPSULE,ORAL,Approved,29.07.2008,authorised,yes,No
FDA,ANDA065427,DOXYCYCLINE,DOXYCYCLINE,SOMERSET THERAPS LLC,TABLET,ORAL,Approved,08.06.2007,Discontinued,yes,No
FDA,ANDA065496,CEFUROXIME AXETIL,CEFUROXIME AXETIL,ALKEM LABS LTD,TABLET,ORAL,Approved,07.06.2010,authorised,yes,No
FDA,ANDA065504,CEFTRIAXONE,CEFTRIAXONE SODIUM,AUROBINDO PHARMA LTD,INJECTABLE,INJECTION,Approved,31.07.2008,Discontinued,yes,No
FDA,ANDA065517,CEFOTAXIME SODIUM,CEFOTAXIME SODIUM,AUROBINDO PHARMA,INJECTABLE,INJECTION,Approved,05.11.2009,Discontinued,yes,No
FDA,NDA013334,DECADRON W/ XYLOCAINE,DEXAMETHASONE SODIUM PHOSPHATE,MERCK,INJECTABLE,INJECTION,Approved,11.07.1962,Discontinued,no,No
FDA,ANDA070039,METRONIDAZOLE,METRONIDAZOLE,STRIDES PHARMA,TABLET,ORAL,Approved,29.01.1985,authorised,yes,No
FDA,ANDA070041,IBUPROFEN,IBUPROFEN,WATSON LABS,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070101,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE,TEVA,CAPSULE,ORAL,Approved,22.02.1985,authorised,yes,No
FDA,ANDA070134,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE,ABRAXIS PHARM,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA070147,ALLOPURINOL,ALLOPURINOL,PURACAP PHARM,TABLET,ORAL,Approved,10.12.1985,Discontinued,yes,No
FDA,ANDA070177,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,WATSON LABS,TABLET,ORAL,Approved,13.05.1986,authorised,yes,No
FDA,NDA013621,PERTOFRANE,DESIPRAMINE HYDROCHLORIDE,SANOFI AVENTIS US,CAPSULE,ORAL,Approved,10.04.1968,Discontinued,no,No
FDA,ANDA070203,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE,USL PHARMA,TABLET,ORAL,,,Discontinued,yes,No
FDA,NDA013625,NORINYL; NORINYL 1+50 21-DAY,MESTRANOL,ACTAVIS LABS UT INC,TABLET,ORAL-20; ORAL-21,Approved,05.03.1964,Discontinued,no,No
FDA,ANDA070223,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE,ABRAXIS PHARM,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA070227,DIAZEPAM,DIAZEPAM,DAVA PHARMS INC,TABLET,ORAL,Approved,26.09.1985,Discontinued,yes,No
FDA,ANDA070265,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,RISING,TABLET,ORAL,Approved,23.01.1986,Discontinued,yes,No
FDA,ANDA070272,NALIDIXIC ACID,NALIDIXIC ACID,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,28.03.1986,Discontinued,yes,No
FDA,ANDA070305,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,WATSON LABS,TABLET,ORAL,Approved,18.04.1986,Discontinued,yes,No
FDA,ANDA070310,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,DURAMED PHARMS BARR,TABLET,ORAL,Approved,09.09.1985,Discontinued,yes,No
FDA,ANDA070340,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,WARNER CHILCOTT,TABLET,ORAL,Approved,20.08.1986,Discontinued,yes,No
FDA,ANDA070431,VALPROIC ACID,VALPROIC ACID,PAR PHARM,CAPSULE,ORAL,Approved,28.02.1986,Discontinued,yes,No
FDA,ANDA070439,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,WARNER CHILCOTT,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070440,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,WARNER CHILCOTT,TABLET,ORAL,,,Discontinued,yes,No
FDA,NDA014134,PROTOPAM CHLORIDE,PRALIDOXIME CHLORIDE,BAXTER HLTHCARE CORP,INJECTABLE,INJECTION,Approved,11.03.1964,authorised,no,Yes
FDA,ANDA070470,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE,RISING,CAPSULE,ORAL,Approved,10.12.1985,Discontinued,yes,No
FDA,ANDA070476,IBUPROFEN,IBUPROFEN,MCNEIL,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070492,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,USL PHARMA,TABLET,ORAL,,,Discontinued,yes,No
FDA,NDA006203,HEAVY SOLUTION NUPERCAINE,DIBUCAINE HYDROCHLORIDE,NOVARTIS,INJECTABLE,INJECTION,,,Discontinued,no,No
FDA,NDA014217,MAOLATE,CHLORPHENESIN CARBAMATE,PAMLAB LLC,TABLET,ORAL,Approved,14.06.1965,Discontinued,no,No
FDA,ANDA070528,FUROSEMIDE,FUROSEMIDE,WATSON LABS TEVA,TABLET,ORAL,Approved,07.01.1986,Discontinued,yes,No
FDA,ANDA070535,METHYLDOPA,METHYLDOPA,STRIDES PHARMA,TABLET,ORAL,Approved,02.01.1987,Discontinued,yes,No
FDA,ANDA070581,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,STRIDES PHARMA,TABLET,ORAL,Approved,17.10.1985,authorised,yes,No
FDA,NDA014359,NEURAMATE,MEPROBAMATE,HALSEY,TABLET,ORAL,Approved,03.07.1963,Discontinued,no,No
FDA,ANDA070591,MIDOL,IBUPROFEN,BAYER,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070604,FUROSEMIDE,FUROSEMIDE,WATSON LABS,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA070613,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,STRIDES PHARMA,TABLET,ORAL,Approved,02.02.1987,Discontinued,yes,No
FDA,ANDA070627,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE,HIKMA,INJECTABLE,INJECTION,Approved,30.04.1987,Discontinued,yes,No
FDA,ANDA070645,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,WATSON LABS,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070656,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,ABBOTT,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA070657,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,ABBOTT,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA070674,INDOMETHACIN,INDOMETHACIN,SANDOZ,CAPSULE,ORAL,Approved,29.04.1987,authorised,yes,No
FDA,ANDA070680,NALOXONE HCL,NALOXONE HYDROCHLORIDE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,ANDA070693,NALBUPHINE,NALBUPHINE HYDROCHLORIDE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,ANDA070721,HALOPERIDOL,HALOPERIDOL,SCS,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070725,HALOPERIDOL,HALOPERIDOL,SCS,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070727,LORAZEPAM,LORAZEPAM,AM THERAP,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070737,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,HOSPIRA,SOLUTION,INTRAVENOUS,Approved,06.05.1987,authorised,yes,No
FDA,ANDA070740,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,06.05.1987,Discontinued,yes,No
FDA,ANDA070746,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,USL PHARMA,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA070758,NORETHINDRONE AND MESTRANOL,MESTRANOL,WATSON LABS,TABLET,ORAL-21,Approved,01.07.1988,Discontinued,yes,No
FDA,ANDA070762,FLUPHENAZINE,FLUPHENAZINE DECANOATE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,NDA014738,MANNITOL 20%,MANNITOL,B BRAUN,INJECTABLE,INJECTION,Approved,30.07.1964,Discontinued,no,No
FDA,ANDA070784,INDOMETHACIN,INDOMETHACIN,WATSON LABS,CAPSULE,ORAL,,,Discontinued,yes,No
FDA,ANDA070793,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,MYLAN,CAPSULE,ORAL,Approved,13.05.1986,authorised,yes,No
FDA,ANDA070825,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,SANDOZ,CAPSULE,ORAL,Approved,15.05.1986,Discontinued,yes,No
FDA,ANDA070826,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,AM REGENT,INJECTABLE,INJECTION,Approved,11.02.1987,Discontinued,yes,No
FDA,ANDA070885,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,ACTAVIS MID ATLANTIC,CREAM,TOPICAL,Approved,03.02.1987,authorised,yes,No
FDA,ANDA070926,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,SUPERPHARM,TABLET,ORAL,Approved,26.06.1987,Discontinued,yes,No
FDA,NDA006309,KWELL,LINDANE,REED AND CARNRICK,CREAM; LOTION,TOPICAL,,,Discontinued,no,No
FDA,NDA015197,AMICAR,AMINOCAPROIC ACID,HIKMA,TABLET,ORAL,Approved,03.06.1964,authorised,no,Yes
FDA,ANDA070993,DROPERIDOL,DROPERIDOL,ABRAXIS PHARM,INJECTABLE,INJECTION,Approved,17.11.1986,Discontinued,yes,No
FDA,ANDA071007,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,USL PHARMA,CAPSULE,ORAL,,,Discontinued,yes,No
FDA,ANDA071024,METHYLDOPATE HCL,METHYLDOPATE HYDROCHLORIDE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,ANDA071027,IBUPROFEN,IBUPROFEN,HALSEY,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071051,ASTRAMORPH PF,MORPHINE SULFATE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,07.10.1986,Discontinued,yes,No
FDA,ANDA071067,METHYLDOPA,METHYLDOPA,TEVA,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071068,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,CHARTWELL RX,CAPSULE,ORAL,Approved,25.11.1986,Discontinued,yes,No
FDA,NDA015438,MEPROBAMATE,MEPROBAMATE,IVAX SUB TEVA PHARMS,TABLET,ORAL,,,Discontinued,no,No
FDA,ANDA071101,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,DURAMED PHARMS BARR,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071103,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,DURAMED PHARMS BARR,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071106,METHYLDOPA,METHYLDOPA,TEVA,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071136,DIAZEPAM,DIAZEPAM,DR REDDYS LABS SA,TABLET,ORAL,Approved,03.02.1987,authorised,yes,No
FDA,ANDA071139,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,AM THERAP,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071145,IBUPROFEN,IBUPROFEN,IVAX SUB TEVA PHARMS,TABLET,ORAL,Approved,23.09.1986,Discontinued,yes,No
FDA,ANDA071165,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,16.06.1988,authorised,yes,No
FDA,NDA015921,HALDOL,HALOPERIDOL,ORTHO MCNEIL,TABLET,ORAL,Approved,12.04.1967,Discontinued,no,Yes
FDA,ANDA071181,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE,QUAD PHARMS,Injectable,Injection,,,Discontinued,yes,No
FDA,ANDA071191,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE,INTERPHARM,CAPSULE,ORAL,,,Discontinued,yes,No
FDA,ANDA071199,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,BARR,TABLET,ORAL,Approved,24.09.1987,authorised,yes,No
FDA,NDA006325,TUBOCURARINE CHLORIDE,TUBOCURARINE CHLORIDE,LILLY,INJECTABLE,INJECTION,Approved,28.11.1947,Discontinued,no,No
FDA,NDA015923,HALDOL,HALOPERIDOL LACTATE,JANSSEN PHARMS,INJECTABLE,INJECTION,Approved,18.05.1971,Discontinued,no,Yes
FDA,ANDA071207,HALOPERIDOL,HALOPERIDOL,SANDOZ,TABLET,ORAL,Approved,17.11.1986,authorised,yes,No
FDA,ANDA071221,HALOPERIDOL,HALOPERIDOL,DURAMED PHARMS BARR,TABLET,ORAL,Approved,07.07.1987,Discontinued,yes,No
FDA,ANDA071234,HALOPERIDOL,HALOPERIDOL,VINTAGE,TABLET,ORAL,Approved,03.11.1986,Discontinued,yes,No
FDA,NDA016008,PERMITIL,FLUPHENAZINE HYDROCHLORIDE,SCHERING,CONCENTRATE,ORAL,Approved,07.04.1965,Discontinued,no,No
FDA,ANDA071250,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,IMPAX LABS INC,TABLET,ORAL,Approved,03.02.1988,authorised,yes,No
FDA,ANDA071252,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,INTERPHARM,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071265,IBUPROFEN,IBUPROFEN,ADAPTIS,TABLET,ORAL,Approved,15.10.1986,Discontinued,yes,No
FDA,ANDA071271,TOLAZAMIDE,TOLAZAMIDE,INTERPHARM,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071295,ATROPINE,ATROPINE,ABBVIE,SOLUTION,INTRAMUSCULAR,Approved,30.01.1987,Discontinued,yes,No
FDA,NDA016029,OVULEN; OVULEN-21,ETHYNODIOL DIACETATE,GD SEARLE LLC,TABLET,ORAL-20; ORAL-21,Approved,23.03.1966,Discontinued,no,No
FDA,ANDA071310,DIAZEPAM,DIAZEPAM,HIKMA,INJECTABLE,INJECTION,Approved,17.07.1987,Discontinued,yes,No
FDA,ANDA071327,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,DURAMED PHARMS BARR,TABLET,ORAL,Approved,01.10.1986,Discontinued,yes,No
FDA,NDA016033,VONTROL,DIPHENIDOL HYDROCHLORIDE,GLAXOSMITHKLINE,TABLET,ORAL,Approved,05.04.1967,Discontinued,no,No
FDA,ANDA071343,INDOMETHACIN,INDOMETHACIN,TEVA,CAPSULE,ORAL,Approved,18.04.1988,Discontinued,yes,No
FDA,ANDA071357,TOLAZAMIDE,TOLAZAMIDE,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,16.07.1987,Discontinued,yes,No
FDA,ANDA071374,HALOPERIDOL,HALOPERIDOL,WATSON LABS,TABLET,ORAL,,,Discontinued,yes,No
FDA,NDA016047,EUTRON,METHYCLOTHIAZIDE,ABBOTT,TABLET,ORAL,,,Discontinued,no,No
FDA,ANDA071380,MECLODIUM,MECLOFENAMATE SODIUM,QUANTUM PHARMICS,CAPSULE,ORAL,,,Discontinued,yes,No
FDA,ANDA071382,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,WATSON LABS,CAPSULE,ORAL,,,Discontinued,yes,No
FDA,ANDA071388,PROPRANOLOL HYDROCHLORIDE INTENSOL,PROPRANOLOL HYDROCHLORIDE,ROXANE,CONCENTRATE,ORAL,Approved,15.05.1987,Discontinued,yes,No
FDA,ANDA071404,LORAZEPAM,LORAZEPAM,SANDOZ,TABLET,ORAL,Approved,21.04.1987,authorised,yes,No
FDA,ANDA071412,INDOMETHACIN,INDOMETHACIN,HIKMA,SUSPENSION,ORAL,Approved,18.03.1987,Discontinued,yes,No
FDA,ANDA071436,LORAZEPAM,LORAZEPAM,HALSEY,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA071446,TEMAZEPAM,TEMAZEPAM,WATSON LABS,CAPSULE,ORAL,Approved,21.05.1993,Discontinued,yes,No
FDA,ANDA071447,TEMAZEPAM,TEMAZEPAM,WATSON LABS,CAPSULE,ORAL,Approved,21.05.1993,Discontinued,yes,No
FDA,ANDA071450,ALLOPURINOL,ALLOPURINOL,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,09.01.1987,authorised,yes,No
FDA,ANDA071455,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,KV PHARM,"CAPSULE, EXTENDED RELEASE",ORAL,,,Discontinued,yes,No
