Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
"prothrombin complex concentrate, human-lans",Balfaxar,2008-01-02 00:00:00,Reversal of anticoagulation therapy in patients needing treatment of serious or life threatening bleeding and/or needing urgent surgery or invasive procedures,Designated/Approved,,,"urgent reversal of acquired coagulation factor deficiency induced by Vitamin K antagonist (VKA, e.g., warfarin) therapy in adult patients with need for an urgent surgery/invasive procedure",07/21/2023,,,"Octapharma USA, Inc.",121 River Street,12th Floor,Hoboken,New Jersey,' 07030 ' ,United States,225806.0
quinine Sulfate,,2004-03-06 00:00:00,Treatment of malaria,Designated/Approved,,,Treatment of uncomplicated Plasmodium falciparum malaria,2005-12-08 00:00:00,2012-12-08 00:00:00,,"AR Holding Company, Inc.",1100 Orthodox Street,,Philadelphia,Pennsylvania,' 19124 ' ,United States,185004.0
raxibacumab,ABthraxTM,2003-12-11 00:00:00,Treatment of anthrax,Designated/Approved,,,"Treatment of inhalation anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs,",12/14/2012,12/14/2019,,"Human Genome Sciences, Inc.",14200 Shady Grove Road,,Rockville,Maryland,' 20850 ' ,United States,175503.0
recombinant fusion protein linking coagulation factor IX with albumin (rIX-FP),Idelvion,04/27/2012,Treatment of patients with congenital factor IX deficiency (hemophilia B).,Designated/Approved,,,"Indicated in children and adults with hemophilia B (congenital Factor IX deficiency) for the (1) on-demand control and prevention of bleeding episodes, (2) perioperative management of bleeding, and (3) routine prophylaxis to prevent or reduce the frequency of bleeding episodes.",2016-04-03 00:00:00,2023-04-03 00:00:00,"Indicated for the (1) on-demand control and prevention of bleeding episodes, (2) perioperative management of bleeding, and (3) routine prophylaxis to prevent or reduce the frequency of bleeding episodes.","CSL Behring, LLC",1020 First Avenue,P.O. Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,366712.0
Recombinant human acid alpha-glucosidase; alglucosidase alfa,1. Myozyme 2. Lumizyme,08/19/1997,Treatment of glycogen storage disease type II.,Designated/Approved,,,(Lumizyme) Patients with Pompe disease (acid alpha-glucosidase (GAA deficiency)).,2014-01-08 00:00:00,,,Genzyme Corporation,500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,106597.0
Recombinant human acid alpha-glucosidase; alglucosidase alfa,1. Myozyme 2. Lumizyme,08/19/1997,Treatment of glycogen storage disease type II.,Designated/Approved,,,"Lumizyme for patients 8 years and older with late (non-infantile) onset Pompe disease (GAA deficiency) who do not have evidence of cardiac hypertrophy. The safety and efficacy of Lumizyme (alglucosidase alfa) have not been evaluated in controlled clinical trials in infantile-onset patients, or in late (non-infantile) onset patients less than 8 years of age",05/24/2010,,,Genzyme Corporation,500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,106597.0
Recombinant human acid alpha-glucosidase; alglucosidase alfa,1. Myozyme 2. Lumizyme,08/19/1997,Treatment of glycogen storage disease type II.,Designated/Approved,,,"Myozyme for use in patients with Pompe disease (GAA deficiency). Alglucosidase alfa has been shown to improve ventilator-free survival in patients with infantile onset Pompe disease as compared to an untreated historical control, whereas use of Alphaglucosidase in patients with other forms of Pompe disease has not been adequately studied to assure safety and efficacy.",04/28/2006,04/28/2013,,Genzyme Corporation,500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,106597.0
recombinant human antithrombin,ATryn,2007-07-12 00:00:00,"Treatment of congenital antithrombin deficiency to prevent the occurrence of serious, potentially life-threatening venous thromboembolisms which may develop as a result of surgical or obstetrical procedures",Designated/Approved,,,"Prevention of peri-operative and peri-partum thromboembolic events, in hereditary antithrombin deficient patients.",2009-06-02 00:00:00,2016-06-02 00:00:00,,"GTC Biotherapeutics, Inc.",175 Crossing Blvd,,Framingham,Massachusetts,' 01702 ' ,United States,246807.0
Recombinant human luteinizing hormone,Luveris,1994-07-10 00:00:00,For use in association with recombinant human follicle stimulating hormone for the treatment of women with chronic anovulation due to hypogonadotropic hypogonadism.,Designated/Approved,,,"Luveris (lutropin alfa for injection), concomitantly administered with Gonal-f (follitropin alfa for injection), is indicated for stimulation of follicular development in infertile hypogonadotropic hypogonadal women with profound LH deficiency (LH (less than) 1.2 IU/L).",2004-08-10 00:00:00,2011-08-10 00:00:00,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,80292.0
recombinant von Willebrand factor (rhVWF),,11/23/2010,Treatment of von Willebrand disease,Designated/Approved,,,Indicated for use in adults (age 18 and older) diagnosed with von Willebrand disease (VWD) for perioperative management of bleeding,04/13/2018,04/13/2025,Indicated for use in adults (age 18 and older) diagnosed with von Willebrand disease (VWD) for perioperative management of bleeding,"Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,322210.0
recombinant von Willebrand factor (rhVWF),,11/23/2010,Treatment of von Willebrand disease,Designated/Approved,,,Indicated for on-demand treatment and control of bleeding episodes in adults (age 18 and older) diagnosed with von Willebrand disease (VWD),2015-08-12 00:00:00,2022-08-12 00:00:00,Indicated for on-demand treatment and control of bleeding episodes in adults diagnosed with von Willebrand disease (VWD),"Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,322210.0
recombinant von Willebrand factor (rhVWF),Vonvendi,11/23/2010,Treatment of von Willebrand disease,Designated/Approved,,,For use in adults (age 18 and older) diagnosed with von Willebrand disease (VWD) for routine prophylaxis to reduce the frequency of bleeding episodes in patients with severe Type 3 VWD receiving on-demand therapy,01/28/2022,01/28/2029,For use in adults (age 18 and older) diagnosed with von Willebrand disease (VWD) for routine prophylaxis to reduce the frequency of bleeding episodes in patients with severe Type 3 VWD receiving on-demand therapy,"Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,322210.0
remestemcel-L-rknd,Ryoncil,12/14/2005,Treatment of acute graft versus host disease,Designated/Approved,,,treatment of steroid refractory acute graft versus host disease (SR-aGvHD) in pediatric patients 2 months of age and older,12/18/2024,12/18/2031,treatment of steroid refractory acute graft versus host disease (SR-aGvHD) in pediatric patients 2 months of age and older,"Mesoblast, Inc.",1114 Sixth Avenue,Fourth Floor,New York,New York,' 10036 ' ,United States,214805.0
Respiratory syncytial virus immune globulin (Human),Respigam,09/27/1990,Prophylaxis of respiratory syncytial virus lower respiratory tract infections in infants and young children at high risk of RSV disease.,Designated/Approved,,,For the prevention of serious lower respiratory tract infections caused by RSV in children less than 24 months of age with bronchopulmonary dysplasia or a history of prematurity (less than or equal to 35 weeks gestation).,01/18/1996,01/18/2003,,MedImmune & Massachussetts Public Health Biologics Labs.,35 West Watkins Mill Road,,Gaithersburg,Maryland,' 20878 ' ,United States,51190.0
revakinagene taroretcel-lwey,Encelto,07/24/2012,Treatment of macular telangiectasia type 2 (MacTel),Designated/Approved,,,treatment of adults with idiopathic macular telangiectasia type 2 (MacTel),2025-05-03 00:00:00,,,"Neurotech Pharmaceuticals, Inc.",900 Highland Corporate Drive,"Building #1, Suite #101",Cumberland,Rhode Island,' 02864 ' ,United States,368812.0
Rho (D) immune globulin intravenous (human),WinRho SD,1993-09-11 00:00:00,Treatment of immune thrombocytopenic purpura.,Designated/Approved,,,Treatment of adults and children with chronic and acute immune thrombocytopenic purpura.,03/24/1995,03/24/2002,,"Rh Pharmaceuticals, Inc.",104 Chancellor Matheson Road,U of Manitoba,Winnipeg,,' ' ,Canada,74993.0
riboflavin ophthalmic solution & ultraviolet A,Photrexa Viscous,2011-02-09 00:00:00,Treatment of keratoconus,Designated/Approved,,,Indicated for use in corneal collagen crosslinking in combination with the KXL System for the treatment of progressive keratoconus,04/15/2016,04/15/2023,Treatment of progressive keratoconus,Glaukos Corporation,One Glaukos Way,,Aliso Viejo,California,' 92656 ' ,United States,344911.0
riboflavin ophthalmic solution ultraviolet-A (UVA) irradiation,Photrexa Viscous,2011-02-12 00:00:00,Treatment of corneal ectasia following refractive surgery,Designated/Approved,,,Treatment of corneal ectasia following refractive surgery,07/15/2016,07/15/2023,Treatment of corneal ectasia following refractive surgery,Glaukos Corporation,One Glaukos Way,,Aliso Viejo,California,' 92656 ' ,United States,352511.0
Rifampin,Rifadin I.V.,1985-09-12 00:00:00,For antituberculosis treatment where use of the oral form of the drug is not feasible.,Designated/Approved,,,,05/25/1989,05/25/1996,,Hoechst Marion Roussel,P.O. Box 9627,,Kansas City,Missouri,' 64134 ' ,United States,7685.0
riluzole oral suspension,Tiglutik,09/15/2016,Treatment of amyotrophic lateral sclerosis (ALS).,Designated/Approved,,,TIGLUTIK is indicated for the treatment of amyotrophic lateral sclerosis (ALS).,12/13/2019,,,Italfarmaco SpA,54 Via dei Lavoratori,,Cinisello Balsamo,Lombardia,' 20092 ' ,Italy,508715.0
riluzole oral suspension,Tiglutik,09/15/2016,Treatment of amyotrophic lateral sclerosis (ALS).,Designated/Approved,,,TIGLUTIK is indicated for the treatment of amyotrophic lateral sclerosis (ALS).,2018-05-09 00:00:00,,,Italfarmaco SpA,54 Via dei Lavoratori,,Cinisello Balsamo,Lombardia,' 20092 ' ,Italy,508715.0
Ripretinib,,2014-02-10 00:00:00,Treatment of gastrointestinal stromal tumors (GIST),Designated/Approved,,,"QINLOCK (ripretinib) is indicated for the treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.",05/15/2020,05/15/2027,"Indicated for the treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.","Deciphera Pharmaceuticals, LLC",200 Smith Street,,Waltham,Massachusetts,' 02451 ' ,United States,447414.0
Ritonavir powder for oral suspension,Norvir Powder for Oral Suspension,2017-11-01 00:00:00,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection,Designated/Approved/Designation Withdrawn or Revoked,2020-03-04,,Used in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection,2017-07-06 00:00:00,,,AbbVie Inc.,Regulatory Affairs,1 Waukegan Road,North Chicago,Illinois,' 60044 ' ,United States,549816.0
rituximab,Rituxan(r); MabThera(r),02/23/2015,Treatment of pemphigus vulgaris.,Designated/Approved,,,RITUXAN is indicated for the treatment of adult patients with moderate to severe pemphigus vulgaris.,2018-07-06 00:00:00,2025-07-06 00:00:00,RITUXAN is indicated for the treatment of adult patients with moderate to severe pemphigus vulgaris.,"Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,465014.0
rituximab and recombinant human hyaluronidase,Rituxan SC,08/22/2016,Treatment of chronic lymphocytic leukemia (CLL),Designated/Approved,,,Treatment of adult patients with previously untreated and previously treated CLL in combination with fludarabine and cyclophosphamide,06/22/2017,06/22/2024,Treatment of adult patients with previously untreated and previously treated CLL in combination with fludarabine and cyclophosphamide,"Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,545616.0
rituximab and recombinant human hyaluronidase,Rituxan SC,2016-07-09 00:00:00,Treatment of diffuse large B-cell lymphoma,Designated/Approved,,,"Treatment of adult patients with previously untreated diffuse large B-cell lymphoma in combination with cyclophosphamide, doxorubicin, vincristine, prednisone (CHOP) or other anthracycline-based chemotherapy regimens",06/22/2017,06/22/2024,"Treatment of adult patients with previously untreated diffuse large B-cell lymphoma in combination with cyclophosphamide, doxorubicin, vincristine, prednisone (CHOP) or other anthracycline-based chemotherapy regimens","Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,546516.0
rituximab and recombinant human hyaluronidase,Rituxan SC,08/22/2016,Treatment of follicular lymphoma,Designated/Approved,,,"Treatment of adult patients with relapsed or refractory, follicular lymphoma as a single agent; previously untreated follicular lymphoma in combination with first line chemotherapy and, in patients achieving a complete or partial response to rituximab in combination with chemotherapy, as single-agent maintenance therapy; and non-progressing (including stable disease), follicular lymphoma as a single agent after first-line cyclophosphamide, vincristine, and prednisone (CVP) chemotherapy.",06/22/2017,06/22/2024,"Treatment of adult patients with relapsed or refractory, follicular lymphoma as a single agent; previously untreated follicular lymphoma in combination with first line chemotherapy and, in patients achieving a complete or partial response to rituximab in combination with chemotherapy, as single-agent maintenance therap; and non-progressing (including stable disease), follicular lymphoma as a single agent after first-line cyclophosphamide, vincristine, and prednisone (CVP) chemotherapy.","Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,529816.0
Satumomab pendetide,Oncoscint CR/OV,09/25/1989,Detection of ovarian carcinoma.,Designated/Approved,,,For determining the extent and location of extraphepatic malignant disease in patients with known colorectal and ovarian cancer.,12/29/1992,12/29/1999,,Cytogen Corporation,600 College Road East,,Princeton,New Jersey,' 08540 ' ,United States,36789.0
selumetinib,,02/14/2018,Treatment of Neurofibromatosis Type 1,Designated/Approved,,,"KOSELUGO is indicated for the treatment of pediatric patients 2 years of age and older with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN)",2020-10-04 00:00:00,2027-10-04 00:00:00,"Indicated for the treatment of pediatric patients 2 years of age and older with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN).",AstraZeneca Pharmaceuticals LP,1800 Concord Pike,,Wilmington,Delaware,' 19803 ' ,United States,624017.0
Somatrem for injection,Protropin,1985-09-12 00:00:00,"1. Long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion (prevalence 15,000) 2. Treatment of short stature associated with Turner's syndrome (prevalence 8000).",Designated/Approved/Designation Withdrawn or Revoked,2024-09-09,,,10/17/1985,10/17/1992,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,10785.0
Somatropin,Norditropin,2006-09-08 00:00:00,Treatment of short stature in patients with Noonan syndrome,Designated/Approved,,,Treatment of short stature in patients with Noonan syndrome,05/31/2007,05/31/2014,,Novo Nordisk Inc.,100 College Road West,,Princeton,New Jersey,' 08540 ' ,United States,226606.0
Somatropin,Genotropin,1994-06-09 00:00:00,Treatment of adults with growth hormone deficiency.,Designated/Approved,,,,10/31/1997,10/31/2004,,Pharmacia & Upjohn,7000 Portage Road,,Kalamazoo,Michigan,' 49001 ' ,United States,83594.0
Somatropin (rDNA origin),Nutropin Depot,10/28/1999,Long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion.,Designated/Approved,,,Long-term treatment of growth failure due to a lack of adequate endogenous growth hormone secetion for once- or twice-a-month administration.,12/22/1999,,,"Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,115098.0
Somatropin (rDNA origin) injection,Norditropin,1987-10-07 00:00:00,1. Treatment of growth failure in children due to inadequate growth hormone secretion 2. Treatment of short stature associated with Turner's syndrome,Designated/Approved,,,Long-term treatment of children who have growth failure due to inadequate secretion of endogenous growth hormone.,06/20/2000,,,Novo Nordisk Pharmaceuticals,100 Overlook Center,Suite 200,Princeton,New Jersey,' 08540 ' ,United States,13386.0
Somatropin for injection,Serostim,11/15/1991,Treatment of AIDS-associated catabolism/weight loss.,Designated/Approved,,,Treatment of AIDS wasting or cachexia.,08/23/1996,08/23/2003,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,60491.0
somatropin [rDNA],Genotropin,12/27/2000,Treatment of growth failure in children who were born small for gestational age.,Designated/Approved,,,For long-term treatment of growth failure in children born small for gestational age who fail to manifest catch-up growth by two years of age.,07/25/2001,07/25/2008,,Pharmacia and Upjohn Company,7000 Portage Road,,Kalamazoo,Michigan,' 49001 ' ,United States,135400.0
Somatropin [rDNA],Genotropin,1999-06-07 00:00:00,Treatment of short stature in patients with Prader-Willi syndrome.,Designated/Approved,,,Long-term treatment of pediatric patients who have growth failure due to Prader-Willi syndrome (PWS).,06/20/2000,06/20/2007,,Pharmacia & Upjohn,7000 Portage Rd.,0633-298-113,Kalamazoo,Michigan,' 49001 ' ,United States,124799.0
sotalol (IV),So-Aqueous,07/25/2008,"For ventricular tachycardia, ventricular fibrillation, or the maintenance of sinus rhythm in patients converted from atrial fibrillation or atrial flutter when oral administration is not possible.",Designated/Approved,,,"For use as a substitute for oral sotalol in patients who are unable to take sotalol orally [oral sotalol is indicated for maintenance of normal sinus rhythm in patients with history of highly symptomatic atrial fibrillation /flutter, and for treatment of documented life-threatening ventricular arrhythmias]",2009-02-07 00:00:00,2016-02-07 00:00:00,,AltaThera Pharmaceuticals LLC,311 South Wacker Drive,Suite 2275A,Chicago,Illinois,' 60606 ' ,United States,247707.0
Sterile talc powder,Sclerosol Intrapleural Aerosol,09/18/1995,Treatment of malignant pleural effusion.,Designated/Approved,,,Prevention of recurrence of malignant pleural effusions in symptomatic patients.,12/24/1997,12/24/2004,,"Sciarra Laboratories, Inc.",485-09 South Broadway,,Hicksville,New York,' 11801 ' ,United States,91595.0
Succimer,Chemet capsules,1984-09-05 00:00:00,Treatment of lead poisoning in children.,Designated/Approved,,,,01/30/1991,01/30/1998,,Bock Pharmacal Company,P.O. Box 419056,,Saint Louis,Missouri,' 63141 ' ,United States,1984.0
Sulfadiazine,,03/14/1994,For use in combination with pyrimethamine for the treatment of Toxoplasma gondii encephalitis in patients with and without AIDS,Designated/Approved,,,"Toxoplasmosis, as adjunctive with pyrimethamine",07/29/1994,07/29/2001,,"Eon Labs Manufacturing, Inc.",227-15 North Conduit Avenue,,Laurelton,New York,' 11413 ' ,United States,78093.0
Synthetic human secretin,Chirostim,06/16/1999,For use in the diagnosis of gastrinoma associated with Zollinger-Ellison syndrome.,Designated/Approved,,,"Stimulation of pancreatic secretions, including bicarbonate, to aid in the diagnosis of pancreatic exocrine dysfunction, stimulation of gastrin secretion to aid in the diagnosis of gastrinoma, and stimulation of pancreatic secretions to facilitate the identification of the ampulla of Vater and accessory papilla during endoscopic retrograde cholangiopancreatography",2004-09-04 00:00:00,,,"ChiRhoClin, Inc.",15500 Gallaudet Ave.,,Silver Spring,Maryland,' 20905 ' ,United States,120798.0
tafamidis meglumine,VYNDAQEL; VYNDAMAX,02/17/2012,Treatment of symptomatic transthyretin (TTR) amyloid cardiomyopathy.,Designated/Approved,,,VYNDAQEL and VYNDAMAX are indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular mortality and cardiovascular-related hospitalization.,2019-03-05 00:00:00,2026-03-05 00:00:00,VYNDAQEL and VYNDAMAX are indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular mortality and cardiovascular-related hospitalization.,"FoldRx Pharmaceuticals, Inc., a subsidiary of Pfizer Inc.",445 Eastern Point Road,,Groton,Connecticut,' 06340 ' ,United States,363312.0
Taliglucerase alfa,ELELYSO for injection,2009-03-09 00:00:00,Treatment of Gaucher's disease,Designated/Approved,,,Use as long-term enzyme replacement therapy in patients with Type 1 Gaucher disease,2012-01-05 00:00:00,,,"Pfizer, Inc.",235 East 42nd Street,,New York,New York,' 10017 ' ,United States,191004.0
talimogene laherparepvec,IMLYGIC,03/14/2011,Treatment of stage IIb-stage IV melanoma,Designated/Approved,,,"Indicated for the local treatment of unresectable cutaneous, subcutaneous, and nodal lesions in patients with melanoma recurrent after initial surgery",10/27/2015,10/27/2022,"Indicated for the local treatment of unresectable cutaneous, subcutaneous, and nodal lesions in patients with melanoma recurrent after initial surgery","BioVex, Inc. (subsidiary of Amgen)",Amgen,Mail Stop 17-2-B,Thousand Oaks,California,' 91320 ' ,United States,334011.0
tazemetostat,,06/15/2017,Treatment of soft tissue sarcoma,Designated/Approved,,,TAZVERIK is indicated for the treatment of adults and pediatric patients aged 16 years and older with metastatic or locally advanced epithelioid sarcoma not eligible for complete resection.,01/23/2020,01/23/2027,,"Epizyme, Inc.",400 Technology Square,4th Floor,Cambridge,Massachusetts,' 02139 ' ,United States,578417.0
technetium Tc 99m tilmanocept,LYMPHOSEEK,09/17/2014,"Use in sentinel lymph node detection (SLN) with a hand-held gamma-counter, with scintigraphic imaging, in patients with cancer of the head and neck",Designated/Approved,,,"Guiding sentinel lymph node biopsy, using a hand-held gamma counter in patients with clinically node negative squamous cell carcinoma of the oral cavity.",06/13/2014,06/13/2021,"Guiding sentinel lymph node biopsy, using a hand-held gamma counter in patients with clinically node negative squamous cell carcinoma of the oral cavity.","Cardinal Health 414, LLC",7200 Cardinal Pl,,Dublin,Ohio,' 43017 ' ,United States,427814.0
"Technetium Tc99m sulfur colloid injection, lyophilized",Technetium Tc99m Sulfur Colloi,03/17/2009,For localization of sentinel lymph nodes in patients with melanoma,Designated/Approved,,,Localization of lymph nodes draining a primary tumor in patients with melanoma when used with a hand-held gamma counter,08/13/2012,08/13/2019,,"Pharmalucence, Inc.",10 DeAngelo Drive,,Bedford,Massachusetts,' 01730 ' ,United States,271608.0
teduglutide [rDNA origin]; teduglutide [rDNA origin],GATTEX; GATTEX,06/29/2000,Treatment of short bowel syndrome.,Designated/Approved,,,Treatment of adult patients with short bowel syndrome (SBS) who are dependent on parenteral support,12/21/2012,12/21/2019,,"Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,126999.0
teduglutide [rDNA origin]; teduglutide [rDNA origin],GATTEX; GATTEX,06/29/2000,Treatment of short bowel syndrome.,Designated/Approved,,,GATTEX is indicated for the treatment of adults and pediatric patients 1 year of age and older with Short Bowel Syndrome (SBS) who are dependent on parenteral support.,05/16/2019,05/16/2026,Treatment of pediatric patients 1 year of age and older with Short Bowel Syndrome (SBS) who are dependent on parenteral support.,"Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,126999.0
Teniposide,Vumon for injection,1984-01-11 00:00:00,Treatment of refractory childhood acute lymphocytic leukemia.,Designated/Approved,,,Induction therapy in patients with refractory childhood acute lymphoblastic leukemia when used in combination with other approved anticancer agents.,07/14/1992,07/14/1999,,Bristol-Myers Squibb Pharmaceutical Research Institute,5 Research Parkway,P.O. Box 5100,Wallingford,Connecticut,' 06492 ' ,United States,883.0
teprotumumab,,2013-06-05 00:00:00,Treatment of active thyroid eye disease,Designated/Approved,,,TEPEZZA is indicated for the treatment of Thyroid Eye Disease.,01/21/2020,01/21/2027,For the treatment of active Thyroid Eye Disease,Horizon Therapeutics Ireland DAC,"Connaught House, 1st Floor",1 Burlington Road,Dublin,Ireland,' DO4 C5Y6 ' ,Ireland,387812.0
tezacaftor/ivacaftor; ivacaftor,Symdeko,06/15/2017,Treatment of cystic fibrosis (CF),Designated/Approved,,,"SYMDEKO a combination of tezacaftor and ivacaftor, is indicated for the treatment of patients with cystic fibrosis (CF) aged 12 years and older who are homozygous for the F508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence",2018-12-02 00:00:00,2025-12-02 00:00:00,"SYMDEKO a combination of tezacaftor and ivacaftor, is indicated for the treatment of patients with cystic fibrosis (CF) aged 12 years and older who are homozygous for the F508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence",Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,577517.0
tezacaftor/ivacaftor; ivacaftor,Symdeko,06/15/2017,Treatment of cystic fibrosis (CF),Designated/Approved,,,SYMDEKO? is indicated for the treatment of patients with cystic fibrosis (CF) age 6 years and older who are homozygous for the F508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,06/21/2019,06/21/2026,For the treatment of patients with cystic fibrosis (CF) age 6 years to less than 12 years who are homozygous for the F508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence,Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,577517.0
tezacaftor/ivacaftor; ivacaftor,Symdeko,06/15/2017,Treatment of cystic fibrosis (CF),Designated/Approved,,,treatment of cystic fibrosis (CF) in patients age 6 years and older who are homozygous for the F508del mutation or who have at least one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence,12/21/2020,12/21/2027,"treatment of cystic fibrosis (CF) in patients age 6 years and older who have at least one of the additional mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that have been identified as responsive to tezacaftor/ivacaftor based on in vitro data and identified in the approval on December 21, 2020",Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,577517.0
Thiotepa,Tepadina,2007-02-04 00:00:00,Conditioning treatment prior to hematopoietic stem cell transplantation,Designated/Approved,,,Indicated for reducing the risk of graft rejection when used in conjunction with high-dose busulfan and cyclophosphamide as a preparative regimen for allogenic hematopoietic progenitor (stem) cell transplantation for pediatric patients with class 3 beta-thalassemia,01/26/2017,01/26/2024,Indicated for reducing the risk of graft rejection when used in conjunction with high-dose busulfan and cyclophosphamide as a preparative regimen for allogenic hematopoietic progenitor (stem) cell transplantation for pediatric patients with class 3 beta-thalassemia,ADIENNE S.A.,"Via Zurigo, 46",,Lugano,,' ' ,Switzerland,237807.0
tisagenlecleucel,Kymriah,09/16/2020,Treatment of follicular lymphoma,Designated/Approved,,,Treatment of adult patients with relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy,05/27/2022,05/27/2029,Treatment of adult patients with relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,765120.0
tisagenlecleucel-T,Kymriah,2015-03-02 00:00:00,Treatment of diffuse large B-cell lymphoma,Designated/Approved,,,"KYMRIAH is a CD19-directed genetically modified autologous T cell immunotherapy indicated for the treatment of Adult patients with relapsed or refractory (r/r) large B-cell lymphoma after two or more lines of systemic therapy including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, high grade B-cell lymphoma and DLBCL arising from follicular lymphoma",2018-01-05 00:00:00,2025-01-05 00:00:00,For treatment of adult patients with relapsed or refractory (r/r) diffuse large B-cell lymphoma after two or more lines of systemic therapy.,Novartis Pharmaceuticals Corporation,"One Health Plaza,",Bldg 315 - Room 3650B,East Hanover,New Jersey,' 07936 ' ,United States,463114.0
Tositumomab and iodine I 131 tositumomab,Bexxar,05/16/1994,Treatment of non-Hodgkin's B-cell lymphoma.,Designated/Approved,,,"Treatment of patients with CD20 positive, follicular, non-Hodgkin's lymphoma, with and without transformation, whose disease is refractory to Rituximab and has relapsed following chemotherapy",06/27/2003,06/27/2010,,GlaxoSmithKline LLC,Corporation Service Company,"2711 Centerville Road, Suite 400",Wilmington,Delaware,' 19808 ' ,United States,79493.0
