Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form
ORAL,MARKETED,96991,APPROVED,02.08.2018,2018,NRA-AZITHROMYCIN,NORA PHARMA INC,Nora,02479680,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,96994,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479346,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,96995,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479354,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,96996,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479362,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,96997,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479370,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,96998,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479389,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,96999,APPROVED,30.07.2018,2018,RIVA-ARIPIPRAZOLE,LABORATOIRE RIVA INC.,Riva,02479397,ARIPIPRAZOLE,Small molecule,TABLET
ORAL,MARKETED,97003,APPROVED,02.08.2018,2018,NRA-CELECOXIB,NORA PHARMA INC,Nora,02479737,CELECOXIB,Small molecule,CAPSULE
ORAL,MARKETED,97004,APPROVED,02.08.2018,2018,NRA-CELECOXIB,NORA PHARMA INC,Nora,02479745,CELECOXIB,Small molecule,CAPSULE
ORAL,MARKETED,97006,APPROVED,26.07.2018,2018,MYL-ESOMEPRAZOLE,MYLAN PHARMACEUTICALS ULC,Mylan,02479419,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),Small molecule,TABLET (DELAYED-RELEASE)
ORAL,MARKETED,97007,APPROVED,26.07.2018,2018,MYL-ESOMEPRAZOLE,MYLAN PHARMACEUTICALS ULC,Mylan,02479427,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),Small molecule,TABLET (DELAYED-RELEASE)
ORAL,MARKETED,97010,APPROVED,02.08.2018,2018,NRA-PAROXETINE,NORA PHARMA INC,Nora,02479753,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97011,APPROVED,02.08.2018,2018,NRA-PAROXETINE,NORA PHARMA INC,Nora,02479761,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97012,APPROVED,02.08.2018,2018,NRA-PAROXETINE,NORA PHARMA INC,Nora,02479788,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97013,APPROVED,26.07.2018,2018,AURO-ELETRIPTAN,AURO PHARMA INC,Auro,02479451,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),Small molecule,TABLET
ORAL,MARKETED,97014,APPROVED,26.07.2018,2018,AURO-ELETRIPTAN,AURO PHARMA INC,Auro,02479478,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),Small molecule,TABLET
ORAL,APPROVED,97017,APPROVED,01.08.2018,2018,MINT-ATORVASTATIN,MINT PHARMACEUTICALS INC,MINT,02479508,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,APPROVED,97018,APPROVED,01.08.2018,2018,MINT-ATORVASTATIN,MINT PHARMACEUTICALS INC,MINT,02479516,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,APPROVED,97019,APPROVED,01.08.2018,2018,MINT-ATORVASTATIN,MINT PHARMACEUTICALS INC,MINT,02479524,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97020,APPROVED,01.08.2018,2018,MINT-ATORVASTATIN,MINT PHARMACEUTICALS INC,MINT,02479532,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97024,APPROVED,03.08.2018,2018,BENYLIN EXTRA STRENGTH SORE THROAT & COUGH,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02479869,GUAIFENESIN; MENTHOL,Small molecule,SYRUP
SUBCUTANEOUS,MARKETED,97029,APPROVED,01.08.2018,2018,AIMOVIG,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02479613,ERENUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97030,APPROVED,02.08.2018,2018,HEMLIBRA,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02479621,EMICIZUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97031,APPROVED,02.08.2018,2018,HEMLIBRA,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02479648,EMICIZUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97032,APPROVED,02.08.2018,2018,HEMLIBRA,HOFFMANN-LA ROCHE LIMITED,Roche,02479656,EMICIZUMAB,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,97033,APPROVED,02.08.2018,2018,HEMLIBRA,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02479664,EMICIZUMAB,Biologics,SOLUTION
ORAL,MARKETED,97034,APPROVED,08.08.2018,2018,AURO-TRAMADOL,AURO PHARMA INC,Auro,02479672,TRAMADOL HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,97036,APPROVED,01.08.2018,2018,ALLERGY FORMULA CAPLETS,SIGMA LIFE SCIENCES INC.,SIGMA,02479710,DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,TABLET
TOPICAL,MARKETED,97037,APPROVED,01.08.2018,2018,ALCOHOL FREE FOAMING HAND SANITIZER,"VI-JON, LLC",VI-JON,02479729,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,97038,APPROVED,03.08.2018,2018,ACCEL-SILDENAFIL,ACCEL PHARMA INC,Accel,02479796,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET
ORAL,MARKETED,97039,APPROVED,10.08.2018,2018,PERINDOPRIL ERBUMINE/ INDAPAMIDE,SIVEM PHARMACEUTICALS ULC,SIVEM,02479834,PERINDOPRIL ERBUMINE; INDAPAMIDE,Small molecule,TABLET
ORAL,MARKETED,97040,APPROVED,03.08.2018,2018,ACCEL-SILDENAFIL,ACCEL PHARMA INC,Accel,02479818,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET
ORAL,MARKETED,97041,APPROVED,03.08.2018,2018,ACCEL-SILDENAFIL,ACCEL PHARMA INC,Accel,02479826,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET
ORAL,MARKETED,97042,APPROVED,10.08.2018,2018,PERINDOPRIL ERBUMINE/ INDAPAMIDE HD,SIVEM PHARMACEUTICALS ULC,SIVEM,02479842,INDAPAMIDE; PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97044,APPROVED,03.08.2018,2018,PERINDOPRIL ERBUMINE,SIVEM PHARMACEUTICALS ULC,SIVEM,02479877,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97045,APPROVED,03.08.2018,2018,PERINDOPRIL ERBUMINE,SIVEM PHARMACEUTICALS ULC,SIVEM,02479885,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97046,APPROVED,03.08.2018,2018,PERINDOPRIL ERBUMINE,SIVEM PHARMACEUTICALS ULC,SIVEM,02479893,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97047,APPROVED,16.08.2018,2018,ACCEL-ENTECAVIR,ACCEL PHARMA INC,ACCEL,02479907,ENTECAVIR (ENTECAVIR MONOHYDRATE),Small molecule,TABLET
ORAL,MARKETED,97049,APPROVED,08.08.2018,2018,M-CLINDAMYCIN,MANTRA PHARMA INC,MANTRA,02479923,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97050,APPROVED,08.08.2018,2018,M-CLINDAMYCIN,MANTRA PHARMA INC,MANTRA,02479931,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,97056,APPROVED,17.08.2018,2018,OLUMIANT,ELI LILLY CANADA INC,Eli Lilly,02480018,BARICITINIB,Small molecule,TABLET
INTRAVENOUS; INTRA-ARTERIAL,MARKETED,97057,APPROVED,10.08.2018,2018,TARO-MELPHALAN,TARO PHARMACEUTICALS INC,Taro,02480026,BUFFER SOLUTION; MELPHALAN (MELPHALAN HYDROCHLORIDE),Small molecule,POWDER FOR SOLUTION; KIT
INTRAVENOUS,MARKETED,97058,APPROVED,13.08.2018,2018,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,OMEGA LABORATORIES LIMITED,Omega,02480034,POTASSIUM CHLORIDE,Small molecule,SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,97064,APPROVED,16.08.2018,2018,LEUCOVORIN CALCIUM INJECTION,GENERIC MEDICAL PARTNERS INC,Generic Medical Partners,02480042,LEUCOVORIN (LEUCOVORIN CALCIUM),Small molecule,SOLUTION
TOPICAL,MARKETED,97065,MARKETED,11.12.2018,2018,COVERGIRL TRUBLEND BASE BUSINESS SKIN PRIMER BASE POUR LA PEAU,HFC PRESTIGE INTERNATIONAL CANADA INC,HFC,02480131,ENSULIZOLE,Small molecule,EMULSION
ORAL,MARKETED,97066,APPROVED,14.08.2018,2018,MAR-METHIMAZOLE,MARCAN PHARMACEUTICALS INC,MARCAN,02480107,METHIMAZOLE,Small molecule,TABLET
ORAL,MARKETED,97067,APPROVED,14.08.2018,2018,MAR-METHIMAZOLE,MARCAN PHARMACEUTICALS INC,Marcan,02480115,METHIMAZOLE,Small molecule,TABLET
INTRAMUSCULAR,MARKETED,97069,APPROVED,16.08.2018,2018,NUCEIVA,EVOLUS INCORPORATED,Evolus,02480158,PRABOTULINUMTOXINA,Biologics,POWDER FOR SOLUTION
ORAL,MARKETED,97082,APPROVED,24.08.2018,2018,MAR-CINACALCET,MARCAN PHARMACEUTICALS INC,Marcan,02480298,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97083,APPROVED,24.08.2018,2018,MAR-CINACALCET,MARCAN PHARMACEUTICALS INC,MARCAN,02480301,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,97084,APPROVED,24.08.2018,2018,MAR-CINACALCET,MARCAN PHARMACEUTICALS INC,MARCAN,02480328,CINACALCET (CINACALCET HYDROCHLORIDE),Small molecule,TABLET
TOPICAL,MARKETED,97086,APPROVED,23.08.2018,2018,DYE FREE FRAGRANCE FREE ANTIBACTERIAL FOAMING HAND SOAP,"VI-JON, LLC",VI-JON,02480336,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
INTRAMUSCULAR,MARKETED,97095,APPROVED,29.08.2018,2018,SIGNIFOR LAR,RECORDATI RARE DISEASES CANADA INC,Recordati,02480425,PASIREOTIDE (PASIREOTIDE PAMOATE),Peptides and proteins,"POWDER FOR SUSPENSION, SUSTAINED-RELEASE; KIT"
INTRAMUSCULAR,MARKETED,97096,APPROVED,29.08.2018,2018,SIGNIFOR LAR,RECORDATI RARE DISEASES CANADA INC,Recordati,02480433,PASIREOTIDE (PASIREOTIDE PAMOATE),Peptides and proteins,"KIT; POWDER FOR SUSPENSION, SUSTAINED-RELEASE"
ORAL,MARKETED,97103,APPROVED,20.09.2018,2018,BIO-SILDENAFIL,BIOMED PHARMA,Biomed,02480980,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET
INTRAVENOUS,MARKETED,97104,APPROVED,05.09.2018,2018,KYMRIAH,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02480514,TISAGENLECLEUCEL,Cell and gene therapy,SUSPENSION
INTRAVENOUS,MARKETED,97105,APPROVED,30.08.2018,2018,TARO-PEMETREXED,TARO PHARMACEUTICALS INC,Taro,02480492,PEMETREXED (PEMETREXED DISODIUM),Small molecule,POWDER FOR SOLUTION
TOPICAL (COMMERCIAL),MARKETED,97106,APPROVED,30.08.2018,2018,APPLAUD AB ANTISEPTIC LOTIONIZED HAND SOAP,ZEP MANUFACTURING COMPANY OF CANADA,ZEP,02480506,CHLOROXYLENOL,Small molecule,LOTION
INTRAVENOUS,MARKETED,97107,APPROVED,04.09.2018,2018,XYDALBA,ENDO OPERATIONS LTD.,Endo,02480522,DALBAVANCIN (DALBAVANCIN HYDROCHLORIDE),Peptides and proteins,POWDER FOR SOLUTION
INTRAVENOUS; INTRAMUSCULAR,MARKETED,97109,APPROVED,05.09.2018,2018,FUROSEMIDE INJECTION USP,MARCAN PHARMACEUTICALS INC,MARCAN,02480530,FUROSEMIDE,Small molecule,SOLUTION
ORAL,MARKETED,97110,APPROVED,05.09.2018,2018,STROMECTOL,MERCK CANADA INC,Merck,02480557,IVERMECTIN,Small molecule,TABLET
ORAL,MARKETED,97120,APPROVED,10.09.2018,2018,AG-AZITHROMYCIN,ANGITA PHARMA INC.,Angita,02480700,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),Small molecule,TABLET
SUBCUTANEOUS,MARKETED,97124,APPROVED,11.09.2018,2018,HERCEPTIN SC,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02480697,TRASTUZUMAB,Biologics,SOLUTION
ORAL,MARKETED,97125,APPROVED,10.09.2018,2018,AG-PREGABALIN,ANGITA PHARMA INC.,Angita,02480727,PREGABALIN,Small molecule,CAPSULE
ORAL,MARKETED,97126,APPROVED,10.09.2018,2018,AG-PREGABALIN,ANGITA PHARMA INC.,Angita,02480735,PREGABALIN,Small molecule,CAPSULE
ORAL,MARKETED,97127,APPROVED,10.09.2018,2018,AG-PREGABALIN,ANGITA PHARMA INC.,Angita,02480743,PREGABALIN,Small molecule,CAPSULE
ORAL,MARKETED,97128,APPROVED,10.09.2018,2018,AG-PREGABALIN,ANGITA PHARMA INC.,Angita,02480751,PREGABALIN,Small molecule,CAPSULE
ORAL,MARKETED,97129,APPROVED,10.09.2018,2018,AG-PREGABALIN,ANGITA PHARMA INC.,Angita,02480778,PREGABALIN,Small molecule,CAPSULE
ORAL,MARKETED,97130,APPROVED,25.09.2018,2018,BIO-ATORVASTATIN,BIOMED PHARMA,Biomed,02481189,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97131,APPROVED,25.09.2018,2018,BIO-ATORVASTATIN,BIOMED PHARMA,Biomed,02481197,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97132,APPROVED,25.09.2018,2018,BIO-ATORVASTATIN,BIOMED PHARMA,Biomed,02481200,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97133,APPROVED,25.09.2018,2018,BIO-ATORVASTATIN,BIOMED PHARMA,Biomed,02481219,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
ORAL,MARKETED,97135,APPROVED,20.09.2018,2018,BIO-ZOPICLONE,BIOMED PHARMA,Biomed,02481006,ZOPICLONE,Small molecule,TABLET
ORAL,MARKETED,97136,APPROVED,20.09.2018,2018,BIO-ZOPICLONE,BIOMED PHARMA,BIOMED,02481014,ZOPICLONE,Small molecule,TABLET
ORAL,MARKETED,97137,APPROVED,11.09.2018,2018,XELJANZ,PFIZER CANADA ULC,Pfizer,02480786,TOFACITINIB (TOFACITINIB CITRATE),Small molecule,TABLET
INTRAVENOUS,MARKETED,97138,APPROVED,03.09.2019,2019,HERZUMA,CELLTRION INC.,CELLTRION,02480794,TRASTUZUMAB,Biologics,POWDER FOR SOLUTION; KIT
ORAL,MARKETED,97140,APPROVED,20.09.2018,2018,OLMESARTAN,SANIS HEALTH INC,Sanis,02481057,OLMESARTAN MEDOXOMIL,Small molecule,TABLET
ORAL,MARKETED,97141,APPROVED,20.09.2018,2018,OLMESARTAN,SANIS HEALTH INC,Sanis,02481065,OLMESARTAN MEDOXOMIL,Small molecule,TABLET
ORAL,MARKETED,97143,APPROVED,25.09.2018,2018,BIO-ESCITALOPRAM,BIOMED PHARMA,Biomed,02481154,ESCITALOPRAM (ESCITALOPRAM OXALATE),Small molecule,TABLET
ORAL,MARKETED,97145,APPROVED,25.09.2018,2018,BIO-ESCITALOPRAM,BIOMED PHARMA,Biomed,02481170,ESCITALOPRAM (ESCITALOPRAM OXALATE),Small molecule,TABLET
ORAL,MARKETED,97146,APPROVED,14.09.2018,2018,XARELTO,BAYER INC,Bayer,02480808,RIVAROXABAN,Small molecule,TABLET
TOPICAL,MARKETED,97147,APPROVED,12.09.2018,2018,SCOTT ANTIMICROBIAL FOAM SKIN CLEANSER,KIMBERLY-CLARK GLOBAL SALES LLC,Kimberly-Clark,02480816,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,97148,APPROVED,14.09.2018,2018,CABOMETYX,IPSEN BIOPHARMACEUTICALS CANADA INC,Ipsen,02480824,CABOZANTINIB (CABOZANTINIB MALATE),Small molecule,TABLET
ORAL,MARKETED,97149,APPROVED,14.09.2018,2018,CABOMETYX,IPSEN BIOPHARMACEUTICALS CANADA INC,Ipsen,02480832,CABOZANTINIB (CABOZANTINIB MALATE),Small molecule,TABLET
ORAL,MARKETED,97150,APPROVED,14.09.2018,2018,CABOMETYX,IPSEN BIOPHARMACEUTICALS CANADA INC,Ipsen,02480840,CABOZANTINIB (CABOZANTINIB MALATE),Small molecule,TABLET
ORAL,MARKETED,97151,APPROVED,14.09.2018,2018,MAR-TRAMADOL,MARCAN PHARMACEUTICALS INC,MARCAN,02480859,TRAMADOL HYDROCHLORIDE,Small molecule,TABLET
SUBCUTANEOUS,MARKETED,97159,APPROVED,19.09.2018,2018,TAKHZYRO,TAKEDA CANADA INC,Takeda,02480948,LANADELUMAB,Biologics,SOLUTION
ORAL,MARKETED,97160,APPROVED,20.09.2018,2018,MINT-ABACAVIR,MINT PHARMACEUTICALS INC,MINT,02480956,ABACAVIR (ABACAVIR SULFATE),Small molecule,TABLET
ORAL,MARKETED,97162,APPROVED,21.09.2018,2018,AURO-ZOLMITRIPTAN,AURO PHARMA INC,Auro,02481030,ZOLMITRIPTAN,Small molecule,TABLET
INTRAVENOUS; INTRAMUSCULAR,MARKETED,97163,APPROVED,20.09.2018,2018,AMIKACIN SULFATE INJECTION USP,MARCAN PHARMACEUTICALS INC,MARCAN,02481073,AMIKACIN (AMIKACIN SULFATE),Small molecule,SOLUTION
ORAL,MARKETED,97168,APPROVED,21.09.2018,2018,MAR-DAPSONE,MARCAN PHARMACEUTICALS INC,MARCAN,02481227,DAPSONE,Small molecule,TABLET
ORAL,MARKETED,97173,APPROVED,03.10.2018,2018,AG-TADALAFIL,ANGITA PHARMA INC.,Angita,02481405,TADALAFIL,Small molecule,TABLET
ORAL,MARKETED,97175,APPROVED,03.10.2018,2018,AG-TADALAFIL,ANGITA PHARMA INC.,Angita,02481421,TADALAFIL,Small molecule,TABLET
INTRAVENOUS,MARKETED,97176,APPROVED,28.09.2018,2018,LINEZOLID INJECTION,JAMP PHARMA CORPORATION,JAMP,02481278,LINEZOLID,Small molecule,SOLUTION
TOPICAL,MARKETED,97178,APPROVED,28.09.2018,2018,EXTRA-FIRMING JOUR FPS/SPF 15,CLARINS CANADA INC,Clarins,02481294,HOMOSALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,CREAM
ORAL,MARKETED,97179,APPROVED,02.10.2018,2018,AG-METOPROLOL-L,ANGITA PHARMA INC.,Angita,02481308,METOPROLOL TARTRATE,Small molecule,TABLET
ORAL,MARKETED,97180,APPROVED,02.10.2018,2018,AG-METOPROLOL-L,ANGITA PHARMA INC.,Angita,02481316,METOPROLOL TARTRATE,Small molecule,TABLET
ORAL,MARKETED,97181,APPROVED,02.10.2018,2018,AG-METOPROLOL-L,ANGITA PHARMA INC.,Angita,02481324,METOPROLOL TARTRATE,Small molecule,TABLET
ORAL,MARKETED,97182,APPROVED,05.10.2018,2018,ORILISSA,ABBVIE CORPORATION,AbbVie,02481332,ELAGOLIX (ELAGOLIX SODIUM),Small molecule,TABLET
ORAL,MARKETED,97183,APPROVED,05.10.2018,2018,ORILISSA,ABBVIE CORPORATION,AbbVie,02481340,ELAGOLIX (ELAGOLIX SODIUM),Small molecule,TABLET
ORAL,MARKETED,97184,APPROVED,03.10.2018,2018,VELTASSA,VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA LTD,Vifor Fresenius,02481359,PATIROMER (PATIROMER SORBITEX CALCIUM),Other,POWDER FOR SUSPENSION
ORAL,MARKETED,97185,APPROVED,03.10.2018,2018,VELTASSA,VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA LTD,Vifor Fresenius,02481367,PATIROMER (PATIROMER SORBITEX CALCIUM),Other,POWDER FOR SUSPENSION
TOPICAL,MARKETED,97189,APPROVED,03.10.2018,2018,SCOTT FOAM HAND SANITIZER,KIMBERLY-CLARK GLOBAL SALES LLC,Kimberly-Clark,02481456,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
TOPICAL,MARKETED,97192,APPROVED,04.10.2018,2018,FINIPIL 4 MEN ONLY,EQUIBAL LABS INC,EQUIBAL,02481480,BENZETHONIUM CHLORIDE,Small molecule,CREAM
ORAL,MARKETED,97193,APPROVED,28.11.2019,2019,APO-DASATINIB,APOTEX INC,Apotex,02481499,DASATINIB,Small molecule,TABLET
ORAL,MARKETED,97194,APPROVED,28.11.2019,2019,APO-DASATINIB,APOTEX INC,Apotex,02481502,DASATINIB,Small molecule,TABLET
ORAL,MARKETED,97199,APPROVED,12.10.2018,2018,PIFELTRO,MERCK CANADA INC,Merck,02481545,DORAVIRINE,Small molecule,TABLET
ORAL,MARKETED,97200,APPROVED,10.10.2018,2018,XERMELO,SERB SAS,SERB,02481553,TELOTRISTAT ETHYL (TELOTRISTAT ETIPRATE),Small molecule,TABLET
ORAL,MARKETED,97204,APPROVED,11.10.2018,2018,AG-PANTOPRAZOLE SODIUM,ANGITA PHARMA INC.,Angita,02481588,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),Small molecule,TABLET (DELAYED-RELEASE)
ORAL,MARKETED,97209,APPROVED,12.10.2018,2018,PERINDOPRIL ERBUMINE,SANIS HEALTH INC,Sanis,02481634,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97210,APPROVED,12.10.2018,2018,PERINDOPRIL ERBUMINE,SANIS HEALTH INC,Sanis,02481642,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97211,APPROVED,12.10.2018,2018,PERINDOPRIL ERBUMINE,SANIS HEALTH INC,Sanis,02481650,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97213,APPROVED,29.10.2018,2018,DULOXETINE,ALTAMED PHARMA,ALTAMED,02481952,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE)
ORAL,MARKETED,97214,APPROVED,29.10.2018,2018,DULOXETINE,ALTAMED PHARMA,ALTAMED,02481960,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE)
ORAL,MARKETED,97216,APPROVED,16.10.2018,2018,AG-PERINDOPRIL,ANGITA PHARMA INC.,Angita,02481677,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97217,APPROVED,16.10.2018,2018,AG-PERINDOPRIL,ANGITA PHARMA INC.,Angita,02481685,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97218,APPROVED,16.10.2018,2018,AG-PERINDOPRIL,ANGITA PHARMA INC.,Angita,02481693,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,97221,APPROVED,18.10.2018,2018,ONDANSETRON ODT,SANDOZ CANADA INCORPORATED,Sandoz,02481723,ONDANSETRON,Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,97222,APPROVED,18.10.2018,2018,ONDANSETRON ODT,SANDOZ CANADA INCORPORATED,Sandoz,02481731,ONDANSETRON,Small molecule,TABLET (ORALLY DISINTEGRATING)
INTRAVENOUS,MARKETED,97224,APPROVED,18.10.2018,2018,JIVI,BAYER INC,Bayer,02481766,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",Biologics,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97225,APPROVED,18.10.2018,2018,JIVI,BAYER INC,Bayer,02481774,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",Biologics,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97226,APPROVED,18.10.2018,2018,JIVI,BAYER INC,Bayer,02481782,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",Biologics,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97227,APPROVED,18.10.2018,2018,JIVI,BAYER INC,Bayer,02481790,"ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED, PEGYLATED)",Biologics,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,97230,APPROVED,26.10.2018,2018,FOLOTYN,SERVIER CANADA INC,Servier,02481820,PRALATREXATE,Small molecule,SOLUTION
ORAL,MARKETED,97237,APPROVED,30.10.2018,2018,NRA-CLOPIDOGREL,NORA PHARMA INC,Nora,02482037,CLOPIDOGREL (CLOPIDOGREL BISULFATE),Small molecule,TABLET
OTIC,MARKETED,97239,APPROVED,11.08.2020,2020,TARO-CIPROFLOXACIN/DEXAMETHASONE,TARO PHARMACEUTICALS INC,Taro,02481901,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); DEXAMETHASONE,Small molecule,SUSPENSION
ORAL,MARKETED,97240,APPROVED,24.10.2018,2018,DAYQUIL COMPLETE + VICKS VAPOCOOL,PROCTER & GAMBLE INC,Procter & Gamble,02481936,GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,TABLET
ORAL,MARKETED,97241,APPROVED,24.10.2018,2018,NYQUIL COMPLETE + VICKS VAPOCOOL,PROCTER & GAMBLE INC,Procter & Gamble,02481928,DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,TABLET
TOPICAL,MARKETED,97242,MARKETED,26.08.2019,2019,ULTRA-LIGHT MOISTURIZING LOTION,CERAVE CANADA,Not Reported,02481944,OCTISALATE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,LOTION
ORAL,MARKETED,97243,APPROVED,31.10.2018,2018,NRA-DULOXETINE,NORA PHARMA INC,Nora,02482126,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE)
ORAL,MARKETED,97244,APPROVED,31.10.2018,2018,NRA-DULOXETINE,NORA PHARMA INC,Nora,02482134,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE)
