Marketing_authorisation_number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Referral,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Agency
anda040026,,fda,promethazine hydrochloride,promethazine hydrochloride,chartwell rx,syrup,oral,approved,25.09.1998,1998,authorised,yes,no,no,chartwell,small molecule,,,FDA
anda040027,,fda,promethazine hydrochloride and dextromethorphan hydrobromide,dextromethorphan hydrobromide,hikma,syrup,oral,approved,31.07.1996,1996,discontinued,yes,no,no,hikma,small molecule,,,FDA
anda040028,,fda,kionex,sodium polystyrene sulfonate,ani pharms,suspension,oral; rectal,approved,17.09.2007,2007,authorised,yes,no,no,ani,other,,,FDA
anda040029,,fda,kionex,sodium polystyrene sulfonate,ani pharms,powder,oral; rectal,approved,06.02.1998,1998,authorised,yes,no,no,ani,other,,,FDA
anda040032,,fda,cyclophosphamide,cyclophosphamide,roxane,tablet,oral,approved,17.08.1999,1999,discontinued,yes,no,no,roxane,small molecule,,,FDA
anda040034,,fda,theophylline,theophylline,inwood labs,tablet,oral,approved,28.04.1995,1995,discontinued,yes,no,no,inwood,small molecule,,,FDA
anda040039,"indications and usage triamcinolone acetonide cream, 0.1% is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.",fda,triamcinolone acetonide,triamcinolone acetonide,taro,cream,topical,approved,26.11.1997,1997,authorised,yes,no,no,taro,small molecule,diseases of the skin,<dermatoses>,FDA
anda040047,,fda,nitroglycerin,nitroglycerin,noven,film,transdermal,conditional marketing authorisation,26.11.1996,1996,none (conditional marketing authorisation),yes,no,no,noven,small molecule,,,FDA
anda040048,,fda,nitroglycerin,nitroglycerin,noven,film,transdermal,conditional marketing authorisation,26.11.1996,1996,none (conditional marketing authorisation),yes,no,no,noven,small molecule,,,FDA
anda040049,,fda,nitroglycerin,nitroglycerin,noven,film,transdermal,conditional marketing authorisation,26.11.1996,1996,none (conditional marketing authorisation),yes,no,no,noven,small molecule,,,FDA
anda040056,,fda,leucovorin calcium preservative free,leucovorin calcium,hikma,injection,injection,approved,23.05.1995,1995,authorised,yes,no,no,hikma,small molecule,,,FDA
anda040061,,fda,roxilox,acetaminophen,roxane,capsule,oral,approved,03.07.1995,1995,discontinued,yes,no,no,roxane,small molecule,,,FDA
anda040069,"indications and usage for the treatment of the following conditions: ophthalmic: steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies. otic: steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.",fda,dexamethasone sodium phosphate,dexamethasone sodium phosphate,bausch and lomb,solution; drops,ophthalmic; otic,approved,26.07.1996,1996,authorised,yes,no,no,bausch lomb,small molecule,diseases of the eye and adnexa; diseases of the ear and mastoid process; infectious and parasitic diseases,"<ophthalmic diseases>; <conjunctivitis, allergic>; <acne rosacea>; <keratitis>; <herpes zoster ophthalmicus>; <iritis>; <cyclitis>; <conjunctivitis>; <corneal injuries>; <burns, chemical>; <burns, thermal>; <otitis externa>",FDA
anda040074,,fda,proparacaine hydrochloride,proparacaine hydrochloride,bausch and lomb,solution; drops,ophthalmic,approved,29.09.1995,1995,authorised,yes,no,no,bausch lomb,small molecule,,,FDA
anda040078,,fda,lidocaine hydrochloride,lidocaine hydrochloride,hospira,injection,injection,approved,23.06.1995,1995,authorised,yes,no,no,hospira,small molecule,,,FDA
anda040079,,fda,thiamine hydrochloride,thiamine hydrochloride,hospira,injection,injection,approved,03.05.1996,1996,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040083,,fda,phentermine hydrochloride,phentermine hydrochloride,tg united inc,capsule,oral,approved,07.03.1997,1997,discontinued,yes,no,no,tg united,small molecule,,,FDA
anda040084,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,mallinckrodt,tablet,oral,approved,01.06.1995,1995,discontinued,yes,no,no,mallinckrodt,small molecule,,,FDA
anda040085,,fda,esgic-plus,acetaminophen,mikart,capsule,oral,approved,28.03.1996,1996,discontinued,yes,no,no,mikart,small molecule,,,FDA
anda040086,"indications and usage theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.",fda,theophylline,theophylline,rhodes pharms,tablet,oral,approved,15.04.1996,1996,authorised,yes,no; yes,no,rhodes,small molecule,diseases of the respiratory system,<asthma>; <emphysema>; <chronic bronchitis>,FDA
anda040089,"indications and usage for adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies (petit mal, unlocalized seizures); chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressure.",fda,acetazolamide sodium,acetazolamide sodium,hikma,injection,injection,approved,28.02.1995,1995,authorised,yes,no,no,hikma,small molecule,diseases of the circulatory system; diseases of the nervous system; diseases of the eye and adnexa,"<edema>; <heart failure, congestive>; <epilepsy>; <glaucoma, open-angle>; <glaucoma, secondary>; <glaucoma, angle-closure>",FDA
anda040090,,fda,isoniazid,isoniazid,omnivium pharms,tablet,oral,approved,26.06.1997,1997,authorised,yes,no,no,omnivium,small molecule,,,FDA
anda040092,,fda,digoxin pediatric,digoxin,hospira,injection,injection,approved,25.04.1996,1996,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040093,,fda,digoxin,digoxin,hospira,injection,injection,approved,16.05.1996,1996,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040094,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,watson labs,tablet,oral,approved,29.09.1995,1995,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040095,,fda,heparin sodium,heparin sodium,hospira,injection,injection,approved,26.07.1996,1996,discontinued,yes,no,no,hospira,peptides and proteins,,,FDA
anda040098,,fda,acetaminophen and codeine phosphate,acetaminophen,dava pharms inc,solution,oral,approved,20.09.1996,1996,discontinued,yes,no,no,dava,small molecule,,,FDA
anda040099,,fda,norco,acetaminophen,apil,tablet,oral,approved,25.06.1997,1997,discontinued,yes,no,no,apil,small molecule,,,FDA
anda040100,,fda,lortab,acetaminophen,ucb inc,tablet,oral,approved,26.01.1996,1996,discontinued,yes,no,no,ucb,small molecule,,,FDA
anda040101,"indications and usage for control of severe nausea and vomiting. for the treatment of schizophrenia. prochlorperazine maleate tablets are effective for the short-term treatment of generalized non-psychotic anxiety. however, prochlorperazine is not the first drug to be used in therapy for most patients with non-psychotic anxiety, because certain risks associated with its use are not shared by common alternative treatments (e.g., benzodiazepines). when used in the treatment of non-psychotic anxiety, prochlorperazine maleate tablets should not be administered at doses of more than 20 mg per day or for longer than 12 weeks, because the use of prochlorperazine maleate tablets at higher doses or for longer intervals may cause persistent tardive dyskinesia that may prove irreversible (see warnings ). the effectiveness of prochlorperazine maleate tablets as treatment for non-psychotic anxiety was established in 4-week clinical studies of outpatients with generalized anxiety disorder. this evidence does not predict that prochlorperazine maleate tablets will be useful in patients with other non-psychotic conditions in which anxiety, or signs that mimic anxiety, are found (e.g., physical illness, organic mental conditions, agitated depression, character pathologies, etc.). prochlorperazine maleate tablets has not been shown effective in the management of behavioral complications in patients with mental retardation.",fda,prochlorperazine maleate,prochlorperazine maleate,chartwell rx,tablet,oral,approved,19.07.1996,1996,discontinued,yes,no,no,chartwell,small molecule,mental and behavioural disorders; diseases of the nervous system,<schizophrenia>; <anxiety disorders>,FDA
anda040102,,fda,methazolamide,methazolamide,athem,tablet,oral,approved,28.08.1996,1996,discontinued,yes,no,no,athem,small molecule,,,FDA
anda040103,"indications and usage benztropine mesylate tablets are indicated for use as an adjunct in the therapy of all forms of parkinsonism. useful also in the control of extrapyramidal disorders (except tardive dyskinesia – see precautions ) due to neuroleptic drugs (e.g., phenothiazines).",fda,benztropine mesylate,benztropine mesylate,aiping pharm inc,tablet,oral,approved,12.12.1996,1996,authorised,yes,no,no,aiping,small molecule,diseases of the nervous system; mental and behavioural disorders,<parkinsonian disorders>; <extrapyramidal disorders>,FDA
anda040104,,fda,hydroxychloroquine sulfate,hydroxychloroquine sulfate,sandoz,tablet,oral,approved,30.11.1995,1995,authorised,yes,no,no,sandoz,small molecule,,,FDA
anda040105,,fda,oxycodone and acetaminophen,acetaminophen,endo operations,tablet,oral,approved,30.07.1996,1996,discontinued,yes,no,no,endo,small molecule,,,FDA
anda040106,,fda,oxycodone and acetaminophen,acetaminophen,vintage pharms,capsule,oral,approved,30.07.1996,1996,discontinued,yes,no,no,vintage,small molecule,,,FDA
anda040108,,fda,acetazolamide sodium,acetazolamide sodium,hospira,injection,injection,approved,30.10.1995,1995,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040109,,fda,"acetaminophen, caffeine, and dihydrocodeine bitartrate",acetaminophen,mikart,capsule,oral,approved,26.08.1997,1997,discontinued,yes,no,no,mikart,small molecule,,,FDA
anda040110,,fda,meperidine hydrochloride,meperidine hydrochloride,hikma,tablet,oral,approved,12.03.1997,1997,discontinued,yes,no,no,hikma,small molecule,,,FDA
anda040111,,fda,procainamide hydrochloride,procainamide hydrochloride,ani pharms,tablet,oral,approved,13.12.1996,1996,discontinued,yes,no,no,ani,small molecule,,,FDA
anda040113,,fda,chlorzoxazone,chlorzoxazone,actavis elizabeth,tablet,oral,approved,29.09.1995,1995,discontinued,yes,no,no,actavis,small molecule,,,FDA
anda040114,,fda,estradiol,estradiol,rubicon research,tablet,oral,approved,14.03.1996,1996,discontinued,yes,no,no,rubicon,small molecule,,,FDA
anda040116,,fda,carisoprodol and aspirin,aspirin,genus,tablet,oral,approved,25.04.1996,1996,discontinued,yes,no,no,genus,small molecule,,,FDA
anda040117,,fda,vicodin hp,acetaminophen,abbvie,tablet,oral,approved,23.09.1996,1996,discontinued,yes,no,no,abbvie,small molecule,,,FDA
anda040118,,fda,"carisoprodol, aspirin and codeine phosphate",aspirin,sandoz,tablet,oral,approved,16.04.1996,1996,discontinued,yes,no,no,sandoz,small molecule,,,FDA
anda040119,,fda,acetaminophen and codeine phosphate,acetaminophen,pai holdings,solution,oral,approved,26.04.1996,1996,discontinued,yes,no,no,pai,small molecule,,,FDA
anda040120,,fda,prochlorperazine maleate,prochlorperazine maleate,teva pharms,tablet,oral,approved,11.07.1996,1996,discontinued,yes,no,no,teva,small molecule,,,FDA
anda040122,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,watson labs,tablet,oral,approved,04.03.1996,1996,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040123,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,watson labs,tablet,oral,approved,04.03.1996,1996,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040124,,fda,carisoprodol,carisoprodol,hikma intl pharms,tablet,oral,approved,24.01.1996,1996,discontinued,yes,no,no,hikma,small molecule,,,FDA
anda040125,,fda,thioridazine hydrochloride,thioridazine hydrochloride,epic pharma llc,concentrate,oral,approved,16.08.1996,1996,discontinued,yes,no,no,epic,small molecule,,,FDA
anda040126,,fda,thioridazine hydrochloride,thioridazine hydrochloride,epic pharma llc,concentrate,oral,approved,16.08.1996,1996,discontinued,yes,no,no,epic,small molecule,,,FDA
anda040131,,fda,edrophonium chloride,edrophonium chloride,hospira,injection,injection,approved,24.02.1998,1998,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040133,,fda,hydroxychloroquine sulfate,hydroxychloroquine sulfate,watson labs,tablet,oral,approved,30.11.1995,1995,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040134,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,ucb inc,tablet,oral,approved,21.11.1996,1996,discontinued,yes,no,no,ucb,small molecule,,,FDA
anda040135,,fda,estropipate,estropipate,barr,tablet,oral,approved,27.11.1996,1996,discontinued,yes,no,no,barr,small molecule,,,FDA
anda040136,indications and usage severe essential hypertension when the drug cannot be given orally or when there is an urgent need to lower blood pressure.,fda,hydralazine hydrochloride,hydralazine hydrochloride,am regent,injection,injection,approved,30.06.1997,1997,authorised,yes,no,no,not reported,small molecule,diseases of the circulatory system,<hypertension>,FDA
anda040137,,fda,chlorzoxazone,chlorzoxazone,watson labs,tablet,oral,approved,09.08.1996,1996,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040138,,fda,estradiol,estradiol,lannett co inc,tablet,oral,approved,30.01.1998,1998,discontinued,yes,no,no,lannett,small molecule,,,FDA
anda040139,,fda,propoxyphene hydrochloride and acetaminophen,acetaminophen,watson labs,tablet,oral,approved,16.12.1996,1996,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040140,,fda,diphenhydramine hydrochloride,diphenhydramine hydrochloride,hospira,injection,injection,approved,20.11.1998,1998,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040143,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,vintage pharms,tablet,oral,approved,22.02.1996,1996,discontinued,yes,no,no,vintage,small molecule,,,FDA
anda040144,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,vintage pharms,tablet,oral,approved,22.02.1996,1996,discontinued,yes,no,no,vintage,small molecule,,,FDA
anda040145,,fda,warfarin sodium,warfarin sodium,barr,tablet,oral,approved,26.03.1997,1997,discontinued,yes,no,no,barr,small molecule,,,FDA
anda040146,indications and usage fluphenazine hydrochloride elixir is indicated in the management of manifestations of psychotic disorders. fluphenazine hydrochloride has not been shown effective in the management of behavioral complications in patients with mental retardation.,fda,fluphenazine hydrochloride,fluphenazine hydrochloride,pharm assoc,elixir,oral,approved,21.08.1996,1996,authorised,yes,no,no,not reported,small molecule,mental and behavioural disorders,<psychotic disorders>,FDA
anda040147,,fda,leucovorin calcium preservative free,leucovorin calcium,hospira,solution,intramuscular; intravenous,approved,25.06.1997,1997,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040148,,fda,hydrocodone bitartrate and acetaminophen; norco,acetaminophen,apil,tablet,oral,approved,14.02.1997,1997,discontinued,yes,no,no,apil,small molecule,,,FDA
anda040149,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,sandoz,tablet,oral,approved,27.01.1997,1997,discontinued,yes,no,no,sandoz,small molecule,,,FDA
anda040150,,fda,hydroxychloroquine sulfate,hydroxychloroquine sulfate,creekwood pharms,tablet,oral,approved,27.01.1996,1996,authorised,yes,no,no,creekwood,small molecule,,,FDA
anda040151,,fda,promethazine hydrochloride and codeine phosphate,codeine phosphate,hikma,syrup,oral,approved,26.08.1997,1997,discontinued,yes,no,no,hikma,small molecule,,,FDA
anda040152,,fda,carisoprodol,carisoprodol,watson labs,tablet,oral,approved,03.12.1996,1996,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040153,,fda,trifluoperazine hydrochloride,trifluoperazine hydrochloride,athem,tablet,oral,approved,25.10.1996,1996,discontinued,yes,no,no,athem,small molecule,,,FDA
anda040155,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,vintage pharms,tablet,oral,approved,14.04.1997,1997,discontinued,yes,no,no,vintage,small molecule,,,FDA
anda040156,,fda,hydroxyzine pamoate,hydroxyzine pamoate,impax labs inc,capsule,oral,approved,15.07.1996,1996,authorised,yes,no,no,impax,small molecule,,,FDA
anda040157,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,vintage pharms,tablet,oral,approved,12.04.1996,1996,discontinued,yes,no,no,vintage,small molecule,,,FDA
anda040159,"indications and usage medroxyprogesterone acetate tablets, usp are indicated for the treatment of secondary amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as fibroids or uterine cancer. they are also indicated for use in the prevention of endometrial hyperplasia in nonhysterectomized postmenopausal women who are receiving daily oral conjugated estrogens 0.625 mg tablets.",fda,medroxyprogesterone acetate,medroxyprogesterone acetate,barr,tablet,oral,approved,09.08.1996,1996,authorised,yes,no,no,barr,small molecule,"endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",<secondary amenorrhea>; <abnormal uterine bleeding>; <endometrial hyperplasia>,FDA
anda040161,,fda,dicyclomine hydrochloride,dicyclomine hydrochloride,hikma pharms,tablet,oral,approved,01.10.1996,1996,authorised,yes,no,no,hikma,small molecule,,,FDA
anda040162,,fda,prochlorperazine maleate,prochlorperazine maleate,ivax sub teva pharms,tablet,oral,approved,20.01.1998,1998,discontinued,yes,no,no,teva,small molecule,,,FDA
anda040163,,fda,meperidine hydrochloride preservative free,meperidine hydrochloride,specgx llc,injection,injection,approved,12.05.1997,1997,discontinued,yes,no,no,specgx,small molecule,,,FDA
anda040164,,fda,akpentolate,cyclopentolate hydrochloride,rising,solution; drops,ophthalmic,approved,13.01.1997,1997,authorised,yes,no,no,not reported,small molecule,,,FDA
anda040165,,fda,akpentolate,cyclopentolate hydrochloride,rising,solution; drops,ophthalmic,approved,13.01.1997,1997,authorised,yes,no,no,rising,small molecule,,,FDA
anda040166,,fda,acetic acid,"acetic acid, glacial",chartwell rx,solution; drops,otic,approved,26.07.1996,1996,discontinued,yes,no,no,chartwell,small molecule,,,FDA
anda040167,,fda,doxylamine succinate,doxylamine succinate,perrigo,tablet,oral,approved,18.09.1996,1996,authorised,yes,no,no,perrigo,small molecule,,,FDA
anda040168,,fda,hydrocortisone and acetic acid,"acetic acid, glacial",wockhardt,solution; drops,otic,approved,30.08.1996,1996,discontinued,yes,no,no,wockhardt,small molecule,,,FDA
anda040169,,fda,dicyclomine hydrochloride,dicyclomine hydrochloride,endo operations,syrup,oral,approved,24.03.2005,2005,authorised,yes,no,no,endo,small molecule,,,FDA
anda040171,,fda,oxycodone and acetaminophen,acetaminophen,watson labs,tablet,oral,approved,30.10.1997,1997,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040174,,fda,leucovorin calcium,leucovorin calcium,teva pharms usa,injection,injection,approved,12.06.1997,1997,discontinued,yes,no,no,teva,small molecule,,,FDA
anda040177,"indications and usage trihexyphenidyl is indicated as an adjunct in the treatment of all forms of parkinsonism (postencephalitic, arteriosclerotic, and idiopathic). it is often useful as adjuvant therapy when treating these forms of parkinsonism with levodopa. additionally, it is indicated for the control of extrapyramidal disorders caused by central nervous system drugs such as the dibenzoxazepines, phenothiazines, thioxanthenes, and butyrophenones.",fda,trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,pharm assoc,elixir,oral,approved,17.04.1997,1997,authorised,yes,no,no,not reported,small molecule,diseases of the nervous system,<parkinsonian disorders>; <extrapyramidal disorders>,FDA
anda040179,,fda,meclizine hydrochloride,meclizine hydrochloride,rising,tablet,oral,approved,30.01.1997,1997,discontinued,yes,no,no,rising,small molecule,,,FDA
anda040180,"indications and usage for detoxification treatment of opioid addiction (heroin or other morphine-like drugs). for maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. limitations of use methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 cfr, title 42, sec 8 (see dosage and administration ).",fda,methadone hydrochloride,methadone hydrochloride,hikma,concentrate,oral,approved,30.04.1998,1998,authorised,yes,no,no,hikma,small molecule,mental and behavioural disorders,<opioid-related disorders>,FDA
anda040182,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,pharm assoc,solution,oral,approved,13.03.1998,1998,discontinued,yes,no,no,not reported,small molecule,,,FDA
anda040183,"indications and usage methylprednisolone tablets are indicated in the following conditions: 1. endocrine disorders primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance). congenital adrenal hyperplasia nonsuppurative thyroiditis hypercalcemia associated with cancer 2. rheumatic disorders as adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in: rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) ankylosing spondylitis acute and subacute bursitis synovitis of osteoarthritis acute nonspecific tenosynovitis post-traumatic osteoarthritis psoriatic arthritis epicondylitis acute gouty arthritis 3. collagen diseases during an exacerbation or as maintenance therapy in selected cases of: systemic lupus erythematosus systemic dermatomyositis (polymyositis) acute rheumatic carditis 4. dermatologic diseases bullous dermatitis herpetiformis severe erythema multiforme (stevens-johnson syndrome) severe seborrheic dermatitis exfoliative dermatitis mycosis fungoides pemphigus severe psoriasis 5. allergic states control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment: seasonal or perennial allergic rhinitis drug hypersensitivity reactions serum sickness contact dermatitis bronchial asthma atopic dermatitis 6. ophthalmic diseases severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as: allergic corneal marginal ulcers herpes zoster ophthalmicus anterior segment inflammation diffuse posterior uveitis and choroiditis sympathetic ophthalmia keratitis optic neuritis allergic conjunctivitis chorioretinitis iritis and iridocyclitis 7. respiratory diseases symptomatic sarcoidosis berylliosis loeffler’s syndrome not manageable by other means fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy aspiration pneumonitis 8. hematologic disorders idiopathic thrombocytopenic purpura in adults secondary thrombocytopenia in adults acquired (autoimmune) hemolytic anemia erythroblastopenia (rbc anemia) congenital (erythroid) hypoplastic anemia 9. neoplastic diseases for palliative management of: leukemias and lymphomas in adults acute leukemia of childhood 10. edematous states to induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus. 11. gastrointestinal diseases to tide the patient over a critical period of the disease in: ulcerative colitis regional enteritis 12. nervous system acute exacerbations of multiple sclerosis 13. miscellaneous tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy. trichinosis with neurologic or myocardial involvement.",fda,methylprednisolone,methylprednisolone,endo operations,tablet,oral,approved,22.12.1998,1998,authorised,yes,no,no,endo,small molecule,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the eye and adnexa; diseases of the respiratory system; diseases of the blood and blood-forming organs; neoplasms; diseases of the genitourinary system; diseases of the digestive system; diseases of the nervous system; infectious and parasitic diseases","<adrenocortical insufficiency>; <congenital adrenal hyperplasia>; <thyroiditis>; <hypercalcemia>; <rheumatoid arthritis>; <juvenile rheumatoid arthritis>; <ankylosing spondylitis>; <bursitis>; <synovitis>; <osteoarthritis>; <tenosynovitis>; <psoriatic arthritis>; <epicondylitis>; <gouty arthritis>; <systemic lupus erythematosus>; <dermatomyositis>; <polymyositis>; <rheumatic heart disease>; <dermatitis herpetiformis>; <erythema multiforme>; <seborrheic dermatitis>; <exfoliative dermatitis>; <mycosis fungoides>; <pemphigus>; <psoriasis>; <rhinitis>; <drug hypersensitivity>; <serum sickness>; <contact dermatitis>; <asthma>; <atopic dermatitis>; <corneal ulcer>; <herpes zoster ophthalmicus>; <uveitis>; <choroiditis>; <sympathetic ophthalmia>; <keratitis>; <optic neuritis>; <conjunctivitis>; <chorioretinitis>; <iritis>; <iridocyclitis>; <sarcoidosis>; <berylliosis>; <loeffler syndrome>; <tuberculosis, pulmonary>; <pneumonitis>; <thrombocytopenic purpura>; <thrombocytopenia>; <anemia, hemolytic>; <erythroblastopenia>; <anemia, hypoplastic, congenital>; <leukemia>; <lymphoma>; <nephrotic syndrome>; <lupus erythematosus>; <colitis, ulcerative>; <enteritis>; <multiple sclerosis>; <meningitis, tuberculous>; <trichinosis>",FDA
anda040184,,fda,trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,watson labs,tablet,oral,approved,06.02.1998,1998,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040185,,fda,prochlorperazine maleate,prochlorperazine maleate,norvium bioscience,tablet,oral,approved,28.10.1996,1996,discontinued,yes,no,no,norvium,small molecule,,,FDA
anda040186,,fda,meperidine hydrochloride,meperidine hydrochloride,watson labs,tablet,oral,approved,30.06.1997,1997,discontinued,yes,no,no,watson,small molecule,,,FDA
anda040187,,fda,thioridazine hydrochloride,thioridazine hydrochloride,pharm assoc,concentrate,oral,approved,28.08.1997,1997,discontinued,yes,no,no,not reported,small molecule,,,FDA
anda040188,,fda,carisoprodol,carisoprodol,oxford pharms,tablet,oral,approved,07.03.1997,1997,authorised,yes,no,no,oxford,small molecule,,,FDA
anda040189,,fda,methylprednisolone,methylprednisolone,jubilant cadista,tablet,oral,approved,31.10.1997,1997,authorised,yes,no,no,jubilant,small molecule,,,FDA
anda040190,,fda,phentermine hydrochloride,phentermine hydrochloride,elite labs inc,tablet,oral,approved,30.05.1997,1997,authorised,yes,no,no,elite,small molecule,,,FDA
anda040191,,fda,meperidine hydrochloride,meperidine hydrochloride,strides pharma,tablet,oral,approved,17.12.1998,1998,discontinued,yes,no,no,strides,small molecule,,,FDA
anda040192,,fda,prednisolone,prednisolone,we pharms,syrup,oral,approved,28.05.1998,1998,discontinued,yes,no,no,we,small molecule,,,FDA
anda040194,,fda,methylprednisolone,methylprednisolone,sandoz,tablet,oral,approved,31.10.1997,1997,authorised,yes,no,no,sandoz,small molecule,,,FDA
anda040195,,fda,acetazolamide,acetazolamide,taro,tablet,oral,approved,28.05.1997,1997,authorised,yes,no,no,taro,small molecule,,,FDA
anda040196,,fda,warfarin sodium,warfarin sodium,chartwell rx,tablet,oral,approved,30.09.1997,1997,discontinued,yes,no,no,chartwell,small molecule,,,FDA
anda040197,,fda,estradiol,estradiol,barr labs inc,tablet,oral,approved,22.10.1997,1997,authorised,yes,no,no,barr,small molecule,,,FDA
anda040199,,fda,oxycodone and acetaminophen,acetaminophen,actavis elizabeth,capsule,oral,approved,30.12.1998,1998,discontinued,yes,no,no,actavis,small molecule,,,FDA
anda040201,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,mallinckrodt,tablet,oral,approved,27.02.1998,1998,discontinued,yes,no,no,mallinckrodt,small molecule,,,FDA
anda040203,,fda,oxycodone and acetaminophen,acetaminophen,actavis elizabeth,tablet,oral,approved,15.03.1999,1999,discontinued,yes,no,no,actavis,small molecule,,,FDA
anda040204,,fda,dicyclomine hydrochloride,dicyclomine hydrochloride,west ward,capsule,oral,approved,28.02.1997,1997,authorised,yes,no,no,not reported,small molecule,,,FDA
anda040206,,fda,digoxin,digoxin,hospira,injection,injection,approved,28.08.1998,1998,discontinued,yes,no,no,hospira,small molecule,,,FDA
anda040207,,fda,prochlorperazine maleate,prochlorperazine maleate,duramed pharms barr,tablet,oral,approved,01.05.1997,1997,discontinued,yes,no,no,duramed,small molecule,,,FDA
anda040209,,fda,trifluoperazine hydrochloride,trifluoperazine hydrochloride,mylan,tablet,oral,approved,07.07.1997,1997,authorised,yes,no,no,mylan,small molecule,,,FDA
anda040210,,fda,hydrocodone bitartrate and acetaminophen,acetaminophen,ucb inc,tablet,oral,approved,13.08.1997,1997,discontinued,yes,no,no,ucb,small molecule,,,FDA
anda040212,,fda,gynodiol,estradiol,duramed pharms barr,tablet,oral,approved,29.12.1997,1997,discontinued,yes,no,no,barr,small molecule,,,FDA
anda040213,,fda,thioridazine hydrochloride,thioridazine hydrochloride,pharm assoc,concentrate,oral,approved,29.05.1998,1998,discontinued,yes,no,no,not reported,small molecule,,,FDA
anda040215,,fda,sulfacetamide sodium,sulfacetamide sodium,renova pharms,solution; drops,ophthalmic,approved,25.05.1999,1999,discontinued,yes,no,no,renova,small molecule,,,FDA
anda040216,,fda,sulfacetamide sodium,sulfacetamide sodium,epic pharma llc,solution; drops,ophthalmic,approved,25.05.1999,1999,discontinued,yes,no,no,epic,small molecule,,,FDA
